pair_id,foodaps_q_id,foodaps_text,acs_q_id,acs_text,subtopic,claude3_classification,claude3_confidence,claude3_reasoning,claude3_consolidation_potential,gpt4o_classification,gpt4o_confidence,gpt4o_reasoning,gpt4o_consolidation_potential,haiku35_classification,haiku35_confidence,haiku35_reasoning,haiku35_consolidation_potential,fuzz_token_set,fuzzy_classification,claude_gpt_agree,all_models_agree
P_0042,FAPS_0047,Is NAME male or female?,ACS_0028,What is Person 2’s sex?,Sex,exact_duplicate,high,"Both questions are asking about the sex or gender of the person, with nearly identical wording and response formats.",yes,near_duplicate,high,"Both questions inquire about the sex of an individual, but they differ slightly in wording. Question A specifically asks about 'NAME', indicating a direct inquiry to a person, while Question B refers to 'Person 2', suggesting a context where multiple individuals are being discussed. The core concept remains the same, focusing on identifying the gender of an individual, hence the classification as near_duplicate.",yes,near_duplicate,high,"Both questions seek to identify an individual's sex/gender using direct, personal phrasing. Minor grammatical differences (e.g., 'NAME' vs 'Person 2') do not substantially alter meaning. Wording is functionally equivalent.",yes,26.086956521739125,distinct,False,False
P_0043,FAPS_0047,Is NAME male or female?,ACS_0034,What is Person 3’s sex?,Sex,exact_duplicate,high,"Both questions are asking about the sex or gender of a person in the current time period, and the wording is nearly identical in meaning.",yes,near_duplicate,high,"Both questions inquire about the sex of a person, but they reference different individuals (NAME in Question A and Person 3 in Question B). The slight difference in phrasing does not change the fundamental meaning of the questions, leading to a classification of near_duplicate.",yes,exact_duplicate,high,"Both questions directly ask about the sex/gender of a specific person using very similar language and intent, with no meaningful differences in wording or conceptual approach",yes,26.086956521739125,distinct,False,False
P_0044,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0024,"Is Person 1 of Hispanic, Latino, or Spanish origin?",Race,related_but_distinct,high,"The two questions are related in that they both ask about the race/ethnicity of the respondent, but they are distinct in that Question A asks about race and ethnicity, while Question B specifically asks about Hispanic, Latino, or Spanish origin. These are related but distinct concepts.",no,related_but_distinct,high,"QUESTION A asks about race and/or ethnicity and allows for multiple selections, encompassing a broader range of identities. In contrast, QUESTION B specifically addresses Hispanic, Latino, or Spanish origin, which is a singular ethnicity and does not capture the full spectrum of potential responses related to race and ethnicity. Thus, while they are related, they focus on different aspects of identity.",no,related_but_distinct,high,"Question A asks about race more comprehensively and allows multiple selections, while Question B specifically inquires about Hispanic/Latino/Spanish origin as a distinct ethnic category. They capture different but overlapping demographic information.",partial,28.828828828828833,distinct,True,True
P_0045,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0025,What is Person 1’s race?,Race,related_but_distinct,high,"Question A is asking about race and ethnicity, allowing multiple selections, while Question B is only asking about race with a single selection. These are related but distinct concepts, as ethnicity is not the same as race.",no,related_but_distinct,high,"Question A asks about race and/or ethnicity with an option to select multiple categories, while Question B specifically inquires about Race for one individual without the possibility of multiple selections. This distinction in format and scope makes them related but not directly comparable.",no,near_duplicate,high,"Both questions target race identification, with FoodAPS slightly more inclusive by specifying 'and/or ethnicity' and allowing multiple selections, while ACS is more narrowly worded",partial,45.23809523809524,distinct,True,False
P_0046,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0030,"Is Person 2 of Hispanic, Latino, or Spanish origin?",Race,related_but_distinct,high,"Question A asks about race and/or ethnicity, while Question B specifically asks about Hispanic, Latino, or Spanish origin. These are related but distinct concepts, as Hispanic/Latino identity is not the same as race.",no,related_but_distinct,high,"Both questions relate to race and ethnicity, but they inquire about different aspects. QUESTION A allows for a selection of multiple races and ethnicities, while QUESTION B specifically asks about Hispanic, Latino, or Spanish origin as a singular category. This distinction in focus makes them related but not directly comparable.",no,related_but_distinct,high,"Question A asks about comprehensive race/ethnicity, allowing multiple selections, while Question B specifically focuses on Hispanic/Latino origin as a separate dimension of identity. They cover related but distinct aspects of racial/ethnic self-identification.",partial,28.828828828828833,distinct,True,True
P_0047,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0031,What is Person 2’s race?,Race,related_but_distinct,high,"The two questions are related in that they both ask about the race of an individual, but they are distinct in that the first question allows the respondent to select multiple races, while the second question only allows the selection of a single race. This difference in response format changes the nature of the information collected, even though the core concept is similar.",partial,related_but_distinct,high,"Question A asks respondents to identify multiple races and/or ethnicities applicable to an individual, allowing for a selection of various options. In contrast, Question B focuses specifically on the race of a single person and does not allow for multiple selections, nor does it address ethnicity. Therefore, while both questions pertain to race, they do so in fundamentally different ways.",no,near_duplicate,high,"Both questions aim to capture an individual's racial identity, with Question A explicitly allowing multiple selections and Question B potentially implying single selection. Minor wording differences exist, but core conceptual measurement is equivalent.",partial,45.23809523809524,distinct,True,False
P_0048,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0036,"Is Person 3 of Hispanic, Latino, or Spanish origin?",Race,related_but_distinct,high,"Question A asks about race and/or ethnicity, while Question B asks specifically about Hispanic, Latino, or Spanish origin. These are related but distinct concepts, as Hispanic/Latino/Spanish origin is a separate dimension from race.",no,related_but_distinct,high,"QUESTION A asks for the respondent's race and/or ethnicity with an option to select multiple categories, whereas QUESTION B specifically inquires about Hispanic, Latino, or Spanish origin as a distinct category. Although both questions relate to race and ethnicity, they target different aspects and formats of these identities. Therefore, they are related but distinct in their focus.",no,related_but_distinct,high,"Question A allows multiple race/ethnicity selections broadly, while Question B specifically queries Hispanic/Latino/Spanish origin as a separate category. This reflects different survey design approaches to capturing demographic identity.",partial,28.828828828828833,distinct,True,True
P_0049,FAPS_0048,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_0037,What is Person 3’s race?,Race,related_but_distinct,high,"The questions are related in that they both ask about race, but they are distinct in that Question A allows for selecting multiple races, while Question B asks for a single race. Therefore, the questions are capturing different aspects of race.",no,related_but_distinct,high,"Both questions address race, but they differ in specificity and response format. Question A asks respondents to select all applicable races and/or ethnicities, while Question B specifically references one individual (Person 3) and does not include the option to select multiple responses. This distinction indicates that they are related but not equivalent in structure or intent.",no,near_duplicate,high,"Both questions seek to identify an individual's racial identification, with Question A being slightly more inclusive by explicitly mentioning 'and/or ethnicity' and allowing multiple selections. Question B is more concisely worded but appears to cover the same fundamental information collection goal.",partial,45.23809523809524,distinct,True,False
P_0050,FAPS_0050,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_0094,What is this person’s marital status?,Marital,near_duplicate,high,"Both questions are asking about the current marital status of the person, with only minor wording differences that do not change the core meaning.",yes,near_duplicate,high,"Both questions address the same core concept of marital status, but Question A provides specific options for responses, while Question B is more open-ended. The fundamental meaning remains intact despite slight wording differences. Both do not specify a timeframe, further indicating their alignment.",yes,near_duplicate,high,"Both questions seek to capture marital status directly, with only slight phrasing differences. FoodAPS is more explicit about listing status options, while ACS is more open-ended, but the core information request is essentially identical.",partial,34.234234234234236,distinct,True,True
P_0051,FAPS_0050,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_0095,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital,reference_period_mismatch,high,"Question A asks about the person's current marital status, while Question B asks about marital events that occurred in the past 12 months. This difference in reference period means the questions are not directly comparable.",no,reference_period_mismatch,high,"Question A asks about current marital status without a specific time frame, while Question B focuses on events that occurred within the past 12 months. This fundamental difference in reference periods means they cannot be considered equivalent despite both relating to marital status.",no,reference_period_mismatch,high,"Both questions address marital status changes, but Ques A captures current state while Ques B focuses on changes within past year. Different temporal scopes create potential data inconsistency.",partial,40.78947368421053,distinct,True,True
P_0052,FAPS_0050,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_0096,How many times has this person been married?,Marital,related_but_distinct,high,"Question A asks about the person's current marital status, while Question B asks about the number of times the person has been married in their lifetime. The concepts are related, as marital status is linked to the number of marriages, but the questions are asking for different information.",no,related_but_distinct,high,"Question A asks about the current marital status of a person, capturing a single point in time, while Question B inquires about the total number of times a person has been married, which encompasses a broader historical perspective. Thus, although both questions are related to marital status, they focus on different aspects and therefore are distinct concepts.",no,response_format_mismatch,high,"Question A asks about current marital status, while Question B seeks total lifetime marriages; different response formats and temporal perspectives on marital history",partial,42.3728813559322,distinct,True,False
P_0053,FAPS_0050,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_0097,In what year did this person last get married?,Marital,related_but_distinct,high,"Question A asks about the respondent's current marital status, while Question B asks for the year of the respondent's last marriage. These are related concepts, but they are not directly comparable as they focus on different aspects of marital history.",no,related_but_distinct,high,"While both questions deal with marital status, Question A asks for the current status of the individual while Question B seeks to gather information about the year the individual last got married. Thus, they focus on different aspects of marital history and cannot be considered equivalent.",no,related_but_distinct,high,"Question A captures current marital status, while Question B seeks historical marriage timing; they approach marital information differently",partial,45.0,distinct,True,True
P_0054,FAPS_0051,Is NAME’s spouse a member of this household?,ACS_0021,How is this person related to Person 1?,Relationship,related_but_distinct,high,"The two questions are asking about related but distinct concepts - Question A is specifically asking about the respondent's spouse, while Question B is asking about the relationship of all household members to Person 1. The questions do not have the same focus or response format.",no,related_but_distinct,high,"While both questions relate to household relationships, they ask about different aspects. Question A specifically inquires if a spouse is part of the household, whereas Question B seeks to categorize the relationship of a specific person within a broader family structure. Therefore, they address similar themes but are not equivalent in focus.",no,near_duplicate,high,"Both questions seek to establish household relationship status, with Question B being more open-ended and Question A specifically targeting spouse membership. They capture conceptually similar household relationship information with slightly different linguistic approaches.",partial,38.55421686746988,distinct,True,False
P_0055,FAPS_0051,Is NAME’s spouse a member of this household?,ACS_0027,How is this person related to Person 1?,Relationship,related_but_distinct,high,"Question A asks specifically about the relationship of a person's spouse to the household, while Question B asks about the general relationship of a person to the reference person (Person 1) in the household. They are related in that they both address household relationships, but they are asking about different types of relationships.",no,related_but_distinct,high,"While both questions pertain to relationships within a household, they are asking about different aspects. Question A inquires specifically about the spouse's status in the household, whereas Question B seeks to identify the relationship of one person to another (Person 1). Thus, the core concepts differ despite sharing a general topic.",no,near_duplicate,high,"Both questions seek to understand household relationship status, with ACS question being slightly more open-ended by allowing more specific relationship types beyond spouse. FoodAPS is more binary/direct about spousal membership.",partial,38.55421686746988,distinct,True,False
P_0056,FAPS_0051,Is NAME’s spouse a member of this household?,ACS_0033,How is this person related to Person 1?,Relationship,related_but_distinct,high,"Question A asks about the respondent's spouse being a member of the household, while Question B asks about the relationship of the person to the reference person (Person 1) in the household. They are related in the sense that they are both about household composition, but they are asking for distinct information.",no,related_but_distinct,high,"Question A specifically asks if NAME’s spouse is a member of the household, while Question B inquires about the relationship of a person to a reference person (Person 1). Although both questions address household relationships, they do so in different contexts and with different focuses.",no,related_but_distinct,high,"Question A specifically asks about spousal membership, while Question B asks about a broader relationship to Person 1. A is narrower and more binary (yes/no), while B allows for multiple relationship categories.",partial,38.55421686746988,distinct,True,True
P_0057,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0023,What is Person 1’s age and what is Person 1’s date of birth?,Age,related_but_distinct,high,"Question A is asking about the reason for not attending school in the immediate future (this week and next week), while Question B is asking about the person's current age and date of birth. These are related but distinct concepts, as the reason for not attending school is not directly tied to the person's current age or date of birth.",no,not_comparable,high,"Question A asks for the reasons a person will not attend school, while Question B is concerned with a person's age and date of birth. The two questions focus on different concepts: school attendance versus demographic information.",no,not_comparable,high,"Question A asks about school attendance status/reasons for non-attendance, while Question B asks about age and birthdate. Though both questions touch on age/school-related attributes, they fundamentally measure different information and cannot be considered equivalent survey questions.",no,38.59649122807018,distinct,False,False
P_0058,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0029,What is Person 2’s age and what is Person 2’s date of birth?,Age,not_comparable,high,"Question A is asking about a specific short-term reason for not attending school, while Question B is asking about a person's age and date of birth. These are fundamentally different concepts that are not comparable.",no,not_comparable,high,"Question A is focused on reasons for not attending school within a specific time frame, while Question B asks for demographic information regarding age and date of birth. The two questions target distinct aspects of a respondent's educational status and personal information respectively, making them fundamentally different in concept.",no,related_but_distinct,high,"Question A asks about school attendance status/reason, while Question B requests basic demographic age information. They touch on education/age topics but measure fundamentally different aspects.",no,38.59649122807018,distinct,True,False
P_0059,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0035,What is Person 3’s age and what is Person 3’s date of birth?,Age,related_but_distinct,high,"Question A asks about the reason for a specific school absence, while Question B asks for a person's age and date of birth. The two questions are related in the sense that they both involve information about a person, but they are distinct and ask about different specific concepts.",no,not_comparable,high,"Question A asks about reasons for not attending school during a specific timeframe, while Question B inquires about a person's age and date of birth. The two questions address completely different concepts related to education status versus demographic information.",no,not_comparable,high,"Question A asks about school attendance status, while Question B asks about age details. Though both relate to a person's status, they capture fundamentally different types of information about an individual.",no,38.59649122807018,distinct,False,False
P_0060,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0072,Where was this person born?,Age,not_comparable,high,The two questions are asking about completely different concepts - reasons for not attending school versus place of birth. They do not have any meaningful overlap.,no,not_comparable,high,"Question A pertains to reasons for school non-attendance, while Question B asks about birth location. The two questions address entirely different concepts, with no commonality in focus or content.",no,not_comparable,high,"Question A asks about current school attendance status, while Question B asks about birthplace origin. They address completely different information about an individual, with no substantive overlap.",no,25.80645161290323,distinct,True,True
P_0061,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0099,Does this person have any of his/her own grandchildren under the age of 18 living in this house or apartment?,Age,related_but_distinct,high,"The two questions are related in that they both involve the age of the person, but they are asking about different, distinct concepts. Question A is asking about the reason for not attending school, which may involve the person's age, while Question B is asking whether the person has any grandchildren under 18 living with them, which is a different concept. The reference periods are also different, with Question A asking about the current week and next week, while Question B is asking about the current time.",no,related_but_distinct,high,"Question A and Question B both relate to age and schooling, but they focus on very different specifics. Question A inquires about reasons for school absence, while Question B asks specifically about the presence of grandchildren in the household. The core concepts revolve around age and schooling, yet they target distinct aspects of familial and educational situations.",no,not_comparable,high,"Question A inquires about a specific person's school attendance status, while Question B asks about grandchild residency. They cover different topics and serve different survey purposes with no substantive overlap.",no,37.83783783783784,distinct,True,False
P_0062,FAPS_0054,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other school break  (3) Home schooled (4) Disabled (5) Not old enough (6) Not enrolled (7) Graduated (8) Other,ACS_0100,Is this grandparent currently responsible for most of the basic needs of any grandchildren under the age of 18 who live in this house or apartment?,Age,not_comparable,high,"The two questions are about completely different concepts - Question A is about reasons for missing school, while Question B is about grandparents being responsible for grandchildren. The reference periods are also completely different. Despite some surface similarity in mentioning age, the questions are measuring distinct concepts and are not comparable.",no,related_but_distinct,high,"Although both questions involve age-related contexts, they address different issues. Question A asks about reasons for school attendance absence, while Question B focuses on the caregiving responsibilities of a grandparent. Thus, they are related by theme but distinct in their specific topics.",no,not_comparable,high,"Questions address completely different domains - one about student school attendance status, the other about grandparental caregiving responsibility. No substantive conceptual overlap.",no,41.59021406727829,distinct,False,False
P_0063,FAPS_0075,Have you received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also known as [FILL IN STATE SNAP NAME] or food stamps and it puts money on an EBT card that you can use to buy food.,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,The two questions are asking about SNAP participation over different time periods - 30 days for Question A and 12 months for Question B. This difference in reference period is the key distinction between the two questions.,no,reference_period_mismatch,high,"While both questions aim to assess the receipt of SNAP benefits, they refer to different time frames: Question A asks about the past 30 days, whereas Question B inquires about the past 12 months. This significant difference in reference periods fundamentally alters the scope of the information being collected, leading to the classification of reference period mismatch.",no,reference_period_mismatch,high,Questions ask about same SNAP benefit receipt but differ in time window of assessment: 30 days vs 12 months. Core concept identical but specific time frame differs.,partial,62.97872340425532,distinct,True,True
P_0064,FAPS_0076,Has anyone at this address received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also known as [FILL IN STATE SNAP NAME] or food stamps and it puts money on an EBT card that you can use to buy food.,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions measure the same general concept (receipt of SNAP benefits), but the reference periods differ (past 30 days vs. past 12 months), making them not directly comparable.",partial,reference_period_mismatch,high,"Both questions inquire about benefits from the Supplemental Nutrition Assistance Program (SNAP), but they differ significantly in the time frames they cover. Question A asks about the past 30 days, while Question B pertains to the past 12 months, indicating a clear mismatch in reference periods.",no,reference_period_mismatch,high,"Both questions ask about SNAP/food stamp benefits receipt, but use different time frames (30 days vs 12 months). Identical program description and core concept, but potentially different respondent recall and program participation insights due to time period difference.",partial,65.83333333333334,distinct,True,True
P_0065,FAPS_0077,How many [FILL IN STATE SNAP NAME] EBT cards are issued to people at this address ?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about SNAP receipt, but the reference periods differ. Question A is asking about the current number of SNAP EBT cards at the address, while Question B is asking about SNAP receipt in the past 12 months.",partial,related_but_distinct,high,"Question A focuses on the number of EBT cards issued to individuals at a specific address, while Question B inquires if anyone in the household received SNAP benefits within the past 12 months. Although both questions relate to SNAP, they are not directly asking for the same information, making them distinct.",no,related_but_distinct,high,"Question A asks about current EBT card issuance count at an address, while Question B asks about past receipt of SNAP benefits by household members",partial,36.0655737704918,distinct,False,False
P_0066,FAPS_0078,You said there is one [FILL IN STATE SNAP NAME] card in this household. Now we will ask about who in the household is assigned to the EBT card. Select the names of the people below that receive [FILL SNAP] benefits together under that EBT card,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Question A asks about the current SNAP status of the household, while Question B asks about SNAP receipt in the past 12 months. This difference in reference period is the key distinction between the two questions.",no,related_but_distinct,high,"Question A is focused on identifying individuals in the household assigned to a specific EBT card and their SNAP benefits under that card. Question B asks if anyone in the household received SNAP benefits within the past 12 months, which is a broader inquiry not limited to a specific card or individual. Thus, while both questions are related to SNAP, they capture different aspects of benefit receipt.",no,related_but_distinct,high,"Question A focuses on specific household EBT card assignment, while Question B asks about broader SNAP benefit receipt. A is about card details, B is about program participation. Different levels of specificity and intent.",partial,48.63387978142077,distinct,False,False
P_0067,FAPS_0079,You said there are two [FILL IN STATE SNAP NAME] cards in this household. Now we will ask about who in the household is assigned to the two EBT cards. Select the names of the people below that receive [FILL SNAP] benefits together under those two EBT cards.,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Question A refers to the current SNAP status of household members, while Question B asks about SNAP receipt in the past 12 months. The reference periods are different, so the questions are not equivalent.",no,related_but_distinct,high,"Question A asks specifically about individuals in the household assigned to EBT cards for receiving SNAP benefits, whereas Question B inquires if anyone in the household received SNAP benefits at all within the past year. Thus, while both pertain to SNAP benefits, they focus on different aspects of benefit receipt.",no,related_but_distinct,high,"Question A is about specific EBT card assignment within a household at present, while Question B asks about broader SNAP benefit receipt over a past year period. A is more granular and focused on card distribution, B is about overall program participation.",partial,48.148148148148145,distinct,False,False
P_0068,FAPS_0080,You said there are three or more [FILL IN STATE SNAP NAME] cards in this household. Now we will ask about who in the household is assigned to the first three EBT cards. Select the names of the people below that receive [FILL SNAP] benefits together under the first three EBT cards.,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions refer to the same core concept of SNAP/food stamp receipt, but have different reference periods. Question A does not specify a reference period, while Question B asks about the past 12 months. This difference in time frame makes the questions not directly comparable.",no,related_but_distinct,high,"Question A focuses on identifying the specific individuals in a household that receive SNAP benefits under multiple EBT cards, requiring detailed responses. In contrast, Question B is a broader inquiry about any members of the household receiving SNAP benefits in the last year without specifying which individuals. Therefore, while they relate to SNAP benefits, they ask about different aspects.",no,related_but_distinct,high,"Question A is focused on specific EBT card assignment within a household, while Question B is a broader yes/no receipt of SNAP benefits. Question A appears more procedural and administrative, whereas Question B is collecting general program participation data.",partial,48.45360824742268,distinct,False,False
P_0069,FAPS_0081,On what date did [you/you and names of SNAP group 1 from B1ba ] last receive [FILL IN STATE SNAP NAME] benefits?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about the same concept (SNAP receipt) but with different reference periods. Question A asks about the last date of SNAP receipt, while Question B asks about SNAP receipt in the past 12 months.",partial,reference_period_mismatch,high,"Question A asks for the most recent date benefits were received without specifying a time frame, while Question B refers specifically to benefits received in the past 12 months. This difference in the time reference indicates a mismatch despite the similarity in core topics regarding SNAP benefits.",no,reference_period_mismatch,high,"Both questions ask about SNAP benefits receipt, but with fundamentally different temporal scopes - Question A seeks a specific last receipt date, while Question B asks about broader receipt within a 12-month window",partial,48.507462686567166,distinct,True,True
P_0070,FAPS_0082,How many dollars were put on your EBT card the last time you received [FILL IN STATE SNAP NAME] benefits?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"While both questions are about SNAP/food stamp benefits, they have different reference periods. Question A asks about the last time the household received benefits, while Question B asks about the past 12 months. This difference in time frame means the questions are not directly comparable.",no,related_but_distinct,high,"Question A specifically asks about the dollar amount on an EBT card for the last SNAP benefits received, while Question B inquires if benefits were received at all within the past 12 months. Although both questions relate to SNAP benefits, they target different aspects: one focuses on the monetary value and the most recent occurrence, and the other assesses general participation over a year.",no,related_but_distinct,high,"Question A asks about specific dollar amount at last benefit receipt, while Question B asks about binary participation in SNAP over past year. Questions address different aspects of SNAP participation - precise financial detail vs. overall receipt status.",partial,42.857142857142854,distinct,False,False
P_0071,FAPS_0084,[Have you/Has anyone at this address] ever received benefits from SNAP?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"The two questions are asking about the same concept (receipt of SNAP benefits), but they have different reference periods. Question A asks about ever receiving SNAP, while Question B asks about receiving SNAP in the past 12 months. This difference in time frames means the questions are not equivalent.",no,reference_period_mismatch,high,"Question A does not specify a time frame for when benefits were received, whereas Question B explicitly asks about receipt in the past 12 months. This difference in reference periods leads to a classification of 'reference_period_mismatch'.",no,reference_period_mismatch,high,"Both questions ask about SNAP benefits receipt, but Question A uses an 'ever' framing while Question B specifies a 12-month timeframe. Core meaning is similar but time context differs significantly.",partial,43.10344827586207,distinct,True,True
P_0072,FAPS_0085,Did (you/anyone at this address) receive benefits from SNAP in the last 12 months?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,near_duplicate,high,"The two questions are asking about the same concept (SNAP/food stamp benefits) and have very similar wording, with only minor differences in the reference period ('last 12 months' vs 'past 12 months'). The core meaning and intent of the questions are the same.",yes,exact_duplicate,high,"Both questions ask if anyone in the household received SNAP benefits within the same time frame of the past 12 months. While the wording differs slightly, the meaning and intent of the questions are identical, as they both clearly reference the same program and period.",yes,near_duplicate,high,Virtually identical questions about SNAP benefits with only minor grammatical differences. Both ask about household/address SNAP receipt in same time period.,yes,63.333333333333336,distinct,False,False
P_0073,FAPS_0086,Select the names of the people below that received benefits from SNAP during the last 12 months.,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,near_duplicate,high,"Both questions are asking about SNAP/food stamp receipt in the last 12 months, with only minor wording differences that do not change the core meaning.",yes,near_duplicate,high,"Both questions inquire about receipt of SNAP benefits within the same time frame of the last 12 months. The main difference lies in the wording; Question A asks respondents to select names of individuals while Question B generalizes to any member of the household. However, this difference does not alter the fundamental meaning of the question.",yes,near_duplicate,high,"Both questions ask about SNAP benefits within an essentially identical time frame, with nearly identical language. The primary differences are minor wording variations and slight nuances in question structure (selecting names vs. confirming receipt).",partial,51.40562248995984,distinct,True,True
P_0074,FAPS_0087,On what date did [you/someone at this address] last receive benefits from SNAP?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,reference_period_mismatch,high,"Both questions are asking about SNAP receipt, but the reference periods are different. Question A asks about the specific date of last receipt, while Question B asks about receipt in the past 12 months.",partial,reference_period_mismatch,high,"Question A asks for a specific date of the last receipt of benefits, without a defined time frame, while Question B inquires about benefits received within the past 12 months. This indicates a mismatch in the temporal reference frame of the responses being solicited.",no,reference_period_mismatch,high,"Both questions ask about SNAP benefits, but Question A seeks a specific date of last receipt, while Question B asks about receipt within a 12-month timeframe",partial,55.04587155963303,distinct,True,True
P_0075,FAPS_0088,How many dollars were put on the SNAP EBT card at that time?,ACS_0056,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",SNAP,related_but_distinct,high,"The two questions are related to the SNAP program, but they are asking about distinct concepts. Question A is asking about a specific dollar amount put on an EBT card, while Question B is asking about whether the household received any SNAP benefits in the past 12 months. The reference periods are also different.",no,related_but_distinct,high,"Question A asks specifically about the dollar amount loaded onto the SNAP EBT card at a particular time, while Question B inquires whether any benefits were received from SNAP within the past year. Although both questions pertain to SNAP benefits, they focus on different aspects of the program: one is about the specific amount and timing of the funds, and the other is about receipt of benefits over a broader time frame.",no,related_but_distinct,high,"Question A asks about a specific dollar amount loaded onto a SNAP card at a single moment, while Question B asks about overall SNAP benefit receipt over a year; they examine different aspects of SNAP participation",partial,31.67420814479638,distinct,True,True
P_0076,FAPS_0095,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,ACS_0022,What is Person 1’s sex?,Sex,related_but_distinct,high,"Question A asks for a list of female household members between specific ages, while Question B asks about the sex of Person 1, without any age restriction. The concepts are related but distinct, as Question A is focused on a specific demographic subset within the household, while Question B is a broader question about an individual's sex.",no,related_but_distinct,high,"Question A specifically asks about female household members within a specific age range, while Question B asks about the sex of a specific individual (Person 1) with no age specification. Thus, they pertain to the same general topic of sex but focus on different aspects of it, making them related yet distinctly different in scope.",no,response_format_mismatch,high,"Both questions aim to capture sex/gender information, but Question A specifies a female subset with age constraints, while Question B asks generally about sex with no age limitations. Different response approaches and scoping.",partial,23.684210526315795,distinct,True,False
