anthropic_final_barrier_code,anthropic_final_feasibility,anthropic_selected_rater,anthropic_reasoning,anthropic_specific_conflict,pair_id,anthropic_arbitrator,anthropic_arbitrator_model,anthropic_rater_order,anthropic_order_type,anthropic_selected_rater_key,anthropic_openai_barrier,anthropic_openai_feasibility,anthropic_anthropic_barrier,anthropic_anthropic_feasibility,anthropic_google_barrier,anthropic_google_feasibility,openai_final_barrier_code,openai_final_feasibility,openai_selected_rater,openai_reasoning,openai_specific_conflict,openai_arbitrator,openai_arbitrator_model,openai_rater_order,openai_order_type,openai_selected_rater_key,openai_openai_barrier,openai_openai_feasibility,openai_anthropic_barrier,openai_anthropic_feasibility,openai_google_barrier,openai_google_feasibility,google_final_barrier_code,google_final_feasibility,google_selected_rater,google_reasoning,google_specific_conflict,google_arbitrator,google_arbitrator_model,google_rater_order,google_order_type,google_selected_rater_key,google_openai_barrier,google_openai_feasibility,google_anthropic_barrier,google_anthropic_feasibility,google_google_barrier,google_google_feasibility,coverage_count,coverage
CC.2,F3,synthesis,"Raters A and B agree on CC.2 (operationalization difference) with F3 feasibility, while Rater C codes CC.1 (concept definition) with F2. The key distinction is whether this is a concept definition difference or an operationalization difference. Both questions are measuring aspects of disability, so the core concept (disability) is shared. However, they operationalize disability through completely different behavioral indicators: CPS uses work-capacity/labor force participation as the indicator, while ACS uses self-care functional limitations (ADL - dressing/bathing). This is a classic operationalization difference (CC.2) rather than a fundamental concept definition difference. The F3 rating is appropriate because self-care difficulty does not map directly to work prevention - someone could have difficulty dressing/bathing but still be able to work, or vice versa. These are distinct functional domains that cannot be reliably crosswalked without substantial external data.","CPS operationalizes disability through work-capacity prevention (inability to accept work for 6 months), while ACS operationalizes disability through self-care functional limitations (difficulty dressing/bathing). These represent different functional domains that do not directly correspond.",CPS_0756,anthropic,claude-opus-4-5-20251101,"['google', 'anthropic', 'openai']",randomized,synthesis,CC.1,F2,CC.2,F3,CC.2,F3,CC.1,F3,synthesis,"The two items measure fundamentally different disability concepts: CPS asks about a disability that prevents accepting any kind of work over the next six months (a work-capacity/participation limitation with a future-oriented threshold), while ACS asks about current difficulty dressing or bathing (an ADL/self-care functional limitation). This is primarily a concept-definition mismatch (work-preventing disability vs self-care difficulty), not merely different indicators of the same underlying construct. Because there is no defensible direct mapping from ADL difficulty to inability to accept any work, harmonization would be conceptually invalid for most purposes; at best one could treat them as related but distinct disability dimensions rather than harmonize to a common variable.",Work-preventing disability (future work acceptance limitation) vs current ADL/self-care difficulty (dressing/bathing) are different disability constructs with no direct crosswalk.,openai,gpt-5.2,"['google', 'anthropic', 'openai']",randomized,synthesis,CC.1,F2,CC.2,F3,CC.2,F3,CC.2,F3,Rater B,"Raters A and B correctly identify that these questions measure fundamentally different dimensions of disability, making them incompatible (F3). The Survey Question operationalizes disability as a barrier to labor force participation (work capacity), whereas the ACS question operationalizes it as a functional limitation in self-care (Activities of Daily Living). These are distinct constructs; a person may be unable to work due to a condition that does not affect dressing or bathing, and vice versa. Therefore, the barrier is the difference in operationalization (CC.2).","The Survey Question measures work disability (participation restriction), while the ACS question measures self-care functional limitations (ADLs).",google,gemini-3-pro-preview,"['google', 'anthropic', 'openai']",randomized,anthropic,CC.1,F2,CC.2,F3,CC.2,F3,3,"anthropic,openai,google"
CC.2,F3,synthesis,"Raters A and B both coded CC.2 with F3, while Rater C coded CC.1 with F2. The key distinction is whether this is a concept definition difference (CC.1) or operationalization difference (CC.2). Both questions are measuring 'disability' as the core concept, but they operationalize it through fundamentally different behavioral indicators: CPS measures disability through work capacity/labor force participation impact (future-oriented, 6-month timeframe), while ACS measures disability through independent living/IADL functioning (current difficulty with errands). These are different functional domains used to operationalize the same underlying concept of disability. The F3 rating is appropriate because someone who has difficulty doing errands alone does not necessarily have a disability preventing work acceptance, and vice versa - these capture different dimensions of disability that cannot be statistically bridged without external validation data.","CPS operationalizes disability through work-preventing capacity (future labor force participation), while ACS operationalizes disability through independent living difficulty (current IADL limitations like errands/shopping) - different functional domains with no direct correspondence.",CPS_0757,anthropic,claude-opus-4-5-20251101,"['anthropic', 'google', 'openai']",randomized,synthesis,CC.1,F2,CC.2,F3,CC.2,F3,CC.1,F3,synthesis,"Both items are framed as disability/limitation questions, but they are not measuring the same underlying construct. The CPS question defines disability in terms of inability to accept any kind of work over the next six months (a labor-force/work-capacity construct with an explicit future-oriented criterion), while the ACS item defines disability as difficulty doing errands alone (an independent-living/IADL functional limitation construct, current functioning). These domains do not map reliably onto each other—one can have IADL difficulty without being unable to work, and vice versa—so they are not harmonizable by recoding or reasonable statistical adjustment into a common measure without severe validity loss. The primary barrier is concept definition (work-disability vs independent-living limitation), with temporal framing differences secondary.","CPS measures disability as inability to accept any work in the next 6 months; ACS measures current difficulty doing errands alone (IADL/independent living), a different disability domain not directly comparable to work incapacity.",openai,gpt-5.2,"['anthropic', 'google', 'openai']",randomized,synthesis,CC.1,F2,CC.2,F3,CC.2,F3,CC.2,F3,Rater A,"Two raters correctly identified this as an operationalization difference (CC.2) that results in incompatibility (F3). The questions measure two distinct functional domains of disability: 'Work Limitation' (inability to accept work) versus 'Independent Living Difficulty' (inability to do errands alone). While both relate to disability, they use fundamentally different behavioral indicators that are not interchangeable. A person may be unable to work but capable of doing errands, or vice versa. Thus, the measures are incompatible for harmonization.","CPS measures work capacity (functional limitation preventing work acceptance); ACS measures independent living difficulty (errands, shopping, doctor visits)",google,gemini-3-pro-preview,"['anthropic', 'google', 'openai']",randomized,anthropic,CC.1,F2,CC.2,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and that this is a construct-level barrier. Raters A and C coded CC.1 (concept definition), while Rater B coded CC.2 (operationalization). The key distinction is whether the questions measure different concepts entirely or just operationalize the same concept differently. Here, the CPS question measures work-limiting disability (a functional outcome concept focused on employment capacity), while the ACS question measures a specific sensory impairment (hearing difficulty). These are fundamentally different concepts of disability - one is outcome-based and employment-focused, the other is domain-specific and impairment-focused. A person can have serious hearing difficulty without being prevented from working, and vice versa. This is a CC.1 concept definition difference because the core meaning of 'disability' differs between the questions, not merely how the same concept is measured.","CPS measures work-preventing disability (employment-limiting functional outcome), while ACS measures hearing impairment (specific sensory domain). These represent fundamentally different disability constructs.",CPS_0758,anthropic,claude-opus-4-5-20251101,"['openai', 'google', 'anthropic']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,A,"The two items measure fundamentally different disability constructs. The survey question is an overall work-disability concept (whether any disability will prevent accepting any kind of work over the next six months), which is outcome-oriented and future-facing. The ACS item is a domain-specific functional limitation (current serious difficulty hearing/deafness). Because the core concept differs (work-preventing disability vs hearing impairment), the ACS measure cannot be directly mapped to the broader work-disability concept without strong, untestable assumptions; temporal differences are secondary to this construct mismatch. Therefore the primary barrier is concept definition (CC.1) and the measures are incompatible for harmonization (F3).","Work-preventing disability over the next six months (broad, employment-limiting) vs current hearing difficulty/deafness (specific sensory limitation), making constructs non-equivalent.",openai,gpt-5.2,"['openai', 'google', 'anthropic']",randomized,openai,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater A,"The two questions measure fundamentally different concepts. The Survey Question asks about a broad, employment-limiting disability (work capacity outcome), whereas the ACS Question asks about a specific sensory impairment (hearing). These represent distinct domains of disability; having a hearing difficulty does not equivalent to being prevented from accepting work, and being prevented from work does not imply hearing difficulty. Rater A correctly identifies this as a difference in core concept definition.","Survey Question measures general work-limiting disability (employment outcome), while ACS measures specific hearing difficulty (sensory impairment).",google,gemini-3-pro-preview,"['openai', 'google', 'anthropic']",randomized,openai,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and that this is a construct-level barrier. Raters A and C coded CC.1 (concept definition), while Rater B coded CC.2 (operationalization). The core issue is that these questions measure fundamentally different concepts of disability: CPS asks about any disability that prevents work acceptance (a functional/occupational outcome measure), while ACS asks specifically about vision impairment (a domain-specific sensory deficit). This is primarily a CC.1 issue because the core concepts being measured are different - work-preventing disability vs. visual impairment - rather than merely different ways of operationalizing the same underlying construct. Vision impairment neither implies nor is implied by work-preventing disability, making these incompatible for harmonization.","CPS measures disability as a barrier to work acceptance (functional/occupational outcome), while ACS measures a specific sensory impairment (vision difficulty). These are distinct disability constructs that cannot be mapped to each other.",CPS_0759,anthropic,claude-opus-4-5-20251101,"['openai', 'google', 'anthropic']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,synthesis,"The items measure fundamentally different disability constructs. The survey question defines disability in terms of a prospective, global work-prevention limitation over the next six months (an outcome/participation restriction), whereas the ACS item measures a specific current functional impairment (vision difficulty even with glasses). These are not alternative operationalizations of the same concept but different concepts/domains; neither can be validly recoded into the other without strong, unverifiable assumptions about severity and its impact on work capacity. Thus the primary barrier is construct definition, making the pair incompatible for harmonization.",Work-preventing disability over the next six months (global employment limitation) vs current serious vision difficulty (domain-specific functional impairment).,openai,gpt-5.2,"['openai', 'google', 'anthropic']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater C,"The two questions measure fundamentally different concepts (constructs). The Survey Question focuses on 'work disability' (a participation restriction involving the inability to accept employment), whereas the ACS question focuses on 'visual impairment' (a specific functional limitation). While both fall under the broad umbrella of disability, they are distinct domains. A person can have difficulty seeing but still be able to work, and a person can be prevented from working by disabilities unrelated to vision. Therefore, the core terms and definitions differ.","Survey Question measures general work disability (employment impact), while ACS measures specific vision impairment (functional domain).",google,gemini-3-pro-preview,"['openai', 'google', 'anthropic']",randomized,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and that this is a construct-level barrier. Raters A and B both coded CC.1 (concept definition), while Rater C coded CC.2 (operationalization). The core issue is that these questions measure fundamentally different disability concepts: CPS asks about work-preventing disability (a functional outcome related to labor force participation), while ACS asks about cognitive functional limitations (difficulty concentrating/remembering/making decisions). These are different conceptual definitions of disability - one is outcome-focused (work capacity) and the other is domain-specific (cognitive function). This is best classified as CC.1 because the core meaning of 'disability' differs between the questions, not merely how the same concept is operationalized. The two-rater consensus on CC.1 is appropriate.","CPS measures disability as work-preventing capacity (employment limitation), while ACS measures cognitive functional limitation (difficulty with concentration, memory, decision-making). These represent fundamentally different disability constructs that do not map onto each other.",CPS_0760,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,synthesis,"The items measure different core constructs. The CPS question is an employment-limitation concept (a disability that prevents accepting any work over the next six months), which is outcome-focused and forward-looking. The ACS question is a specific cognitive functional limitation (serious difficulty concentrating/remembering/decision-making) that does not directly ask about work capacity. Because the meaning of the target construct differs (work-preventing disability vs cognitive difficulty), they cannot be harmonized by recoding or reasonable adjustment; any mapping would be highly assumption-driven and not defensible as a harmonized measure.","CPS measures future work-preventing disability (employment limitation), while ACS measures current cognitive difficulty; these are different disability constructs and not directly consolidatable.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two questions measure fundamentally different concepts. The CPS question measures 'work disability' (an employment outcome based on the inability to accept work), whereas the ACS question measures 'cognitive functional limitation' (difficulty concentrating, remembering, or making decisions). While both relate to disability, they target distinct domains (economic participation vs. cognitive health) that cannot be mapped to one another. Rater B correctly identifies this as a difference in concept definition.","CPS measures work disability (prevention of work acceptance), whereas ACS measures cognitive functional limitation (concentrating, remembering). These are distinct disability domains.",google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and identify this as a construct-level barrier. Raters A and B both code CC.1 (concept definition), while Rater C codes CC.2 (operationalization). The key distinction is whether the barrier is at the definitional level (what 'disability' means) or the operationalization level (how it's measured). The CPS question defines disability in terms of work prevention capacity - a functional, outcome-based concept. The ACS question defines disability as mobility impairment (difficulty walking/climbing stairs) - a specific physical domain. These represent fundamentally different conceptual definitions of disability itself, not merely different ways of measuring the same underlying concept. Work disability and mobility disability are distinct constructs: someone can have mobility difficulties without being prevented from working, and someone can be prevented from working due to non-mobility disabilities. This is a CC.1 concept definition difference, as the core meaning of 'disability' differs between the questions.","CPS defines disability as a condition preventing work acceptance (functional/outcome-based), while ACS defines disability as difficulty with specific mobility tasks (domain-specific physical impairment). These are fundamentally different conceptualizations of disability.",CPS_0761,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,synthesis,"The two items measure fundamentally different disability constructs. The CPS question defines disability in terms of an overall, prospective work-preventing limitation over the next six months (an employment-capacity concept). The ACS item measures a specific present functional difficulty in ambulation (walking/climbing stairs). Because mobility difficulty is neither necessary nor sufficient for being unable to accept any work (and vice versa), there is no defensible crosswalk or recode that would preserve meaning. While time framing differs, the primary barrier is the core concept being measured (work-prevention disability vs mobility limitation), making this a construct definition mismatch rather than merely different indicators of the same construct.",Work-preventing disability over the next six months (global work capacity) vs current serious difficulty walking/climbing stairs (mobility limitation); constructs are not directly comparable.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two questions measure fundamentally different underlying concepts. The Survey Question (CPS) measures 'work disability' (a social participation restriction related to employment), whereas the ACS question measures 'ambulatory difficulty' (a specific functional limitation related to mobility). While both relate to the broad topic of disability, they are distinct domains; having difficulty walking does not equate to being prevented from working, and being prevented from working can stem from non-mobility issues. Since the core definition of the subject matter differs, CC.1 is the appropriate code, and the items are incompatible (F3).",CPS measures work disability (functional limitation preventing work acceptance); ACS measures mobility disability (difficulty walking or climbing stairs). These are distinct disability domains.,google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"Two raters (A and B) agree on CC.1, while Rater C coded CC.2. The distinction between CC.1 (concept definition) and CC.2 (operationalization) is relevant here. The core issue is that these questions measure fundamentally different disability constructs: the CPS measures work disability (capacity to accept employment), while the ACS measures self-care disability (ADL - dressing/bathing). These are not different operationalizations of the same construct, but rather entirely different disability domains with different conceptual meanings. A person can have difficulty dressing/bathing without being prevented from working, and vice versa. This is a concept definition difference (CC.1) rather than merely different behavioral indicators of the same concept (CC.2). All three raters correctly identified F3 feasibility as these constructs cannot be harmonized.","CPS measures work disability (functional limitation preventing work acceptance over six months), while ACS measures self-care disability (difficulty with ADLs like dressing/bathing). These are distinct disability domains that do not map onto each other.",CPS_0762,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two items measure different disability constructs: the CPS question is an employment-limitation concept (disability preventing acceptance of any work over the next six months), while the ACS question is an ADL/self-care functional difficulty (dressing or bathing). These are not alternative operationalizations of the same underlying concept but distinct domains with different meanings and implications; neither can be validly recoded into the other without strong, external assumptions. Although the CPS item has a future-oriented time frame, the primary barrier is conceptual non-equivalence rather than a temporal mismatch, making CC.1 the binding constraint. Therefore harmonization is infeasible (F3).",Work-preventing disability over the next six months (vocational capacity) vs current difficulty dressing/bathing (ADL self-care limitation)—different disability domains/concepts.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater B,"The primary barrier is a fundamental difference in the concepts being measured. The CPS question assesses 'work disability' (vocational limitation), whereas the ACS question assesses 'self-care disability' (Activities of Daily Living/ADL). While both relate to disability, they represent distinct conceptual domains (economic restriction vs. functional self-care limitation) rather than just different operationalizations of the same construct.",CPS measures work disability (functional limitation preventing work acceptance); ACS measures self-care disability (difficulty dressing or bathing).,google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and identify a construct-level barrier. Raters A and B both code CC.1 (concept definition), while Rater C codes CC.2 (operationalization). The key distinction is whether this is a difference in the core concept being measured (CC.1) or merely different behavioral indicators of the same concept (CC.2). The CPS question measures work disability - whether a disability prevents accepting employment. The ACS question measures independent living disability - difficulty doing errands alone. These are fundamentally different disability domains/constructs, not just different ways of operationalizing the same underlying concept. Work disability and independent living disability are recognized as distinct constructs in disability measurement frameworks - one can have difficulty with errands but still work, and one can be unable to work but manage errands independently. This is a CC.1 concept definition difference, as the core meaning of 'disability' is defined differently (employment-limiting vs. IADL-limiting).","CPS measures work disability (whether disability prevents accepting any work), while ACS measures independent living disability (difficulty doing errands alone). These are distinct disability domains with different conceptual definitions, not merely different operationalizations of the same construct.",CPS_0763,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,synthesis,"The items measure different disability constructs. The CPS question is an employment-limiting disability concept framed prospectively (whether disability will prevent accepting any work over the next six months). The ACS question is a current functional limitation in independent living/IADL (difficulty doing errands alone). The mismatch is not primarily a temporal-reference issue but a core concept/domain difference: work-preclusion vs community/errands functioning. Because either condition can occur without the other and neither is a definitional subset of the other, they are fundamentally incompatible for direct harmonization.",CPS: prospective work-preventing disability; ACS: current difficulty doing errands alone (independent living/IADL limitation)—different disability domains and meanings.,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two questions measure fundamentally different concepts within the broader umbrella of disability. The Survey Question (CPS) measures 'work disability' (economic participation), specifically the inability to accept work. The ACS Question measures 'independent living difficulty' (functional autonomy), specifically difficulty with errands. These are recognized as distinct disability domains (Work vs. IADL), not merely different indicators of the same construct. Therefore, CC.1 (Concept definition) is the correct barrier, and harmonization is incompatible (F3).",CPS measures work disability (prevented from accepting work); ACS measures independent living difficulty (difficulty doing errands alone).,google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"Two raters (B and C) agree on CC.1, while Rater A coded CC.2. All three agree on F3 feasibility. The core issue is that these questions measure fundamentally different disability constructs: CPS asks about any disability that prevents work acceptance (a functional/outcome-based measure), while ACS asks specifically about hearing impairment (a domain-specific sensory measure). This is primarily a concept definition difference (CC.1) rather than operationalization (CC.2), because the core concepts themselves differ - work-preventing disability vs. hearing disability. Hearing impairment neither implies nor is implied by work-preventing disability. The temporal difference (next six months vs. current) is secondary to this fundamental construct mismatch. These cannot be harmonized as they capture entirely different disability domains.",CPS measures work-preventing disability (any condition preventing work acceptance in next six months); ACS measures hearing impairment (specific sensory disability). These are distinct disability constructs that cannot be equated.,CPS_0764,anthropic,claude-opus-4-5-20251101,"['google', 'openai', 'anthropic']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The primary barrier is a construct (concept) mismatch: the CPS item measures a work-disability concept—having any disability that would prevent accepting any work over the next six months—whereas the ACS item measures a specific impairment domain (serious difficulty hearing) at current status. These are not alternative operationalizations of the same core concept; hearing difficulty is neither necessary nor sufficient for being unable to accept work, and work-preventing disability can occur without hearing difficulty. The temporal difference (future-oriented work capacity vs current impairment) reinforces the construct mismatch but is secondary to the fundamental difference in what is being measured, making direct harmonization infeasible.","CPS captures a global, future work-preventing disability (work capacity limitation), while ACS captures current hearing impairment; different disability constructs/domains and time framing render them incompatible.",openai,gpt-5.2,"['google', 'openai', 'anthropic']",randomized,openai,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater C,"The two questions measure fundamentally different constructs. The Survey Question focuses on a functional limitation regarding employment (work disability/prevention of work), whereas the ACS question targets a specific sensory impairment (hearing difficulty). While hearing loss can be a cause of work disability, they are distinct domains; a person can have hearing loss and work, or have a work disability unrelated to hearing. Raters B and C correctly identify this as a conceptual difference (CC.1) rather than just an operationalization difference, and they agree on the incompatibility (F3).","Survey measures general work disability (inability to accept work), while ACS measures specific sensory impairment (hearing difficulty).",google,gemini-3-pro-preview,"['google', 'openai', 'anthropic']",randomized,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"Two raters (B and C) agree on CC.1 (concept definition), while Rater A coded CC.2 (operationalization). The core issue here is that these questions measure fundamentally different disability constructs: CPS asks about any disability that prevents work acceptance (a broad, functional, employment-focused concept), while ACS asks specifically about vision impairment (a specific sensory domain). This is a concept definition difference (CC.1) rather than merely different operationalizations of the same concept (CC.2). Vision impairment is one specific type of disability that may or may not prevent work, and work-preventing disability encompasses many conditions beyond vision. The constructs themselves are different, not just how they are measured. All raters correctly identified F3 feasibility as these cannot be harmonized.",CPS measures work-preventing disability (broad functional limitation affecting employment capacity); ACS measures vision impairment (specific sensory disability domain). These are distinct disability constructs that cannot be directly compared or harmonized.,CPS_0765,anthropic,claude-opus-4-5-20251101,"['google', 'anthropic', 'openai']",randomized,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,C,"The two questions measure fundamentally different disability constructs. The CPS item is an overall work-limitation/disability-for-employment concept framed prospectively (prevents accepting any work in the next six months). The ACS item is a specific functional limitation in a single domain (serious difficulty seeing even with glasses) at/around the present. Because vision difficulty neither implies inability to accept any work nor exhausts the broader set of conditions that could prevent work, there is no defensible direct harmonization between the variables; any mapping would require strong, unverifiable assumptions and would not yield a comparable construct.","Global, prospective work-prevention disability (CPS) vs specific current visual impairment/seeing difficulty (ACS)",openai,gpt-5.2,"['google', 'anthropic', 'openai']",randomized,openai,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two questions measure fundamentally different concepts (CC.1). The Survey Question assesses 'work disability' (a participation restriction based on employment outcomes), whereas the ACS Question assesses 'visual impairment' (a specific sensory body function). These are distinct domains of disability; having difficulty seeing does not automatically equate to an inability to work, and an inability to work can stem from non-visual causes. Raters B and C correctly identified this as a conceptual difference rather than just an operational one.",CPS measures work disability (functional limitation preventing work acceptance); ACS measures vision disability (specific sensory impairment).,google,gemini-3-pro-preview,"['google', 'anthropic', 'openai']",randomized,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and that this is a construct-level barrier. Raters A and B both code CC.1 (concept definition), while Rater C codes CC.2 (operationalization). The key distinction is whether these questions measure fundamentally different concepts or just operationalize the same concept differently. The CPS question asks about 'disability that prevents accepting work' - a global, functional limitation defined by its impact on employment capacity. The ACS question asks about 'serious difficulty concentrating, remembering, or making decisions' - a specific cognitive domain disability. These represent fundamentally different conceptual definitions of disability: one is outcome-based (work prevention) and the other is domain-specific (cognitive function). A person could have cognitive difficulties without being prevented from working, and could be prevented from working due to physical disabilities without cognitive impairment. This is a CC.1 concept definition difference, not merely an operationalization difference, as the core constructs being measured are distinct.","CPS measures work-preventing disability (global functional limitation defined by employment impact), while ACS measures cognitive disability (specific difficulty with concentration, memory, decision-making). These are fundamentally different disability constructs - one outcome-based, one domain-specific.",CPS_0766,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,B,"The two items measure fundamentally different disability constructs. The CPS question is an outcome/role-limitation concept: having a disability that prevents accepting any kind of work over the next six months (a work-capacity/work-disability measure with future-oriented framing). The ACS item is a domain-specific functional limitation: current serious difficulty concentrating/remembering/making decisions (a cognitive limitation). These are not alternative operationalizations of the same concept; one can be true without the other, and neither provides a clear mapping to the other without strong, unsupported assumptions. While there is also a temporal difference (future work capacity vs current difficulty), the binding barrier is the core concept mismatch between work-preventing disability and cognitive limitation, making harmonization incompatible.","CPS measures future work-preventing disability/ability to accept any work, whereas ACS measures current cognitive difficulty (concentration/memory/decision-making); constructs are not equivalent and cannot be directly mapped.",openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater B,"The two questions measure fundamentally different constructs. The Survey Question assesses 'work disability' (a broad socioeconomic outcome regarding the inability to accept employment), while the ACS question assesses 'cognitive functioning' (a specific health status indicator regarding memory and concentration). While cognitive difficulties can contribute to work disability, they are distinct concepts; one is a functional limitation and the other is a participation restriction. Consequently, they cannot be harmonized.","Survey Question measures global work prevention (outcome), while ACS measures specific cognitive functional limitations (concentrating/remembering).",google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
CC.1,F3,synthesis,"All three raters agree on F3 feasibility and that this is a construct-level barrier. Raters A and B both coded CC.1 (concept definition), while Rater C coded CC.2 (operationalization). The core issue is that these questions measure fundamentally different disability concepts: CPS asks about work-preventing disability (a functional outcome measure focused on employment capacity), while ACS asks about mobility impairment (difficulty walking/climbing stairs). This is primarily a concept definition difference (CC.1) rather than merely different operationalizations of the same concept. Work disability and mobility disability are distinct constructs - one can have mobility difficulties without being prevented from working, and one can have work-preventing disabilities unrelated to mobility. The two-rater consensus on CC.1 is correct.","CPS measures work-preventing disability (prospective employment limitation), while ACS measures mobility disability (difficulty walking/climbing stairs). These are fundamentally different disability constructs that cannot be directly harmonized.",CPS_0767,anthropic,claude-opus-4-5-20251101,"['openai', 'anthropic', 'google']",fixed,synthesis,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,A,"The two questions measure fundamentally different disability constructs. The survey question is an employment-limiting disability concept (prospective inability to accept any work over the next six months), while the ACS item is a domain-specific functional limitation (current serious difficulty walking/climbing stairs). This is primarily a concept-definition mismatch (work-preventing disability vs mobility impairment), not merely a difference in indicators; even if mobility is one possible contributor to work limitation, neither item is a subset or direct proxy for the other. Any mapping would require strong, context-dependent assumptions about how mobility difficulty translates to inability to accept work, making them incompatible for harmonization.",Work-preventing disability over the next six months (global employment capacity) vs current serious ambulatory difficulty (mobility-specific functional limitation).,openai,gpt-5.2,"['openai', 'anthropic', 'google']",fixed,openai,CC.1,F3,CC.1,F3,CC.2,F3,CC.1,F3,Rater B,"The two questions address fundamentally different concepts (CC.1). The Survey question asks about 'work disability' (a social/economic outcome regarding the ability to accept employment), while the ACS question asks about 'mobility impairment' (a specific physical functional limitation regarding walking or climbing stairs). While they both relate to disability, they are distinct constructs; a person can have difficulty walking but still be able to work, or be unable to work for reasons unrelated to mobility. This conceptual mismatch makes them incompatible (F3).",CPS measures work disability (functional limitation preventing work acceptance); ACS measures mobility disability (difficulty walking or climbing stairs). These are distinct disability domains.,google,gemini-3-pro-preview,"['openai', 'anthropic', 'google']",fixed,anthropic,CC.1,F3,CC.1,F3,CC.2,F3,3,"anthropic,openai,google"
