survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
CPS,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability,F2,CC,CC.1,Concept definition,HIGH,0.5,0.67,Q1,"CPS measures whether disability prevents accepting work (global work limitation outcome); ACS measures presence of cognitive difficulties in concentrating, remembering, or making decisions (specific functional limitation). These are fundamentally different constructs. | CPS asks whether disability will prevent accepting any work in the next 6 months (future, global work-prevention outcome); ACS asks whether the person currently has serious cognitive difficulty (specific functional limitation). | Survey Question measures global work prevention over the next six months; ACS measures specific current functional difficulties in concentrating, remembering, or making decisions.","[Anthropic — F2/CC.1] All three raters agree on F2 feasibility and identify a construct-level barrier. The key distinction is between CC.1 (concept definition) and CC.2 (operationalization). Raters A and C coded CC.1, while Rater B coded CC.2. The CPS question asks about whether a disability prevents accepting work (a global, future-oriented work limitation judgment), while the ACS question asks about a specific cognitive functional limitation (difficulty concentrating, remembering, or making decisions). These represent fundamentally different concepts: one is about work prevention as an outcome, the other is about a specific type of cognitive difficulty. This is not merely different operationalizations of the same concept (CC.2), but rather different core concepts entirely (CC.1) - work limitation vs. cognitive functioning. The majority coding of CC.1 is correct because the questions measure conceptually distinct constructs, not just different behavioral indicators of the same underlying concept. ||| [Openai — F2/CC.1] The two instruments measure different core constructs: the CPS item is a forward-looking, global work-prevention judgment attributable to “disability” (an employment-capacity outcome over the next six months), while the ACS item is a point-in-time report of a specific cognitive functional difficulty (concentrating/remembering/decision-making) due to a condition. This is primarily a concept-definition mismatch (work-limitation outcome vs specific cognitive limitation), not just a difference in indicators of the same construct. Any harmonization would require statistical modeling/assumptions to map a cognitive difficulty item to the probability of reporting work-prevention, so feasibility is F2 rather than direct recode. ||| [Google — F2/CC.1] The two questions measure fundamentally different concepts (CC.1) rather than just different operationalizations of the same concept. The Survey Question measures 'work disability' (a participation restriction/economic outcome) with a future reference period, while the ACS Question measures 'cognitive impairment' (a specific functional limitation) at the present time. While both indicate disability, 'inability to work' and 'difficulty concentrating' are distinct definitions of the core construct. Harmonization requires statistical modeling (F2) to infer a relationship, as one cannot be directly recoded into the other.",CPS_0670
CPS,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability,F2,CC,CC.1,Concept definition,HIGH,0.5,0.67,Q1,"CPS asks whether disability prevents accepting any work during the next six months (global, forward-looking employment limitation); ACS asks whether the person currently has serious difficulty concentrating, remembering, or making decisions (specific cognitive limitation). These are different disability-related concepts rather than different operationalizations of the same concept. | CPS measures prospective global work-prevention due to disability; ACS measures current cognitive functional difficulty—different constructs/operational targets with only indirect correlation. | CPS measures global, forward-looking work prevention; ACS measures current specific cognitive functional difficulties.","[Anthropic — F2/CC.1] Two raters (A and C) coded CC.1 while Rater B coded CC.2. The key distinction is whether this is a concept definition difference (CC.1) or an operationalization difference (CC.2). The CPS question asks about whether disability prevents accepting work (a global employment limitation concept), while the ACS asks about cognitive difficulties (concentration, remembering, decisions). These represent fundamentally different concepts - one is about work capacity/limitation, the other is about specific cognitive functioning. This is not merely different behavioral indicators of the same construct (CC.2), but rather different core concepts entirely (CC.1). Cognitive difficulty is one potential cause of work limitation, but they are conceptually distinct domains. All raters agree on F2 feasibility, recognizing that statistical modeling could establish relationships between these measures but direct recoding is not possible. ||| [Openai — F2/CC.1] The items are not measuring the same underlying construct. The CPS question is an outcome-oriented, forward-looking work incapacity measure (whether disability prevents accepting any work in the next six months), while the ACS item is a domain-specific functional limitation (current serious difficulty concentrating/remembering/deciding). The temporal framing differs, but the binding issue is conceptual: cognitive difficulty is neither necessary nor sufficient for being prevented from accepting any work, and the CPS measure spans any disability type and a work-prevention threshold. Harmonization would therefore require statistical modeling/assumptions rather than direct recoding. ||| [Google — F2/CC.1] The two questions measure fundamentally different concepts of disability. The CPS question focuses on a global economic/participation restriction (work limitation), whereas the ACS question focuses on a specific functional limitation (cognitive/mental). This represents a difference in concept definition (CC.1) rather than just a difference in how a shared concept is operationalized (CC.2). Statistical adjustment (F2) is required to bridge the gap between functional limitation and employment outcome.",CPS_0676
CPS,CPS_101,What was the main reason (you/he/she) (was/were) absent from work (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,F2,CC,CC.2,Operationalization,HIGH,0.4166666666666667,0.3952206141746329,Q1,"CPS asks for the categorical reason for work absence; ACS asks only whether temporary absence occurred (yes/no). They measure different aspects of the same construct - reason vs. occurrence. | ACS measures temporary absence status (binary) while CPS measures the main reason for absence (categorical attribution), i.e., different operationalizations/measurement levels of work absence. | CPS asks for the specific reason for absence (categorical); ACS asks for the binary status of being temporarily absent.","[Anthropic — F2/CC.2] All three raters correctly identify that CPS asks for the reason for absence while ACS asks whether absence occurred (yes/no). This is fundamentally a construct operationalization difference - both questions relate to work absence, but they measure different aspects of the same underlying construct. CPS captures categorical reasons (the 'why'), while ACS captures a binary status (the 'whether'). Rater A's PC.1 coding is less appropriate because while there may be universe differences, the primary barrier is how the construct is operationalized - one asks for reason detail, the other for presence/absence status. Raters B and C both correctly identify this as a construct issue. CC.2 (operationalization) is more precise than CC.1 (concept definition) because the core concept (work absence) is the same, but the behavioral indicators measured differ (reason vs. occurrence). F2 is appropriate because CPS reasons could theoretically be collapsed to indicate absence occurred, but with significant information loss. ||| [Openai — F2/CC.2] The items are not asking the same thing: the ACS item is a status/screening indicator of whether the person was temporarily absent from a job last week (yes/no), while the CPS item asks for the main reason for being absent (a conditional, multi-category attribution). This is primarily an operationalization mismatch (different measurement level/indicator of the construct of work absence), not a population/universe mismatch as the binding constraint. Harmonization is possible only by collapsing CPS to an absence indicator (or by creating very coarse groupings), which entails information loss and assumptions, so feasibility is F2 rather than direct recode. ||| [Google — F2/CC.1] The primary barrier is the difference in the concept being measured (Construct). ACS asks for a binary status (presence/absence of temporary absence), while CPS asks for the specific categorical reason for the absence. This represents a difference in Concept Definition (CC.1). While Rater A correctly notes a universe difference (PC.1) due to question routing, the fundamental incompatibility is that the variables measure different constructs (Cause vs. Status). Harmonization is possible via statistical adjustment (F2) by mapping valid CPS reasons to the ACS binary 'Yes' indicator, though this entails significant information loss.",CPS_0311
CPS,CPS_11,I have listed . . . READ NAMES Have I missed any babies or small children?,ACS_19,How many people are living or staying at this address?,Population,F2,PC,PC.3,Age bounds,LOW,0.4166666666666667,0.3952206141746329,Q1,"CPS specifically probes for missed babies/small children (age-targeted verification), while ACS requests total household count across all ages. | CPS is a roster completeness probe for missed babies/small children; ACS requests a total numeric count of all people at the address—different scope/construct and response function. | The survey question specifically probes for a subset of the population defined by age (babies/small children), while the ACS question asks for a total count of all household members.","[Anthropic — F2/PC.3] All three raters unanimously agree on PC.3 (Age bounds) with F2 feasibility. The CPS question is a targeted probe specifically asking about babies and small children to ensure they are not missed in the household roster, while the ACS asks for a total count of all people regardless of age. The primary barrier is indeed age-based coverage - the CPS question focuses on a specific age demographic (infants/young children) while ACS captures all ages. This is correctly classified as PC.3 rather than CC.4 (scope inclusions) because the fundamental difference is about age eligibility/coverage rather than what components are being counted. Harmonization would require statistical modeling or person-level data to convert the age-specific probe into comparable counts, justifying F2. ||| [Openai — F3/CC.4] Although all raters selected PC.3 (age bounds), the primary incompatibility is construct/scope: the CPS item is a targeted roster completeness probe limited to “babies or small children” (typically a follow-up yes/no that may trigger adding persons), whereas the ACS item asks for a universal numeric household count of all people living/staying at the address. This is not merely an age-eligibility difference; the measures are different in what they capture and how they are used in instrument flow (probe for missing young children vs total household size). Without the full CPS household roster before/after the probe (or an actual count added), the CPS probe cannot be converted into an ACS-style total count in a defensible way, making harmonization effectively incompatible at the question level. ||| [Google — F2/PC.3] All three raters agreed on PC.3 (Age bounds) and F2 (Statistical adjustment). The primary constraint is that the survey question restricts the scope of inquiry to a specific age group ('babies or small children') as a roster probe, whereas the ACS question targets the universal population ('people') of all ages. Comparing a targeted age-subset probe to a total population count requires statistical adjustment or modeling, as they measure fundamentally different slices of the household population.",CPS_0004
CPS,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year",F2,CC,CC.4,Scope inclusions,MODERATE,0.4166666666666667,0.3952206141746329,Q1,"CPS measures telework/work-at-home hours specifically (a subset of total hours) for a specific week; ACS measures total usual hours worked per week over 12 months. These measure different scopes of work hours. | CPS measures telework-at-home hours (subset of work hours) for a specific week; ACS measures usual total hours worked per week across weeks worked in the past 12 months and has no telework-hours component to map to. | Survey Question measures only telework hours (a subset) in a specific week, whereas ACS measures total usual hours worked per week over the past 12 months.","[Anthropic — F2/CC.4] Two raters (A and C) coded CC.4 (scope inclusions), while Rater B coded TC.1 (reference period length). The key issue here is that the CPS question asks specifically about TELEWORK hours (a subset of total work hours), while the ACS asks about TOTAL usual hours worked. This is fundamentally a scope/construct difference - telework hours are a component of total hours, not the same measure. While there is also a temporal difference (specific week vs. 12-month usual), the primary barrier that would need to be resolved first is the construct difference: you cannot directly compare telework hours to total hours regardless of the time frame. Per the taxonomy hierarchy rule, CC > TC when temporal difference implies a construct difference. The scope mismatch (telework subset vs. total hours) is the binding constraint. ||| [Openai — F3/CC.4] The dominant barrier is construct scope: the CPS item asks for telework/work-at-home hours (a subset/component of hours worked) in a specific recent week, while the ACS item asks usual total hours worked per week during weeks worked over the past 12 months (overall work intensity, not telework). Even if the time reference were aligned, ACS contains no telework-hours component, so the CPS telework measure cannot be derived or closely approximated from ACS hours-worked-usually. Any attempt would require external data about telework prevalence/shares rather than a harmonization transformation, making the measures fundamentally incompatible. ||| [Google — F2/CC.4] The primary barrier is the difference in the scope of the concept being measured. The Survey Question asks specifically about hours spent teleworking (a subset of total work hours), while the ACS question asks for total usual hours worked. While there is also a significant temporal difference (specific reference week vs. usual habits over 12 months), the fact that the questions measure fundamentally different components of work volume (telework vs. total work) is the binding constraint, making CC.4 the correct classification. Statistical adjustment (F2) would be required to model the relationship between telework hours and total usual hours.",CPS_0095
CPS,CPS_124,Could (you/he/she) have returned to work (THE WEEK BEFORE LAST/LAST WEEK) IF (you/he/she) had been recalled? Why is that?,ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,F2,CC,CC.1,Concept definition,HIGH,0.4166666666666667,0.3952206141746329,Q1,"CPS measures hypothetical availability/capacity to return to work if recalled; ACS measures current layoff status as an employment state indicator | ACS asks whether the person was on layoff last week (status), while CPS asks whether the person could have returned to work if recalled (conditional availability/capacity), which is a different construct used for classification. | CPS asks whether the person could have returned to work if recalled (availability); ACS asks whether the person was on layoff LAST WEEK (status indicator).","[Anthropic — F2/CC.1] Two raters (A and C) agree on CC.1, indicating a concept definition difference. The CPS question asks about conditional availability/capacity to return if recalled (a hypothetical scenario testing readiness), while the ACS question asks about current layoff status (a factual employment state). These are fundamentally different concepts: one measures a condition/capability, the other measures a status. Rater B's CC.2 (operationalization) is less accurate because this isn't about different behavioral indicators for the same concept - it's about genuinely different concepts (availability vs. status). For feasibility, F2 is more appropriate than F3 because while the concepts differ, they are related aspects of the same employment episode and could potentially be bridged through statistical modeling, though not through direct recoding. ||| [Openai — F2/CC.1] The ACS item measures a point-in-time layoff status (“on layoff from a job last week”). The CPS item is not a layoff-status question; it is a follow-up about conditional availability to return if recalled, used in CPS labor force classification. Because the core construct differs (employment status vs hypothetical capacity/availability conditional on recall), the primary barrier is a construct definition mismatch rather than a mere difference in operationalization of the same construct. Harmonization would require assumptions/modeling linking availability-if-recalled to being on layoff, so feasibility is statistical adjustment (F2), not a direct recode and not fully incompatible. ||| [Google — F2/CC.1] Rater A and C correctly identify the barrier as a Construct Definition difference (CC.1). The CPS question measures 'availability' (a condition for the strict definition of unemployment/layoff), while the ACS question measures the 'status' of being on layoff directly (self-report). These represent different conceptual definitions of the 'On Layoff' construct. Rater A is selected over C regarding feasibility (F2 vs F3) because while the concepts are distinct, they relate to the same labor force phenomenon; harmonization is often achieved by adjusting definitions (e.g., relaxing the availability requirement in CPS to match ACS or modeling availability for ACS) rather than being strictly incompatible.",CPS_0360
CPS,CPS_25,Is (name's/your) other parent a member of this household?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship,F2,CC,CC.2,Operationalization,HIGH,0.4166666666666667,0.3952206141746329,Q1,"CPS directly asks binary presence of 'other parent' in household; ACS captures person-by-person relationships to Person 1, requiring inference and assumptions to identify whether an 'other parent' is present in the household. | CPS directly asks about presence of the ‘other parent’ as a household member; ACS records relationships to Person 1/householder, so identifying whether an individual’s ‘other parent’ is in the household requires indirect inference and assumptions about household relationships and parent linkage. | CPS directly asks for the presence of a specific family member ('other parent'); ACS captures relationships solely relative to the reference person (Person 1), requiring logical inference to establish links between other household members (e.g. linking a child to a stepparent or second parent).","[Anthropic — F2/CC.2] Raters B and C both coded CC.2 with F2, while Rater A coded CC.1 with F3. The key issue is that CPS directly asks about the presence of an 'other parent' in the household (a targeted binary question), while ACS collects relationship-to-Person-1 data for all household members. Rater A's interpretation that ACS asks Person 1's relationship to themselves is technically correct for Person 1's own row, but the ACS household roster as a whole does capture relationships that could be used to infer parental presence. This is an operationalization difference (CC.2) rather than a fundamental concept definition difference (CC.1). The same underlying construct (presence of other parent in household) can potentially be derived from ACS data through inference from relationship codes, though this requires assumptions about which codes indicate 'other parent' status. This makes it F2 (statistical adjustment/modeling required) rather than F3 (incompatible). ||| [Openai — F2/CC.2] The CPS item is a targeted binary measure of whether the respondent/child’s other parent is a current household member. The ACS material cited is part of a household roster/relationship matrix (each person’s relationship to Person 1/householder), which can sometimes be used to infer whether a spouse/partner/parent figure is present, but it does not directly capture the concept of “other parent” for a given child/respondent and requires assumptions (e.g., mapping relationship codes to “other parent,” identifying which adult is the relevant parent, handling step/adoptive/partner parents, and accounting for nonresident parents). Thus the core issue is an operationalization mismatch rather than a pure concept-definition difference, and harmonization is only possible via inference/assumptions rather than direct recode. ||| [Google — F2/CC.2] Raters B and C correctly identify this as an operationalization difference (CC.2) where the concept (presence of the other parent) is feasible to harmonize (F2) but requires derivation. The CPS asks a direct, targeted question to establish the link. The ACS relies on the relationship roster relative to Person 1. To harmonize, one must derive the 'other parent' presence by analyzing the household composition (e.g., if the child is the child of Person 1, and Person 1 has a spouse present, the spouse is inferred as the other parent). Rater C provides the most accurate description of this roster-based inference.",CPS_0509
CPS,CPS_36,(Are / Is) (name/you) (now/still) in the Armed Forces?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",Veterans,F2,TC,TC.2,Temporal framing,LOW,0.4166666666666667,0.3952206141746329,Q1,"CPS asks current active duty status (point-in-time: 'now/still in Armed Forces') while ACS asks lifetime service history (retrospective: 'ever served on active duty including Reserves/National Guard') | CPS measures current Armed Forces membership/active duty status, whereas ACS measures lifetime history of ever serving on active duty (including Reserves/National Guard), i.e., different constructs not directly harmonizable. | CPS asks for current Armed Forces status (point-in-time), whereas ACS asks for lifetime service history (ever served on active duty).","[Anthropic — F2/TC.2] All three raters unanimously agree on TC.2 (temporal framing) with F2 feasibility. The core barrier is the temporal mismatch: CPS asks about current/present status ('now/still') while ACS asks about lifetime service ('ever served'). This is a classic point-in-time vs retrospective temporal framing difference. While raters also note the scope difference (ACS explicitly includes Reserves/National Guard), the temporal framing is the primary barrier that must be resolved first. Someone currently serving would be captured by both, but someone who previously served would answer 'no' to CPS but 'yes' to ACS. Statistical adjustment could potentially model this relationship but requires assumptions about service patterns. ||| [Openai — F3/CC.1] Although there is a clear temporal mismatch (current status vs ever served), the binding problem is a construct definition mismatch: CPS asks whether the person is currently in the Armed Forces (current membership/active service status), while ACS asks whether the person has ever served on active duty in the Armed Forces/Reserves/National Guard (lifetime veteran/service history). These measure different underlying concepts and cannot be reconciled with modeling to produce equivalent measures in either direction (e.g., many people answer Yes to ACS but No to CPS; a CPS Yes implies ACS Yes but not vice versa, so equivalence cannot be achieved). Under the taxonomy’s hierarchy, this temporal framing difference implies a construct difference, so CC should be primary; and because the variables are not harmonizable to an equivalent construct, feasibility is incompatible. ||| [Google — F2/TC.2] All three raters are in agreement and correctly identified the primary barrier as a temporal framing difference (TC.2). The CPS question assesses current status ('now/still'), whereas the ACS question asks about lifetime history ('ever served'). While there are also potential scope differences regarding Reserves/National Guard, the fundamental incompatibility arises from the point-in-time vs. retrospective nature of the questions. Direct recoding is impossible because a 'No' in the current status question does not imply a 'No' for lifetime service (veterans). Statistical adjustment is required.",CPS_0216
CPS,CPS_273,"I have estimated (your/his/her) total WEEKLY earnings (as/ for (your/his/her) main job, as (entry in ERNX2) WEEKLY before taxes or other deductions. Does that sound correct?",ACS_5,What is your best estimate of your hourly rate of pay?,Earnings,F2,CC,CC.2,Operationalization,MODERATE,0.4,0.3648244369475912,Q1,"CPS confirms estimated total WEEKLY earnings; ACS asks for hourly rate of pay. Different temporal units (weekly vs. hourly) and different response formats (verification of total vs. estimation of rate). | CPS measures/validates total weekly earnings (level, $/week, before deductions) while ACS measures hourly pay rate ($/hour); mapping requires assumptions/auxiliary hours-worked information.","[Anthropic — F2/RS.1] All three raters agree on RS.1 (scale type difference) as the barrier code, which is correct - the CPS asks for confirmation of weekly total earnings while ACS asks for hourly rate of pay. These are fundamentally different response formats (total amount vs. rate, weekly vs. hourly). For feasibility, Raters A and C both assign F2, arguing that statistical conversion is possible with assumptions about hours worked. Rater B assigns F3, suggesting incompatibility. The F2 rating is more appropriate because while direct recoding is impossible, hourly rates can be converted to weekly totals (or vice versa) using hours worked data, which is commonly available in both surveys. This requires statistical adjustment and assumptions, but is not fundamentally incompatible. ||| [Openai — F2/CC.2] The binding issue is not merely a response-scale mismatch but a construct/operationalization difference: CPS is confirming an already-estimated total weekly earnings amount (a level, in dollars/week, for the main job and explicitly before taxes/deductions), whereas ACS elicits an hourly pay rate (a rate, dollars/hour). Converting between a rate and a weekly total requires additional information on usual hours worked and assumptions about overtime, pay frequency/variability, and what components are included in “earnings,” so harmonization is possible only via derived construction and assumptions rather than direct recode. Therefore the primary barrier is construct operationalization (CC.2), with feasibility F2 rather than F3 because a weekly amount could be imputed/derived from hourly rate given hours-worked data, albeit with modeling/assumptions.",CPS_0988
CPS,CPS_276,"(Including overtime pay, tips and commissions,) what are (name's/your) usual monthly earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,RS,RS.1,Scale type,HIGH,0.4,0.3648244369475912,Q1,"CPS requests usual monthly earnings (including overtime/tips/commissions) while ACS requests hourly rate of pay - fundamentally different units of measurement requiring hours-worked data for conversion | CPS collects usual monthly earnings (including OT/tips/commissions) whereas ACS collects an hourly pay rate; units and included pay components differ, requiring auxiliary hours/work patterns and assumptions to convert.","[Anthropic — F2/RS.1] All three raters agree on RS.1 (fundamentally different response formats) as the barrier code - CPS asks for monthly earnings while ACS asks for hourly rate. This is clearly a scale type difference requiring conversion between units. For feasibility, Raters A and C both assign F2 (statistical adjustment), noting that harmonization requires auxiliary data on hours worked to convert between hourly and monthly figures. Rater B's F3 (incompatible) is too strong - while direct mechanical conversion isn't possible without additional data, surveys commonly collect hours worked information that enables this conversion through statistical adjustment. The conversion is a well-established methodological practice, making F2 the appropriate classification. Additionally, there may be a secondary CC.4 issue (scope inclusions) since CPS explicitly includes overtime/tips/commissions while ACS asks for base hourly rate, but the primary barrier requiring resolution first is the unit of measurement difference (RS.1). ||| [Openai — F2/RS.1] All three raters correctly identify the primary barrier as a response-scale mismatch: CPS asks for a monthly earnings amount (including overtime, tips, commissions) while ACS asks for an hourly rate of pay. This is not directly recodable because converting an hourly rate to monthly earnings (or vice versa) requires auxiliary information (e.g., usual hours worked, weeks worked, and whether the rate includes overtime/tips/commissions). However, it is not fundamentally incompatible (F3) because with additional variables and assumptions/modeling, one can construct approximate monthly earnings or an implied hourly rate. Thus RS.1 with feasibility F2 is most appropriate.",CPS_1005
CPS,CPS_277,"(Including overtime pay, tips and commissions,) what are (name's/your) usual annual earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,CC,CC.2,Operationalization,MODERATE,0.4,0.3648244369475912,Q1,CPS requests annual earnings total (including overtime/tips/commissions); ACS requests hourly rate of pay - different measurement units requiring hours-worked data and assumptions for conversion | CPS captures total usual annual earnings (incl. overtime/tips/commissions) while ACS captures hourly pay rate; mapping requires assumptions about hours/weeks worked and inclusion of variable pay components.,"[Anthropic — F2/RS.1] All three raters agree on RS.1 as the barrier code, correctly identifying that the fundamental difference is in response scale type - CPS asks for annual earnings (a total amount) while ACS asks for hourly rate of pay (a rate). This is a clear case of fundamentally different response formats. For feasibility, Raters B and C both assign F2, arguing that conversion is possible with hours-worked data and modeling assumptions. Rater A assigns F3 (incompatible), but this is too strict - while the conversion requires auxiliary data (hours worked) and assumptions about work consistency, this is a standard statistical adjustment scenario rather than true incompatibility. The additional complexity of CPS including overtime/tips/commissions while ACS may capture base hourly rate adds uncertainty but doesn't make harmonization impossible. F2 is the appropriate feasibility rating. ||| [Openai — F2/CC.2] Although all three raters chose RS.1, the binding issue is not just a response-format difference but a different operationalization of the earnings construct: CPS measures total usual annual earnings (including overtime, tips, and commissions), while ACS measures an hourly rate of pay (typically base rate). These are different metrics of compensation (flow total vs wage rate) with different included components. Harmonization would require auxiliary information (e.g., usual hours worked, weeks worked, and how extras are treated) and strong assumptions/modeling to convert one to the other, so it is not a direct recode but potentially possible via statistical adjustment.",CPS_1011
CPS,CPS_280,I have recorded (your/his/her) total earnings (for (your/his/her) (as/main job ) (ERNAMT) (weekly/bi-weekly/monthly/annually) before taxes or other deductions. Is that correct?,ACS_5,What is your best estimate of your hourly rate of pay?,Earnings,F2,CC,CC.2,Operationalization,HIGH,0.4,0.3648244369475912,Q1,CPS verifies total earnings for a period (weekly/bi-weekly/monthly/annually); ACS asks for hourly rate of pay. Different operationalizations of earnings requiring conversion with hours worked data. | Total earnings for a pay period (verification of recorded amount) vs estimated hourly pay rate; conversion requires assumptions about hours/weeks worked and pay structure.,"[Anthropic — F2/CC.2] All three raters agree on CC.2 (operationalization difference), which is clearly correct - one question asks about total earnings for a period while the other asks for hourly rate. These are different operationalizations of the same underlying construct (earnings/pay). For feasibility, Raters A and B code F2 while Rater C codes F3. The F2 classification is more appropriate because conversion between hourly rate and period earnings is theoretically possible with additional information about hours worked per period. This requires modeling assumptions but is not fundamentally incompatible - surveys routinely convert between these units when hours data is available. The barrier is the different unit of measurement (total vs. rate), not an incompatible construct. ||| [Openai — F2/CC.2] Both items concern pay/earnings but operationalize it differently: one is a confirmation of a previously recorded total earnings amount for a specified pay period (weekly/bi-weekly/monthly/annually) before deductions, while the other is an estimated hourly rate of pay. Harmonizing requires converting a rate to a period total (or vice versa), which depends on additional information (e.g., usual hours worked, weeks worked, overtime, salary vs hourly, pay variability). Because this conversion is not a simple recode from the item alone and would require assumptions/modeling, the primary barrier is construct operationalization (CC.2) with feasibility at the statistical-adjustment level (F2), not outright incompatibility.",CPS_1030
CPS,CPS_281,"(Including overtime pay, tips and commissions,), what are (your/his/her) usual (weekly/bi-weekly/monthly/annual) earnings on (this job/ (your/his/her) MAIN), before taxes or other deductions?",ACS_4,What is your hourly rate of pay on [this/ your main] job?,Earnings,F2,RS,RS.1,Scale type,HIGH,0.4,0.3648244369475912,Q1,"CPS requests usual periodic earnings (weekly/biweekly/monthly/annual) including overtime/tips/commissions; ACS requests hourly rate of pay - fundamentally different response metrics requiring hours worked data and assumptions to convert. | CPS asks for usual total earnings in a pay-period amount; ACS asks for an hourly rate of pay (rate vs total), requiring hours/period assumptions to harmonize.","[Anthropic — F2/RS.1] Two raters (A and C) agree on RS.1 with F2 feasibility, identifying the core barrier as different response metrics (periodic earnings vs. hourly rate). While Rater B raises a valid point about CC.4 (scope inclusions regarding overtime/tips/commissions), the PRIMARY barrier that must be resolved first is the fundamental difference in response scale type - one asks for total periodic earnings while the other asks for an hourly rate. Per the taxonomy hierarchy rule, when scale difference reflects construct difference, CC > RS, but here the scale difference is the more fundamental issue: even if both questions included identical components, you still cannot directly compare periodic earnings to hourly rates without external data (hours worked). The scope inclusion difference is secondary. F2 is appropriate because conversion requires external data (hours worked) and statistical assumptions. ||| [Openai — F2/RS.1] The binding harmonization problem is a response scale/type mismatch: CPS captures total usual earnings over a chosen pay period (weekly/biweekly/monthly/annual), while ACS captures an hourly wage rate. Converting between a rate and a period total requires additional information (e.g., usual hours worked, weeks worked, overtime structure) and assumptions/modeling, so it is not a direct recode. While CPS explicitly mentions overtime/tips/commissions and ACS does not, that scope difference is secondary to the more fundamental scale-type mismatch that must be resolved first to make the measures comparable.",CPS_1035
CPS,CPS_0,Is respondent ready to complete the interview?,ACS_17,Why do you think the data should not be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,CPS asks about respondent readiness to complete interview (administrative readiness check); ACS asks for reasons data should not be used (data quality rationale). These are entirely different constructs serving different survey functions. | Readiness to start/continue the interview (gatekeeping yes/no) versus reasons data should not be used (open-ended data quality/exclusion rationale). | CPS asks if respondent is ready to start the interview; ACS asks for reasons the data should not be used (open‑ended data quality rationale).,"[Anthropic — F3/CC.1] Raters A and B both coded CC.1 (concept definition), while Rater C coded CC.2 (operationalization). The key distinction is whether these questions measure the same underlying concept differently (CC.2) or measure entirely different concepts (CC.1). The survey question asks about respondent readiness to complete an interview - an administrative/logistical check. The ACS question asks why data should not be used - a data quality assessment rationale. These are fundamentally different concepts, not different ways of measuring the same concept. One is about interview initiation readiness; the other is about data exclusion justification. CC.1 is the correct classification as these represent completely different constructs, not different operationalizations of a shared construct. All raters correctly identified F3 feasibility as these questions are incompatible for harmonization. ||| [Openai — F3/CC.1] The two questions measure entirely different concepts: the survey item is an administrative readiness/consent-to-proceed check (“ready to complete the interview”), while the ACS item elicits a rationale for why collected data should be excluded/unused (a data-quality/validity justification). This is a concept-definition mismatch rather than merely different operational indicators, and the response-format difference is secondary to the construct divergence. Because they serve different functions and cannot be mapped to a common variable, harmonization is infeasible (F3). ||| [Google — F3/CC.1] Raters A and B correctly identify this as a mismatch in concept definitions (CC.1). The Survey Question is a procedural check regarding the respondent's current state (readiness to start), while the ACS Question is a qualitative assessment or justification regarding data validity (reasons data should not be used). These represent fundamentally different constructs, not just different operationalizations of the same construct (which would suggest CC.2). As such, harmonization is impossible (F3).",CPS_0221
