pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic,claude_classification,gpt_classification,claude_confidence,gpt_confidence,claude_reasoning,gpt_reasoning,claude_consolidation_potential,gpt_consolidation_potential,claude_reference_period_a,gpt_reference_period_a,claude_reference_period_b,gpt_reference_period_b,models_agree
FOODAPS_0149,FOODAPS_270,Is Name currently on active duty?,ACS_100,Does this person have a VA service-connected disability rating?,Veterans,related_but_distinct,related_but_distinct,high,high,"Question A asks about current active duty status (a service status indicator), while Question B asks about VA service-connected disability rating (a benefit/health outcome determination). These are distinct concepts that measure different aspects of military service: one captures ongoing military service status, the other captures a disability determination related to prior service. A person could be on active duty without a disability rating, or have a disability rating without being on active duty.","Question A asks about current military active-duty status (whether the person is presently serving), while Question B asks whether the person has a VA service-connected disability rating (a benefits/medical determination tied to prior service). These are different constructs and populations (active-duty service members vs veterans with service-connected disabilities) and are not interchangeable.",no,no,current/present,current (at time of survey),not specified,not specified,True
FOODAPS_0150,FOODAPS_270,Is Name currently on active duty?,ACS_101,What is this person’s service-connected disability rating?,Veterans,related_but_distinct,related_but_distinct,high,high,"Question A asks about current active duty status (a binary military service status), while Question B asks about service-connected disability rating (a VA benefits determination based on service-related injuries/conditions). These are distinct concepts: one measures current military employment status, the other measures disability benefits eligibility/level. A person could be on active duty without a service-connected disability rating, or have a disability rating without being on active duty.","Question A asks about current active duty status (a binary workforce/membership status). Question B asks about a service-connected disability rating (a clinical/benefits attribute, typically expressed as a percent or rating level). They address related veteran characteristics but measure different constructs and use different response formats.",no,no,current status (present tense),currently,not specified,not specified,True
FOODAPS_0151,FOODAPS_250,Does NAME have their own email address?,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,related_but_distinct,related_but_distinct,high,high,"While both questions relate to technology access, Question A specifically asks about individual email account ownership, whereas Question B asks about household-level computer ownership or use across multiple device types. Question A measures a specific communication tool at the individual level, while Question B measures broader device access at the household level. These represent different concepts within the general domain of digital connectivity.",Question A asks at the individual level whether a named person has their own email address. Question B asks at the household level whether any household member owns or uses particular types of computers; it does not ask about email addresses or identify which person uses devices. These measure different specific constructs (individual email ownership vs. household device ownership/use) and are not interchangeable.,no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0152,FOODAPS_250,Does NAME have their own email address?,ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",Computer & Internet Use,related_but_distinct,related_but_distinct,high,high,"While both questions address internet/digital access, they measure different constructs. Question A asks about individual email account ownership (a specific service), whereas Question B asks about household-level internet access (the infrastructure). A person can have internet access without an email address, or have an email address without household internet access. These capture distinct dimensions of digital engagement.","Question A asks about an individual-level attribute (whether a named person has their own email address). Question B asks a household-level access question about whether any household member has Internet access. These are related to digital connectivity but measure different concepts (email account ownership vs Internet access) and different units of analysis, so they are not interchangeable.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0153,FOODAPS_250,Does NAME have their own email address?,ACS_47,"Do you or any member of this household have access to the Internet using a – Yes No a. cellular data plan for a smartphone or other mobile device? b. broadband (high speed) Internet service such as cable, fiber optic, or DSL service installed in this household? c. satellite Internet service installed in this household? d. dial-up Internet service installed in this household? e. some other service?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"Question A asks about individual email account ownership, which is a specific communication tool unrelated to internet access capability. Question B asks about household-level internet access through various service types, measuring connectivity infrastructure rather than email adoption. These address fundamentally different concepts: email ownership (a service/application) versus internet access (infrastructure/connectivity).","Question A asks whether an individual has their own email address, while Question B asks about household-level access to various types of Internet service. They differ in unit of analysis (person vs household), the construct measured (email account ownership vs internet access/connection types), and the set of response items (single yes/no vs multiple subitems). These differences mean they are related by topic (computer/internet use) but ask distinct things.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0154,FOODAPS_251,What is NAME’s email address?,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"Question A requests contact information (email address) for an individual, while Question B asks about household ownership/use of computer types. These address fundamentally different concepts: one collects personal contact details for survey administration purposes, the other measures household technology access and digital infrastructure. They share neither the same measurement objective nor the same unit of analysis (individual vs. household).","Question A requests an individual’s email address (personal contact information), while Question B asks whether any household member owns or uses particular types of computers (device ownership/use). They cover the same broad topical area (technology/Internet access) but ask fundamentally different constructs and data types, so they are distinct.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0155,FOODAPS_251,What is NAME’s email address?,ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"These questions address fundamentally different concepts within the broad topic of technology/internet. Question A collects contact information (an email address), while Question B assesses household internet access capability. Question A is about obtaining a specific data point for survey administration purposes, whereas Question B measures a household characteristic related to digital connectivity. They have no overlapping informational content.","Question A requests an individual’s email address (open-ended contact information), while Question B asks a household-level yes/no about Internet access. They differ in unit of analysis (person vs household), response format (text vs binary), and substantive content, so they are related by topic but ask distinct things.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0156,FOODAPS_251,What is NAME’s email address?,ACS_47,"Do you or any member of this household have access to the Internet using a – Yes No a. cellular data plan for a smartphone or other mobile device? b. broadband (high speed) Internet service such as cable, fiber optic, or DSL service installed in this household? c. satellite Internet service installed in this household? d. dial-up Internet service installed in this household? e. some other service?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"Question A requests an email address (contact information), while Question B assesses household Internet access across multiple service types. These are fundamentally different constructs: one is about obtaining personal communication data, the other measures digital infrastructure access. They do not address the same concept despite both relating broadly to Internet/digital topics.","Question A requests a respondent's email address (a contact identifier, open-text), while Question B asks which types of Internet access the household or its members have (a set of yes/no items about availability). They address the same general domain (computer/Internet use) but measure entirely different constructs and use different response formats.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0157,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text message?",ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,not_comparable,not_comparable,high,high,"Question A asks about consent to contact via text message for survey purposes, while Question B asks about household computer ownership and use. These are fundamentally different concepts: one concerns survey administration methodology/respondent preferences, while the other concerns household assets and digital access. Despite both touching on communication technology, they measure entirely distinct constructs.","Question A asks an individual's consent/preference to be contacted by text message for updates and survey links. Question B asks whether any household member owns or uses particular types of computers (ownership/use at the household level). They address different constructs (contact permission vs device ownership/use), different units of analysis, and different purposes, so they are not comparable.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0158,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text message?",ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"These questions address fundamentally different concepts within the broad topic of technology/communications. Question A asks about consent for contact via text messaging as a survey administration method, while Question B asks about household access to internet as a resource/service. Question A is about survey methodology preferences, not about internet/computer access, making them distinct despite both touching on digital communication.","Question A asks an individual-level communication preference/consent to receive text messages for survey contact. Question B asks whether anyone in the household has Internet access (a measure of connectivity/capability) and is household-level. They address different constructs (consent/contact method vs. access to internet) and different units of analysis, so they are related by topic but distinct in purpose and target.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0159,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text message?",ACS_47,"Do you or any member of this household have access to the Internet using a – Yes No a. cellular data plan for a smartphone or other mobile device? b. broadband (high speed) Internet service such as cable, fiber optic, or DSL service installed in this household? c. satellite Internet service installed in this household? d. dial-up Internet service installed in this household? e. some other service?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"Question A asks about consent to receive text message contact from survey administrators, which is a survey administration/methodology question. Question B asks about household access to various types of Internet service, which is a substantive data collection question about technology access. These are fundamentally different purposes: one is operational/logistical while the other is substantive measurement of a household characteristic.","Question A asks an individual's consent/preference to be contacted by text message for updates and survey links. Question B asks household-level presence of various types of Internet access (including a cellular data plan) and does not ask about permission to be contacted or about receiving texts. The topics overlap superficially (mobile connectivity) but differ in purpose, unit (person vs household), and specific information collected.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0160,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types of computers?",Computer & Internet Use,not_comparable,not_comparable,high,high,"Question A asks for a cell phone number for text message contact preference in the context of a food assistance survey (FoodAPS), which is a survey administration/logistics question. Question B asks about household computer and internet device ownership, which is a substantive demographic/socioeconomic characteristic. These address entirely different concepts: one is about survey communication methods, the other is about household technology access.",Question A requests a specific cell phone number for receiving text messages (a contact/administrative data item). Question B asks whether household members own or use particular types of computers (a substantive item about device ownership/use). They address entirely different constructs and use different response formats (a phone-number entry vs. yes/no or checkbox items).,no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0161,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",Computer & Internet Use,not_comparable,not_comparable,high,high,"Question A asks for a cell phone number for text message contact preferences, which is a logistical/contact information item, while Question B asks about household Internet access, which measures technology availability. These address fundamentally different concepts: one is about communication preferences/contact methods, the other is about digital infrastructure access. Despite both relating to technology, they are measuring distinct aspects with no meaningful overlap.","Question A requests a specific cell phone number for sending text messages to a named person (contact information / consent for texting). Question B asks a household-level yes/no about Internet access. They address different constructs (contact info vs access), different respondent units (individual named person vs any household member), and have different response formats and purposes, so they are not comparable.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0162,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,ACS_47,"Do you or any member of this household have access to the Internet using a – Yes No a. cellular data plan for a smartphone or other mobile device? b. broadband (high speed) Internet service such as cable, fiber optic, or DSL service installed in this household? c. satellite Internet service installed in this household? d. dial-up Internet service installed in this household? e. some other service?",Computer & Internet Use,not_comparable,related_but_distinct,high,high,"Question A requests a contact phone number for text message delivery (a data collection mechanism), while Question B asks whether household members have access to Internet service via various technologies (a substantive measurement of connectivity). These serve fundamentally different purposes: one is administrative/operational for the survey itself, the other measures a household characteristic. They are not asking about the same concept despite both involving mobile/internet technology.","Question A requests a respondent's cell phone number for text messaging (contact information / communication preference). Question B asks about household members' access to various types of Internet service (a measure of connectivity/type of service) using yes/no items. They share a broad communications/technology topic but measure different constructs and use different response formats, so they are distinct.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0163,FOODAPS_110,Are you/Is anyone in your household currently pregnant,ACS_94,"In the PAST 12 MONTHS, has this person given birth to any children?",Fertility,related_but_distinct,related_but_distinct,high,high,"While both questions address fertility, they measure fundamentally different constructs: Question A assesses current pregnancy status (a state at a point in time), whereas Question B measures past childbearing events (a behavior or outcome over a period). A woman could answer 'no' to Question A (not currently pregnant) while answering 'yes' to Question B (gave birth in the past year). These questions capture different fertility-related information and cannot substitute for one another.","Question A asks about current pregnancy status (household-level: anyone currently pregnant). Question B asks whether the individual gave birth in the past 12 months (person-level and about births rather than ongoing pregnancies). The questions address related fertility topics but ask about different events, referents, and time frames, so they are distinct.",no,no,current status (present tense),current/present,past 12 months,past 12 months,True
FOODAPS_0164,FOODAPS_56,What is NAME’s relationship to you?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship,near_duplicate,near_duplicate,high,high,"Both questions ask about household relationship to a reference person, which is the core concept for classifying household members. The main difference is that Question A directly asks for the relationship to the respondent (NAME), while Question B asks how Person X is related to Person 1 (establishing a reference person first). Despite this procedural difference, they capture the same relational information needed for household composition. The wording variation is minor and does not materially change the meaning or response requirements.","Both questions ask for the kinship/relationship of one person to a reference person (i.e., who is this person in relation to someone else). The main difference is the reference framing: A asks relationship to “you” (the respondent), while B asks relationship to “Person 1” (a designated household reference person), but this is a minor wording/referral difference and does not change the core concept or expected response format. ",partial,partial,not specified,not specified,not specified,not specified,True
FOODAPS_0165,FOODAPS_56,What is NAME’s relationship to you?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship,near_duplicate,exact_duplicate,high,high,"Both questions ask about the relationship between the respondent (or reference person) and another household member. Question A uses a direct address format ('NAME') while Question B uses positional numbering ('Person 2' to 'Person 1'), but they elicit identical information about household relationships. The minor wording and format differences do not change the core meaning or intent of the question.","Both questions ask for the relationship of one named person to a designated reference person (Q A uses 'you', Q B uses 'Person 1'), which in household surveys functions identically as the reference/respondent. No reference period is specified and the intended response format (relationship category) is the same, so the core meaning and use are effectively identical.",yes,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0166,FOODAPS_56,What is NAME’s relationship to you?,ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship,exact_duplicate,exact_duplicate,high,high,Both questions ask for the same core information: the relationship between a household member and a reference person. Question A asks directly 'What is NAME's relationship to you?' while Question B asks 'How is this person related to Person 1?' These are functionally equivalent despite minor wording differences in how the relationship information is elicited. Both capture household relationship data with no differences in reference period or response format.,"Both questions ask for the same piece of information — the relationship of a named household member to the reference person (the respondent/Person 1). The ACS wording includes an additional prompt to record the person's name first, but that does not change the substantive relationship question or likely response options. There is no difference in time frame or response format implied by the texts.",yes,yes,not specified,not specified,not specified,not specified,True
FOODAPS_0167,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_21,What is Person 1’s name? How is this person related to Person 1?,Relationship,related_but_distinct,response_format_mismatch,high,high,"Both questions address household relationships, but they operate at different levels of the data collection process. Question A directly asks about spouse presence (yes/no determination), while Question B asks for the respondent's name and their relationship to Person 1 as part of roster construction. Question A targets a specific relationship type for a named individual, whereas Question B is a foundational roster question establishing all household members' relationships to the reference person.",Question A asks directly whether a named person's spouse is a household member (a yes/no binary). Question B collects each household member's name and relationship to Person 1 (categorical relationship data) from which spouse presence can be inferred. The core concept (identifying a spouse in the household) is the same but the response formats and survey context differ.,partial,yes,not specified,not specified,not specified,not specified,False
FOODAPS_0168,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship,related_but_distinct,response_format_mismatch,high,high,"Both questions address household relationships, but they differ fundamentally in scope and approach. Question A is a yes/no filter question about a specific relationship (spouse membership), while Question B uses an open-ended name collection followed by a categorical relationship question that captures all household members' relationships to a reference person. Question A assumes a spouse exists and asks about presence; Question B establishes relationships for all household members regardless of type.","Both questions address whether a spouse is present/identified in the household, but they use different response formats: Question A is a direct yes/no about whether NAME’s spouse is a household member, while Question B elicits Person 2’s name and asks how Person 2 is related to Person 1 (from which spouse status must be inferred). Question B also collects more detailed information (name plus relationship) rather than a simple membership flag.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0169,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship,related_but_distinct,related_but_distinct,high,high,"Both questions address household relationships, but Question A targets a specific relationship type (spouse presence) with a yes/no format, while Question B uses an open-ended relationship categorization approach applicable to any household member. Question A focuses narrowly on spouse status for a named individual, whereas Question B captures the full range of household relationships in a relational matrix format (comparing any person to Person 1). These represent different methodological approaches to the same underlying topic.","Question A asks a yes/no membership question specifically about whether a named person's spouse is a member of the household. Question B asks for the name and the relationship of a listed household member to Person 1 (open-ended relationship category). They address the same general topic (spousal/household relationship) but differ in scope and response format (binary membership about spouse vs relationship identification of a listed person) and do not capture exactly the same information (QA can record a non-resident spouse as 'no', QB only describes persons who are listed).",partial,partial,not specified,not specified,not specified,not specified,True
FOODAPS_0170,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,Race,response_format_mismatch,response_format_mismatch,high,medium,"Both questions ask about race/ethnicity for an individual, but differ significantly in response format: FoodAPS uses 'select all that apply' (allowing multiple selections for multiracial/multiethnic respondents), while ACS uses a single-response format ('Person 1's race'). This methodological difference can produce different distributions and is not merely a wording variation—it reflects different conceptual approaches to capturing racial/ethnic identity.","Question A explicitly asks about ""race and/or ethnicity"" and instructs respondents to ""Select all that apply,"" allowing multiple responses and potentially conflating race and ethnicity. Question B asks only about a person's race (and, as written, does not indicate multiple selection or inclusion of ethnicity), consistent with ACS practice of asking Hispanic origin separately. These differences in what is being solicited and in response format mean they are not equivalent.",partial,partial,not specified,not specified,not specified,not specified,True
FOODAPS_0171,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,Race,response_format_mismatch,near_duplicate,high,medium,"Both questions ask about the same core concept—an individual's race/ethnicity—but differ fundamentally in response format. Question A explicitly allows multiple selections ('select all that apply'), accommodating multiracial/multiethnic respondents, while Question B uses singular phrasing ('What is Person 2's race?') implying a single-choice response. This format difference affects data structure and the ability to capture multiracial identification, making them non-equivalent despite measuring the same underlying concept.","Both questions ask about an individual’s race (identity) and are person-level race questions. Question A combines race and ethnicity in one prompt and explicitly allows multiple selections, whereas Question B refers to a specific household member (Person 2) and is phrased only about race (no explicit ""select all that apply"" in the text provided). These are minor wording/targeting differences that could affect responses but do not change the core concept being measured.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0172,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,Race,response_format_mismatch,related_but_distinct,high,high,"Both questions ask about race/ethnicity, but they differ significantly in response format. Question A explicitly allows multiple selections ('Select all that apply'), capturing multiracial/multiethnic respondents with full detail. Question B requests a single response about one person's race, which typically forces respondents into a single category. This format difference means they would capture different information about the same underlying concept, particularly for multiracial individuals.","Question A explicitly asks about ""race and/or ethnicity"" and instructs respondents to ""Select all that apply,"" and it is addressed to the respondent (""your""). Question B asks only about ""Person 3’s race"" (no mention of ethnicity or selection instructions) and is about a third person. The inclusion of ethnicity in A and the different target person/possible response-format differences make them related (both about racial identity) but not equivalent.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0173,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,Race,response_format_mismatch,related_but_distinct,high,high,"Both questions ask about the same core concept (race/ethnicity), but differ fundamentally in response format. Question A explicitly allows multiple selections ('select all that apply'), accommodating multiracial respondents, while Question B uses singular 'race' with an implied single-choice format. This difference affects data structure and comparability, as responses cannot be directly mapped without determining how ACS single-race responses align with FoodAPS multiracial selections.","Question A explicitly asks about ""race and/or ethnicity"" and instructs respondents to ""select all that apply,"" combining two constructs and allowing multiple selections. Question B asks only about ""race"" (no mention of ethnicity and no selection instruction shown), so it covers a narrower construct and may use a different response format. These differences make them related (both about race) but not equivalent.",partial,no,not specified,not specified,not specified,not specified,False
FOODAPS_0174,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,Race,response_format_mismatch,related_but_distinct,high,high,"Both questions ask about race/ethnicity of an identified person with no time reference, making them conceptually equivalent. However, Question A explicitly allows multiple selections ('Select all that apply'), while Question B uses singular 'What is...race?' implying a single-choice format. This response format difference could yield different data structures and capture of multiracial/multiethnic identity differently.","Question A asks for ""race and/or ethnicity"" in a single item (select all that apply), explicitly combining two constructs, while Question B asks only for ""race."" The ACS typically treats Hispanic origin (ethnicity) as a separate question, so B and A do not ask the same specific information even though both concern racial identity. Additionally, A's explicit instruction to select all that apply is similar to ACS's multi-race allowance but does not eliminate the substantive difference of combining ethnicity with race.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0175,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,Race,response_format_mismatch,related_but_distinct,high,high,"Both questions ask about the same core concept (race/ethnicity) with no time reference differences. However, Question A explicitly instructs respondents to ""select all that apply,"" allowing multiple race/ethnicity selections, while Question B uses singular ""race"" phrasing suggesting a single-choice format. This methodological difference in response structure affects how respondents can report their identity and could yield different data patterns, particularly for multiracial individuals.","Question A asks for ""race and/or ethnicity"" (explicitly combining both concepts and instructing ""Select all that apply""), while Question B asks only about ""race."" The ACS typically treats Hispanic origin (ethnicity) as a separate question, so B does not capture the combined race+ethnicity framing in A. The difference in the scope (race vs race+ethnicity) makes them related but not equivalent.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0176,FOODAPS_169,Do you/Does your household rent or own your home?,ACS_56,"Is this house, apartment, or mobile home – Mark (X) ONE box. Owned by you or someone in this household with a mortgage or loan? Include home equity loans. Owned by you or someone in this household free and clear (without a mortgage or loan)? Rented? Occupied without payment of rent?",Tenure (Own/Rent),near_duplicate,response_format_mismatch,high,high,"Both questions measure housing tenure (own vs. rent) as their core concept with identical reference periods (current/present tense, not specified). Question A uses a simple binary format (rent or own), while Question B provides more granular categories distinguishing between ownership with mortgage, ownership free and clear, rented, and occupied without payment. Despite this response format difference, they capture the same fundamental tenure information, with Question B simply offering additional detail about ownership type.","Both questions measure housing tenure (own vs rent) but Question A is a simple binary ask (rent or own) while Question B provides multiple, more detailed response categories (owned with mortgage, owned free and clear, rented, occupied without payment). The extra ACS categories (mortgage vs free-and-clear and a non‑rental unpaid occupancy option) create a different response format and possible classification differences for some households.",partial,partial,not specified,not specified,not specified,not specified,False
FOODAPS_0177,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,Health Insurance,related_but_distinct,related_but_distinct,high,high,"Both questions address health insurance coverage, but Question A specifically asks about Medicaid coverage only, while Question B asks about ANY type of health insurance or coverage plan (which could include private insurance, Medicare, Medicaid, etc.). Question A is narrower in scope—it's a single-program screener—whereas Question B is a comprehensive health insurance coverage question. Additionally, Question A uses 'you/anyone in your household' (household level) while Question B asks about 'this person' (individual level).","Question A asks at the household level whether you or anyone in the household is covered by Medicaid specifically, with no explicit time frame. Question B is a person-level item asking whether the individual is currently covered by any type of health insurance (with Medicaid typically as an option). The unit of analysis (household vs person) and the scope (Medicaid-only vs any coverage type/current coverage) make them related but asking different specific things.",partial,partial,not specified,not specified,currently,currently,True
FOODAPS_0178,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_82,Is there a premium for this plan?,Health Insurance,not_comparable,related_but_distinct,high,high,"Question A asks about Medicaid coverage status (a specific public health insurance program), while Question B asks about whether a health plan has a premium (a feature of any insurance plan). These are fundamentally different concepts—one identifies a type of coverage, the other asks about plan characteristics. Question B could apply to any health insurance type, including Medicaid, but does not identify which program is in question.","Question A asks whether anyone in the household is covered by a specific program (Medicaid). Question B asks whether a given health insurance plan has a premium (a cost attribute). Although both concern health insurance, they measure different constructs (enrollment in a public program vs. presence of a premium for a plan), so they are related but not equivalent.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0179,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_83,Does this person or another family member receive a tax credit or subsidy based on family income to help pay the premium?,Health Insurance,related_but_distinct,related_but_distinct,high,high,"Question A asks about Medicaid coverage, which is a specific public health insurance program for low-income individuals and families. Question B asks about tax credits or subsidies for health insurance premiums, which typically refers to Affordable Care Act marketplace subsidies. While both relate to income-based health insurance assistance, they target different programs with different eligibility criteria, coverage structures, and policy purposes. A household could receive ACA subsidies without Medicaid or vice versa, making these distinct programmatic concepts rather than equivalent measures of the same construct.","Question A asks specifically about enrollment in the Medicaid program (a public health coverage program), while Question B asks about receipt of a tax credit or subsidy to help pay an insurance premium (typically marketplace premium tax credits/subsidies). Both are yes/no and concern health insurance, but they refer to different programs/benefits and slightly different respondent frames (household vs this person/another family member).",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0180,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,Health Insurance,related_but_distinct,near_duplicate,high,medium,"Both questions address health insurance coverage, but Question A specifically targets Medicaid enrollment while Question B asks about any current health insurance coverage more broadly. Question A is narrower in scope (one specific program) while Question B captures multiple types of coverage. The ACS question's emphasis on 'CURRENTLY' also implies a point-in-time measure, whereas FoodAPS's reference period is unspecified but likely refers to household composition at survey time.","Both questions ask whether a person is covered by Medicaid (Q A asks specifically for Medicaid; Q B asks whether the person is currently covered and lists Medicaid as one option), so they capture the same core concept. The main differences are that Q B explicitly anchors to 'currently' and is framed as part of a types-of-coverage checklist, while Q A does not state a reference period and is presented as selecting names covered by Medicaid — a minor wording/format difference that could affect interpretation but does not change the underlying concept.",partial,partial,not specified,not specified,currently,currently,False
FOODAPS_0181,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_82,Is there a premium for this plan?,Health Insurance,not_comparable,related_but_distinct,high,high,"These questions address fundamentally different aspects of health insurance. Question A asks about Medicaid coverage eligibility for household members, while Question B asks about whether a specific health plan has a premium cost. One focuses on insurance type/program identification, the other on plan cost characteristics. They cannot be used interchangeably.","Question A asks which individuals are covered by Medicaid (enrollment/coverage by program); Question B asks whether a particular plan has a premium (cost/plan characteristic). They address different specific constructs (who is enrolled vs whether a plan carries a premium) and use different response formats (selecting persons vs yes/no), so they are not interchangeable.",no,no,not specified,not specified,not specified,not specified,False
FOODAPS_0182,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_83,Does this person or another family member receive a tax credit or subsidy based on family income to help pay the premium?,Health Insurance,related_but_distinct,related_but_distinct,high,high,"Both questions address health insurance coverage but measure fundamentally different insurance programs and mechanisms. Question A asks about Medicaid enrollment (a means-tested public program), while Question B asks about premium tax credits/subsidies (typically for marketplace/ACA plans based on income). These represent distinct pathways and types of health insurance assistance that are not mutually exclusive—a person could have either, both, or neither.","Question A asks specifically whether each named person is covered by Medicaid (a particular public insurance program). Question B asks whether the person or another family member receives a tax credit/subsidy to help pay a premium (marketplace premium assistance), which is a different form of financial assistance and typically indicates different coverage types. Additionally, B is framed at the person-or-family-member level (household assistance) while A is person-specific, so they capture different populations and constructs.",no,no,not specified,not specified,not specified,not specified,True
FOODAPS_0183,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_90,What is this person’s marital status?,Marital Status,near_duplicate,near_duplicate,high,high,"Both questions ask about marital status using nearly identical response categories (married, widowed, divorced, separated, never married). Question A explicitly uses 'currently' while Question B's time reference is implicit/present tense. The core concept and response formats are functionally equivalent, with only minor wording variation that does not meaningfully change the substance of what is being measured.","Both questions are asking the respondent’s current marital status and use the same core response categories (married, widowed, divorced, separated, never married). Differences are minor wording and context: Question A explicitly asks about the respondent’s current status and lists categories, while Question B is a generic marital-status prompt (often administered about a household member) and ACS typically has additional distinctions (e.g., married—spouse present vs. absent) that are not explicit in A. These differences do not change the core concept being measured.",yes,partial,currently,current,not specified,not specified,True
FOODAPS_0184,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status,reference_period_mismatch,reference_period_mismatch,high,high,"Question A asks for current marital status (a state at the time of survey), while Question B asks about marital events that occurred in the past 12 months. A person could be currently married (Question A) but have no events in the past 12 months, or report a divorce in the past 12 months (Question B) but now be remarried. These capture fundamentally different temporal concepts despite addressing the same general topic.","Question A asks respondent's current marital status with no time reference, while Question B asks whether the person experienced marital status changes (married, widowed, divorced) during the past 12 months. The items also differ in response format (a categorical current-status question vs event-specific yes/no questions), so B cannot reliably substitute for A because events in the past year do not fully determine current status.",no,no,not specified (current status),not specified,past 12 months (events),past 12 months,True
