pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic,claude_classification,gpt_classification,claude_confidence,gpt_confidence,claude_reasoning,gpt_reasoning,claude_consolidation_potential,gpt_consolidation_potential,claude_reference_period_a,gpt_reference_period_a,claude_reference_period_b,gpt_reference_period_b,models_agree
CPS_0269,CPS_293,"(We will recontact this household in 8 months / In the future we may need to recontact this household / We will recontact this household next month) to update this information. If we are unable to reach you and we talk to someone else instead, is it OK if we refer to some of the information you gave us?",ACS_17,Why do you think the data should not be used?,Household,not_comparable,related_but_distinct,high,high,"Question A asks about consent to share previously provided information with another household member during future recontact, while Question B asks for the respondent's opinion on why data should not be used. These measure entirely different constructs: one is about information sharing permission, the other is about data quality concerns or appropriateness. They have no overlapping content despite both relating broadly to household surveys.",Question A asks for permission to refer to previously provided household information if the respondent cannot be reached (a yes/no consent about proxy/reference use at a future recontact). Question B asks for a respondent's reason why data should not be used (an open-ended justification). They address different specific issues (consent to use/relay information vs. reasons to withhold use) and imply different response formats.,no,no,8 months / future / next month (recontact timing),recontact in 8 months / next month / in the future,not specified,not specified,False
CPS_0270,CPS_293,"(We will recontact this household in 8 months / In the future we may need to recontact this household / We will recontact this household next month) to update this information. If we are unable to reach you and we talk to someone else instead, is it OK if we refer to some of the information you gave us?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household,not_comparable,related_but_distinct,high,high,"Question A asks for consent to share previously provided information with alternate household contacts during future reinterviews. Question B requests contact information (name and phone number) of the current respondent. These address fundamentally different purposes: A is about data sharing consent/protocol, while B is about obtaining contact details for survey administration. They are not measuring the same concept.",Question A asks for permission to refer household information to someone else if the respondent cannot be reached at a future recontact (explicitly mentions next month or 8 months). Question B simply requests the name and telephone number of the person completing the form. They address different constructs (consent for proxy referral vs. collecting contact details) and use different response formats (yes/no permission vs. a printed name/phone).,no,no,"future recontact (8 months, unspecified future, or next month depending on survey wave)",future (mentions next month and 8 months),not specified,not specified,False
CPS_0271,CPS_293,"(We will recontact this household in 8 months / In the future we may need to recontact this household / We will recontact this household next month) to update this information. If we are unable to reach you and we talk to someone else instead, is it OK if we refer to some of the information you gave us?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household,not_comparable,related_but_distinct,high,high,"Question A asks for permission to share respondent information with proxy respondents during future recontacts—it concerns consent and data sharing protocols. Question B is an administrative instruction directing respondents to copy a name from a previous page to ensure consistency in household roster documentation. These address fundamentally different survey operations: one concerns respondent consent and interviewer protocols, the other is a procedural instruction for form completion.","Question A asks for permission to recontact the household and to allow referring to previously provided information if the intended respondent is unavailable (a consent/operations question). Question B is an instruction to copy the name of Person 1 from another page (a data-entry/identification instruction). They address different constructs and response formats, so they are related by household context but are distinct in content and purpose.",no,no,"future recontact (8 months, future, or next month)",future (recontact in 8 months / next month),not specified,not specified,False
CPS_0272,CPS_15,What is the name of the person or one of the persons who owns or rents that home?,ACS_56,"Is this house, apartment, or mobile home – Mark (X) ONE box. Owned by you or someone in this household with a mortgage or loan? Include home equity loans. Owned by you or someone in this household free and clear (without a mortgage or loan)? Rented? Occupied without payment of rent?",Tenure (Own/Rent),response_format_mismatch,related_but_distinct,high,high,"Both questions address housing tenure (own vs. rent), which is the same core concept. However, Question A asks for the NAME of the owner/renter (open-ended text response), while Question B asks to CLASSIFY the tenure status into discrete categories (owned with mortgage, owned free and clear, or rented). These fundamentally different response formats mean Question A collects identity information while Question B collects tenure classification—they measure different aspects of the same topic.","Question A requests the name of the person who owns or rents the home (an identity/identification item). Question B asks for the tenure category of the housing unit (owned with mortgage, owned free and clear, rented, or occupied without payment) and does not request who in the household is the owner or renter. Both concern tenure broadly but ask different specific information and use different response formats.",no,no,not specified,not specified,not specified,not specified,False
CPS_0273,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,near_duplicate,near_duplicate,high,high,"Both questions ask about work for pay/profit within a recent weekly reference period and use yes/no response formats. The main difference is that Question A allows for either ""last week"" or ""the week before last"" (a two-week window), while Question B is restricted to ""last week"" only. This minor reference period variation and Question A's inclusion of ""either pay or profit"" (slightly broader than Question B's ""for pay"") are not substantial enough to classify them as non-equivalent, though they introduce a small amount of measurement inconsistency.","Both questions ask a yes/no about whether the person did any paid work during a single specified week and use nearly equivalent wording (CPS: ""any work for pay or profit"" vs ACS: ""work for pay at a job (or business)"") covering wage and self-employment. The only substantive differences are minor wording and that CPS wording can reference ""the week before last"" in some administrations whereas ACS explicitly uses ""last week,"" a small shift in the one-week reference. Response formats and core concept are the same.",partial,partial,the week before last or last week,the week before last / last week,last week,last week,True
CPS_0274,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,near_duplicate,near_duplicate,high,high,"Both questions measure the same core concept: any work for pay during a recent week. The CPS uses a two-week recall period (asking about either last week or the week before last), while the ACS uses a one-week recall period (last week only). The CPS also includes 'or profit' as an alternative to 'pay,' whereas the ACS specifies only 'pay.' These minor differences in reference period specificity and profit inclusion do not substantially change the fundamental employment measurement intent, making them near-duplicates rather than exact duplicates.","Both questions ask the same core thing — whether the person did any work during the recent reference week — and both use a yes/no response format. Minor wording differences exist: CPS explicitly says ""for pay or profit"" (explicitly including self-employment/profit) while ACS says ""for pay, even for as little as one hour"" (clarifying minimal hours). The CPS text also indicates alternating reference wording (week before last vs last week) but that does not materially change the substantive intent.",partial,partial,the week before last or last week (two-week reference period),the week before last / last week (survey reference week),last week (one-week reference period),last week,True
CPS_0275,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about actual work performed for pay or profit during a recent week, measuring employment activity. Question B asks specifically about layoff status during last week, which is a distinct employment circumstance that doesn't measure work activity but rather job displacement status. While both relate to employment, they capture fundamentally different concepts: one measures work performed, the other measures a specific employment condition (being on layoff).","Question A asks whether the person actually did any paid work during the reference week (a measure of work activity), while Question B asks whether the person was on layoff from a job during last week (a measure of employment attachment/status). Although both concern employment and share a similar reference period, they capture different states—one measures actual work performed, the other measures temporary separation from a job—so they are related but not equivalent.",no,no,The week before last OR last week,the week before last / last week,Last week,last week,True
CPS_0276,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether someone performed any work for pay or profit during a specific week, measuring actual work activity. Question B asks whether someone was temporarily absent from a job or business, measuring employment continuity rather than work activity. These capture different employment concepts: Question A identifies workers, while Question B identifies employed persons with a job attachment despite non-participation. A person could answer 'no' to A but 'yes' to B (employed but absent) or vice versa.","Question A asks whether the person did any work for pay during a specified week (actually worked), while Question B asks whether the person was temporarily absent from a job or business last week (presumes having a job but not working that week). They overlap in topic (employment in the reference week) but ask different states (worked for pay vs. temporarily absent from a job) and A allows an alternative reference to the week before last, so they are not equivalent.",no,no,the week before last / last week,last week or the week before last,last week,last week,True
CPS_0277,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",ACS_114,"When did this person last work, even for a few days?",Employment Status,reference_period_mismatch,reference_period_mismatch,high,high,"Both questions assess employment status but differ fundamentally in their time frames. Question A asks about work activity in a specific recent week (current or prior week), while Question B asks when someone last worked without specifying a timeframe, potentially capturing any point in a person's work history. Question A is designed to measure current labor force participation, while Question B appears to identify whether someone has ever worked.","Question A asks whether the person did any paid work during a specific recent reference week (a point-in-time/short reference). Question B asks when the person last worked at all, with no fixed reference window and solicits a timing/recency response rather than a yes/no about a particular week. They therefore differ primarily in reference period (and also in response format and in explicit focus on paid work vs potentially any work).",no,partial,The week before last or last week (specific recent week),"last week (or the week before last, i.e. a specific recent reference week)",Not specified (open-ended lifetime reference),open-ended — asks for time since last worked (no fixed reference period),True
CPS_0278,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether a person who was previously reported as retired maintains that retirement status, focusing on a categorical employment classification from the prior month. Question B directly asks about actual work activity in the past week, which is a behavioral measure of employment rather than status classification. These are asking fundamentally different things: Question A captures retirement status persistence while Question B captures current work participation, and they operate on different time frames (last month vs. last week).","Question A asks about retirement status (a self/agency-reported status and whether it continues since last month), while Question B asks about work-for-pay activity during last week. They target related employment topics but different constructs (status vs recent activity) and different reference periods, and being retired does not preclude working for pay.",partial,no,last month,last month (asks whether still retired now after being reported retired last month),last week,last week,True
CPS_0279,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about retirement status (a categorical employment classification), while Question B asks about work activity (any paid work, however minimal). These measure different dimensions of employment: Question A identifies retirees as a distinct status group, whereas Question B captures current work behavior regardless of retirement status. A retiree could answer 'yes' to Question B if they do any paid work, creating a logical distinction rather than redundancy.","Question A asks about retirement status (a self‑identification anchored to 'last month' and asking if the person remains retired), while Question B asks about actual paid work activity in the specific reference period of 'last week.' They address related topics (work/retirement) but measure different constructs (identity/status vs. recent work behavior) and use different reference windows.",partial,no,last month,last month (asks if still retired now),last week,last week,True
CPS_0280,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,related_but_distinct,related_but_distinct,high,high,"These questions address fundamentally different employment concepts within the same subtopic. Question A asks about retirement status (a long-term labor force withdrawal), while Question B asks about temporary layoff status (a short-term job separation). Although both relate to employment status, they measure distinct conditions: retired individuals have permanently or semi-permanently left the labor force, whereas someone on layoff may return to work. The reference periods also differ (last month vs. last week).",Question A asks about retirement status (a long-term exit from employment) with a reference to being reported retired last month and asking if the person is still retired. Question B asks whether the person was on layoff last week (a temporary job separation with expectation of recall). These probe different employment states (retirement vs layoff) despite both relating to employment status; they are not simply wording or format variants.,no,no,last month,last month (with current status asked: 'still retired'),last week,last week,True
CPS_0281,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether a person who was reported as retired last month is still in that retired status, focusing on retirement as a permanent employment classification. Question B asks about temporary absence from a current job or business in the past week, which is fundamentally different—it concerns continuity of employment rather than retirement status. These questions address different dimensions of employment: one targets retirement status persistence, the other captures temporary work absences. The reference periods also differ (month vs. week).",Question A asks about being retired (a labor force status) as of last month and whether that status still applies; Question B asks whether the person was temporarily absent from a job or business in the last week (implying current employment with temporary absence). They address different employment conditions (retirement vs. temporary absence) and also use different reference periods.,no,no,last month,Last month,last week,Last week,True
CPS_0282,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,ACS_114,"When did this person last work, even for a few days?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether a person currently maintains retired status based on their status last month, using a yes/no verification format. Question B asks when the person last worked at any point, which captures work history without specifying a time window. While both relate to employment/retirement status, they measure fundamentally different constructs: current retirement status versus historical work recency. Question A is a status confirmation; Question B is a historical timeline question.","Question A asks a current yes/no retirement status conditional on being reported retired last month; it explicitly references last month and asks if the person is still retired. Question B asks for the date or time when the person last worked (open-ended), not a current retirement confirmation. The two address related aspects of labor force exit but differ in intent and response format, so they are not equivalent.",no,partial,last month,Last month,not specified (lifetime/ever),not specified,True
CPS_0283,CPS_57,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about job desire/wanting employment (forward-looking preference), while Question B asks about actual work activity (past behavior). These measure different employment concepts: one captures job-seeking intent among non-workers or the unemployed, the other captures recent actual employment. The reference periods also differ—Question A is unspecified/ongoing while Question B is limited to the past week.","Question A asks about the respondent's current desire to have a job (a preference/aspiration measure), while Question B asks whether the person actually worked for pay during a specific reference period (last week). They therefore measure different constructs (wanting employment vs recent employment activity) and also differ in temporal focus (general current status vs a defined past week).",no,no,current/ongoing,currently,last week,last week,True
CPS_0284,CPS_57,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about job preference and desire (prospective/attitudinal), while Question B asks about actual work performed (behavioral/factual). Question A captures willingness to work regardless of current employment status, whereas Question B measures recent employment activity. These address different dimensions of employment and cannot substitute for one another.","Question A asks about the respondent's desire to have a job (preference/wanting work) at the present time, while Question B asks about actual paid work done during the specific recall period of last week. They address related employment topics but measure different constructs (wanting a job vs. recent work activity) and have different reference periods.",no,no,current/ongoing,currently (now),last week,last week,True
CPS_0285,CPS_57,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,not_comparable,related_but_distinct,high,high,"These questions measure fundamentally different employment concepts. Question A asks about job desire/preference (wanting a job), which is a subjective aspiration about future employment. Question B asks about current employment status (being on layoff), which is an objective fact about one's employment situation. While both relate to employment, they cannot serve as substitutes for each other—a person can want a job without being on layoff, and vice versa.","Question A asks about the respondent's current desire for a job (willingness/intent to work), while Question B asks a factual status about being on layoff during last week (temporary separation from a job). They address different specific concepts (job-seeking/desire vs. layoff status and timing) and therefore are not interchangeable.",no,no,"currently (present tense, ongoing)",currently,last week,last week,False
CPS_0286,CPS_57,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A measures job desire or job-seeking intent among those not currently working, while Question B measures temporary absence from an existing job. These address different employment circumstances: A targets desire for employment (desire-based), while B targets employment status of those with jobs (status-based). They are complementary but distinct concepts used in employment classification.","Question A asks whether the person currently wants a job (a measure of desire or labor force attachment), while Question B asks whether the person was temporarily absent from a job last week (a status about having a job and recent presence). They address different concepts (wanting employment vs. being absent from employment) even though both fall under employment status.",no,no,not specified (current/ongoing),currently,last week,last week,True
CPS_0287,CPS_57,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_114,"When did this person last work, even for a few days?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about current job desire (forward-looking, aspirational), while Question B asks about past work history (backward-looking, factual). Although both relate to employment, they measure fundamentally different constructs: job wanting versus job holding. Question A captures labor force attachment intentions; Question B captures employment history and does not assess current job desire.","Question A asks about the respondent's current desire to have a job (a subjective, yes/no notion of wanting work). Question B asks for the last time the person actually worked (an objective timing of employment history). They address related aspects of labor status but measure different constructs, use different response formats, and have different temporal focuses.",no,no,currently (present time),current,not specified (lifetime/historical),most recent time worked (no fixed reference period specified),True
CPS_0288,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include any job from which (name/you) (was/were) temporarily absent.",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,near_duplicate,related_but_distinct,high,high,"Both questions ask about employment for pay during a recent week, with the same core concept of current employment status. The primary difference is that CPS uses a two-week reference period (offering flexibility between last week or the week before), while ACS uses only the most recent week. Both include temporary absences/implicit continuity of employment. The reference period difference is minor and both capture essentially the same employment concept.","CPS Question A asks whether the person ""has a job"" in the reference week and explicitly includes persons temporarily absent from their job (i.e., it's capturing job attachment even if no work occurred that week). ACS Question B asks whether the person ""worked for pay"" last week, which requires actual work for pay during that week and would miss those who were on temporary absence or had a job but did not work. Thus they address the same general topic (employment) but ask different specific things (jobholding vs. work-for-pay).",partial,no,The week before last OR last week (two-week reference period),the week before last / last week,Last week,last week,False
CPS_0289,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include any job from which (name/you) (was/were) temporarily absent.",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,near_duplicate,related_but_distinct,high,high,"Both questions ask about employment status during a recent one-week period and use yes/no response formats. Question A covers a slightly broader reference period (either of two weeks) and explicitly includes temporary absences from jobs, while Question B uses a simpler, more direct formulation asking about any paid work. The core concept of recent employment is identical, with only minor wording differences in how the question is framed.","Question A asks whether the person 'has a job' during the reference week and explicitly includes jobs from which the person was temporarily absent (so it measures job-holding/employment status). Question B asks whether the person 'did any work for pay' last week (measuring actual paid work performed that week). The two therefore differ in substantive focus (job-holding including absences vs. actual paid work) and have a one-week potential reference offset in A's phrasing, so they are related but not equivalent.",partial,partial,The week before last or last week,the week before last (question text also shows 'last week' as an alternative depending on interview),Last week,last week,False
CPS_0290,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include any job from which (name/you) (was/were) temporarily absent.",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether a person had a job (employed status) during a specified recent week, while Question B asks specifically whether a person was on layoff from a job. These address different employment conditions: Question A captures active employment, while Question B captures a specific employment status (layoff) that may or may not result in employment. A person on layoff may not have ""a job"" in the sense of Question A. The questions measure different dimensions of employment.","Question A asks whether the person had any job (including temporary absence) during the reference week, i.e., general employment status. Question B asks specifically whether the person was on layoff from a job last week, which is a narrower condition (a subset of employment/unemployment statuses). Because B targets a specific circumstance (being on layoff) rather than general job-holding, the two are related but ask different things.",no,no,the week before last or last week,last week (or the week before last),last week,last week,True
CPS_0291,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include any job from which (name/you) (was/were) temporarily absent.",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks whether a person HAS a job (full or part time), with temporary absence as one component to include in that count. Question B asks ONLY about temporary absence from a job, assuming the job already exists. Question A is the broader employment status question, while Question B is a narrower follow-up about absence status. They serve different purposes in the survey logic.","Question A asks whether the person had a job during the reference week (explicitly including jobs from which they were temporarily absent), while Question B asks specifically whether the person was temporarily absent from a job last week. They address the same employment topic but ask different specific facts (employment status vs. temporary absence). Also, CPS A can reference the week before last in some rotations, whereas ACS B references last week.",no,no,The week before last OR last week,last week or the week before last (CPS rotation),Last week,last week,True
CPS_0292,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include any job from which (name/you) (was/were) temporarily absent.",ACS_114,"When did this person last work, even for a few days?",Employment Status,related_but_distinct,reference_period_mismatch,high,high,"Both questions address employment status but with fundamentally different objectives. Question A asks whether someone actively held a job during a specific recent week (establishing current employment status), while Question B asks when someone last worked at any point in their life (establishing work history/ever-worked status). Question B is broader and backward-looking without a defined timeframe, whereas Question A is narrow and forward-looking to a specific reference week. These serve different analytical purposes and cannot be used interchangeably.",Question A asks whether the person had a job during a specific reference week (last week or the week before last) and is a yes/no employment-in-reference-week question. Question B asks when the person last worked at any point in time (no fixed reference period) and solicits a timing/date response rather than a simple current-week employment status. These differences in reference period and response format mean they are not directly equivalent.,no,partial,The week before last OR last week (specific recent week),the week before last / last week (reference week),"Not specified (lifetime perspective - 'last worked, even for a few days')",not specified (asks for time person last worked),False
CPS_0293,CPS_72,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about job desire (aspirational/preference), while Question B asks about actual work performed (behavioral). These measure different constructs: willingness to work versus current employment status. Additionally, they use different reference periods—Question A is present-focused (currently want) while Question B is past-week focused (did work).","Question A asks about the respondent's current desire to have a job (a subjective preference/need), while Question B asks whether the respondent actually worked for pay during a specific reference period (last week). They address related employment topics but measure different constructs (wanting employment vs. recent employment activity) and have different reference frames.",no,no,current/ongoing,currently,last week,last week,True
CPS_0294,CPS_72,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about current job desire/preference (a forward-looking subjective measure), while Question B asks about actual work performed in the past week (a backward-looking behavioral measure). These measure fundamentally different employment concepts: willingness/intention to work versus actual employment activity. The reference periods also differ materially (current preference vs. past week activity).","Question A asks about the respondent's desire or intent to have a job (wanting a job) at the present time, while Question B asks about actual paid work performed in the specific reference period of last week. These are different constructs: one measures preference/intention/status of wanting work, the other measures recent labor market activity; they are related (employment topic) but not equivalent and cannot substitute for one another.",no,no,current/present time (unspecified),currently,last week,last week,True
CPS_0295,CPS_72,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,not_comparable,related_but_distinct,high,high,"Question A asks about current desire for employment (a forward-looking preference/intention), while Question B asks about being on layoff status (a specific employment circumstance). These measure fundamentally different concepts: one captures job-seeking intent while the other captures a particular reason for job separation. They address different aspects of employment status and cannot substitute for each other.","The CPS item asks whether the person currently wants a job (a measure of job desire or labor supply), while the ACS item asks whether the person was on layoff last week (a specific employment status event). They address different constructs and have different temporal specificity, so they are related by topic (employment) but distinct in meaning.",no,no,current/present,currently (present),last week,last week,False
CPS_0296,CPS_72,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,not_comparable,related_but_distinct,high,high,"Question A asks about current desire for employment (a prospective measure of job-seeking intent), while Question B asks about temporary absence from an existing job (a retrospective measure of actual employment status). These measure fundamentally different concepts: one captures labor force aspirations/wants, the other captures actual job attachment. Even with aligned reference periods, they would not be interchangeable.","Question A asks whether the person currently wants a job (desire/availability to work), while Question B asks whether the person was temporarily absent from a job last week (an employment presence/absence status). They address different constructs (wanting/seeking work vs. temporary absence from an existing job) and have different reference timing, so they are related by topic but not equivalent.",no,no,current/present,currently,last week,last week,False
CPS_0297,CPS_72,"(Do / Does) (name/you) currently want a job, either full or part time?",ACS_114,"When did this person last work, even for a few days?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A asks about current job desire/intentions (forward-looking, aspirational), while Question B asks about past work history (backward-looking, behavioral). These measure different constructs: desire for employment versus actual prior employment experience. Question B could help establish work history context, but cannot answer what Question A asks about current job-seeking motivation or desire.",Question A asks about the respondent's current desire to have a job (a subjective current-state construct). Question B asks for the timing of the respondent's most recent work episode (an objective employment history/recency construct). These measure different concepts and cannot be substituted for one another despite both relating to employment.,no,no,currently,current/present,"not specified (asks about last work timing, historical)",most recent time worked (recency),True
CPS_0298,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A specifically asks about being on layoff from a job, which is a distinct employment status condition, while Question B asks whether the person worked for pay at a job or business. These measure different concepts: layoff status versus actual work activity. Question A captures involuntary separation status while Question B captures current work engagement, so they cannot substitute for one another despite both relating to employment.","The CPS item asks specifically about being on layoff (a temporary job separation with an expectation of recall), while the ACS item asks whether the person worked for pay last week. Those are different concepts: not working for pay does not imply the person was on layoff (they could be unemployed, on leave, ill, or not in the labor force). Although both reference last week (CPS may also reference the week before last), the substantive focus differs, so they are related but not equivalent.",no,no,the week before last or last week,last week (or the week before last),last week,last week,True
CPS_0299,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A specifically asks about layoff status (a temporary separation from employment), while Question B asks about any work activity for pay. These measure different employment concepts: layoff status is a classification of joblessness type, whereas work activity is a measure of actual employment engagement. Although both reference roughly the same week, a person on layoff could have done some work for pay, and someone who did work might not have been on layoff, making these conceptually distinct despite both relating to employment.","Question A asks about layoff status (an employment relationship/status concept, i.e., temporarily separated from an employer and expecting recall) during the week before last or last week. Question B asks about any paid work activity last week (whether the person did any work for pay), a behavioral measure of work in the reference week. The two thus address related employment topics but different constructs and have slightly different reference periods, so they are not duplicates.",no,no,the week before last or last week,the week before last / last week,last week,last week,True
CPS_0300,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,near_duplicate,reference_period_mismatch,high,medium,"Both questions ask the identical core concept—whether a person was on layoff from a job—using yes/no response format. The primary difference is that Question A (CPS) offers flexibility in the reference period (""the week before last"" OR ""last week""), likely to accommodate interview timing, while Question B (ACS) uses a fixed ""last week"" reference period. This minor procedural variation does not substantively change the meaning or comparability of the questions.","Both questions ask the same core concept (whether the person was on layoff from a job) and use a yes/no format, but Question A can refer to either 'last week' or 'the week before last' depending on interview rotation while Question B refers only to 'last week.' That difference in the referenced week creates a mismatch in timing even though the substantive concept is the same.",partial,partial,The week before last OR last week (flexible reference period),last week OR the week before last (varies),Last week (fixed reference period),last week,False
CPS_0301,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Both questions address employment status during roughly the same timeframe, but they capture fundamentally different concepts. Question A specifically asks about being on layoff (a temporary separation initiated by employer), while Question B asks about temporary absence from work for any reason (could be vacation, illness, personal leave, etc.). A layoff is a specific employment condition, whereas temporary absence is broader and includes circumstances outside layoff situations.","CPS asks specifically whether the person was ""on layoff"" (implying an employer-initiated temporary separation with expectation of recall), whereas ACS asks whether the person was ""temporarily absent from a job or business,"" which covers many reasons (vacation, illness, strike, layoff, etc.). The reference periods largely overlap but CPS wording can vary between the week before last and last week, and the substantive difference in what is being counted (layoff only vs any temporary absence) makes them distinct.",no,no,The week before last OR last week,the week before last / last week (survey-dependent),Last week,last week,True
CPS_0302,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",ACS_114,"When did this person last work, even for a few days?",Employment Status,related_but_distinct,related_but_distinct,high,high,"Question A specifically asks about current layoff status during a defined recent week, which is a binary yes/no employment status indicator. Question B asks when someone last worked at any point, which captures lifetime work history or time since last employment without specifying a reference period. While both relate to employment, A measures current layoff status and B measures work recency/history—fundamentally different constructs that serve different analytical purposes in employment status determination.","Question A asks a binary yes/no about being on layoff during a specific recent week (last week or the week before last). Question B asks an open-ended timing question about when the person last worked and does not specifically ask about layoff status or restrict to a short reference period, so it measures a different aspect of employment history and uses a different response format. These differences mean they are related (both concern employment) but ask distinct things.",no,partial,The week before last / last week,the week before last / last week,"not specified (asks when person last worked, open-ended)",not specified,True
