classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
not_comparable,high,not specified,not specified,"These questions address fundamentally different concepts within the broad topic of technology/communications. Question A asks about consent for contact via text messaging as a survey administration method, while Question B asks about household access to internet as a resource/service. Question A is about survey methodology preferences, not about internet/computer access, making them distinct despite both touching on digital communication.",no,FOODAPS_0158,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A requests a contact phone number for text message delivery (a data collection mechanism), while Question B asks whether household members have access to Internet service via various technologies (a substantive measurement of connectivity). These serve fundamentally different purposes: one is administrative/operational for the survey itself, the other measures a household characteristic. They are not asking about the same concept despite both involving mobile/internet technology.",no,FOODAPS_0162,claude-haiku-4-5-20251001
related_but_distinct,high,current status (present tense),past 12 months,"While both questions address fertility, they measure fundamentally different constructs: Question A assesses current pregnancy status (a state at a point in time), whereas Question B measures past childbearing events (a behavior or outcome over a period). A woman could answer 'no' to Question A (not currently pregnant) while answering 'yes' to Question B (gave birth in the past year). These questions capture different fertility-related information and cannot substitute for one another.",no,FOODAPS_0163,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about household relationship to a reference person, which is the core concept for classifying household members. The main difference is that Question A directly asks for the relationship to the respondent (NAME), while Question B asks how Person X is related to Person 1 (establishing a reference person first). Despite this procedural difference, they capture the same relational information needed for household composition. The wording variation is minor and does not materially change the meaning or response requirements.",partial,FOODAPS_0164,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about the relationship between the respondent (or reference person) and another household member. Question A uses a direct address format ('NAME') while Question B uses positional numbering ('Person 2' to 'Person 1'), but they elicit identical information about household relationships. The minor wording and format differences do not change the core meaning or intent of the question.",yes,FOODAPS_0165,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,Both questions ask for the same core information: the relationship between a household member and a reference person. Question A asks directly 'What is NAME's relationship to you?' while Question B asks 'How is this person related to Person 1?' These are functionally equivalent despite minor wording differences in how the relationship information is elicited. Both capture household relationship data with no differences in reference period or response format.,yes,FOODAPS_0166,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they operate at different levels of the data collection process. Question A directly asks about spouse presence (yes/no determination), while Question B asks for the respondent's name and their relationship to Person 1 as part of roster construction. Question A targets a specific relationship type for a named individual, whereas Question B is a foundational roster question establishing all household members' relationships to the reference person.",partial,FOODAPS_0167,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but Question A targets a specific relationship type (spouse presence) with a yes/no format, while Question B uses an open-ended relationship categorization approach applicable to any household member. Question A focuses narrowly on spouse status for a named individual, whereas Question B captures the full range of household relationships in a relational matrix format (comparing any person to Person 1). These represent different methodological approaches to the same underlying topic.",partial,FOODAPS_0169,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about race/ethnicity for an individual, but differ significantly in response format: FoodAPS uses 'select all that apply' (allowing multiple selections for multiracial/multiethnic respondents), while ACS uses a single-response format ('Person 1's race'). This methodological difference can produce different distributions and is not merely a wording variation—it reflects different conceptual approaches to capturing racial/ethnic identity.",partial,FOODAPS_0170,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address household relationships, but they differ fundamentally in scope and approach. Question A is a yes/no filter question about a specific relationship (spouse membership), while Question B uses an open-ended name collection followed by a categorical relationship question that captures all household members' relationships to a reference person. Question A assumes a spouse exists and asks about presence; Question B establishes relationships for all household members regardless of type.",partial,FOODAPS_0168,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept—an individual's race/ethnicity—but differ fundamentally in response format. Question A explicitly allows multiple selections ('select all that apply'), accommodating multiracial/multiethnic respondents, while Question B uses singular phrasing ('What is Person 2's race?') implying a single-choice response. This format difference affects data structure and the ability to capture multiracial identification, making them non-equivalent despite measuring the same underlying concept.",partial,FOODAPS_0171,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about race/ethnicity of an identified person with no time reference, making them conceptually equivalent. However, Question A explicitly allows multiple selections ('Select all that apply'), while Question B uses singular 'What is...race?' implying a single-choice format. This response format difference could yield different data structures and capture of multiracial/multiethnic identity differently.",partial,FOODAPS_0174,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about race/ethnicity, but they differ significantly in response format. Question A explicitly allows multiple selections ('Select all that apply'), capturing multiracial/multiethnic respondents with full detail. Question B requests a single response about one person's race, which typically forces respondents into a single category. This format difference means they would capture different information about the same underlying concept, particularly for multiracial individuals.",partial,FOODAPS_0172,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (race/ethnicity), but differ fundamentally in response format. Question A explicitly allows multiple selections ('select all that apply'), accommodating multiracial respondents, while Question B uses singular 'race' with an implied single-choice format. This difference affects data structure and comparability, as responses cannot be directly mapped without determining how ACS single-race responses align with FoodAPS multiracial selections.",partial,FOODAPS_0173,claude-haiku-4-5-20251001
response_format_mismatch,high,not specified,not specified,"Both questions ask about the same core concept (race/ethnicity) with no time reference differences. However, Question A explicitly instructs respondents to ""select all that apply,"" allowing multiple race/ethnicity selections, while Question B uses singular ""race"" phrasing suggesting a single-choice format. This methodological difference in response structure affects how respondents can report their identity and could yield different data patterns, particularly for multiracial individuals.",partial,FOODAPS_0175,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,currently,"Both questions address health insurance coverage, but Question A specifically asks about Medicaid coverage only, while Question B asks about ANY type of health insurance or coverage plan (which could include private insurance, Medicare, Medicaid, etc.). Question A is narrower in scope—it's a single-program screener—whereas Question B is a comprehensive health insurance coverage question. Additionally, Question A uses 'you/anyone in your household' (household level) while Question B asks about 'this person' (individual level).",partial,FOODAPS_0177,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions measure housing tenure (own vs. rent) as their core concept with identical reference periods (current/present tense, not specified). Question A uses a simple binary format (rent or own), while Question B provides more granular categories distinguishing between ownership with mortgage, ownership free and clear, rented, and occupied without payment. Despite this response format difference, they capture the same fundamental tenure information, with Question B simply offering additional detail about ownership type.",partial,FOODAPS_0176,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about Medicaid coverage status (a specific public health insurance program), while Question B asks about whether a health plan has a premium (a feature of any insurance plan). These are fundamentally different concepts—one identifies a type of coverage, the other asks about plan characteristics. Question B could apply to any health insurance type, including Medicaid, but does not identify which program is in question.",no,FOODAPS_0178,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Question A asks about Medicaid coverage, which is a specific public health insurance program for low-income individuals and families. Question B asks about tax credits or subsidies for health insurance premiums, which typically refers to Affordable Care Act marketplace subsidies. While both relate to income-based health insurance assistance, they target different programs with different eligibility criteria, coverage structures, and policy purposes. A household could receive ACA subsidies without Medicaid or vice versa, making these distinct programmatic concepts rather than equivalent measures of the same construct.",no,FOODAPS_0179,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,currently,"Both questions address health insurance coverage, but Question A specifically targets Medicaid enrollment while Question B asks about any current health insurance coverage more broadly. Question A is narrower in scope (one specific program) while Question B captures multiple types of coverage. The ACS question's emphasis on 'CURRENTLY' also implies a point-in-time measure, whereas FoodAPS's reference period is unspecified but likely refers to household composition at survey time.",partial,FOODAPS_0180,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different aspects of health insurance. Question A asks about Medicaid coverage eligibility for household members, while Question B asks about whether a specific health plan has a premium cost. One focuses on insurance type/program identification, the other on plan cost characteristics. They cannot be used interchangeably.",no,FOODAPS_0181,claude-haiku-4-5-20251001
near_duplicate,high,currently,not specified,"Both questions ask about marital status using nearly identical response categories (married, widowed, divorced, separated, never married). Question A explicitly uses 'currently' while Question B's time reference is implicit/present tense. The core concept and response formats are functionally equivalent, with only minor wording variation that does not meaningfully change the substance of what is being measured.",yes,FOODAPS_0183,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions address health insurance coverage but measure fundamentally different insurance programs and mechanisms. Question A asks about Medicaid enrollment (a means-tested public program), while Question B asks about premium tax credits/subsidies (typically for marketplace/ACA plans based on income). These represent distinct pathways and types of health insurance assistance that are not mutually exclusive—a person could have either, both, or neither.",no,FOODAPS_0182,claude-haiku-4-5-20251001
response_format_mismatch,high,currently,not specified,"Both questions address marital status but capture fundamentally different information through their response formats. Question A asks for current marital status category (married, widowed, divorced, separated, or never married), while Question B asks for the count of times married, which is a cumulative lifetime measure. Someone could answer 'divorced' to Question A but '2' to Question B, providing distinct pieces of information that don't directly map to each other.",no,FOODAPS_0185,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (current status),past 12 months (events),"Question A asks for current marital status (a state at the time of survey), while Question B asks about marital events that occurred in the past 12 months. A person could be currently married (Question A) but have no events in the past 12 months, or report a divorce in the past 12 months (Question B) but now be remarried. These capture fundamentally different temporal concepts despite addressing the same general topic.",no,FOODAPS_0184,claude-haiku-4-5-20251001
related_but_distinct,high,current status (not specified temporal frame),lifetime/historical (year of last marriage),"Question A asks for current marital status (a categorical state: married, widowed, divorced, separated, or never married), while Question B asks for the specific year of last marriage (a historical data point). Question A provides status information needed for analysis, while Question B provides temporal information about when that status was established. They address different analytical dimensions of marital history.",no,FOODAPS_0186,claude-haiku-4-5-20251001
near_duplicate,high,current,not specified,"Both questions ask about marital status as a core concept and target the same population characteristic. Question A explicitly states 'currently married' (present tense), while Question B uses generic 'marital status' without explicit time reference, though standard ACS administration implies current status. The response categories are functionally equivalent (both capture married, widowed, divorced, separated, never married options), with only minor wording differences in how the question is phrased.",yes,FOODAPS_0187,claude-haiku-4-5-20251001
response_format_mismatch,high,current,lifetime,"Both questions address marital status but capture fundamentally different information through different response formats. Question A asks for current marital status category (married, widowed, divorced, separated, or never married), while Question B asks for a count of lifetime marriages. Question A provides current state; Question B provides historical frequency, meaning they answer different analytical questions despite overlapping topic area.",no,FOODAPS_0189,claude-haiku-4-5-20251001
reference_period_mismatch,high,current status (point-in-time),past 12 months (events occurring),"Question A asks about current marital status (a snapshot of present state), while Question B asks about specific marital events that occurred in the past 12 months. These measure fundamentally different things: A captures static status while B captures dynamic transitions. A person could be currently married (A) but not have married in the past 12 months (B), making them incompatible for direct comparison or consolidation.",no,FOODAPS_0188,claude-haiku-4-5-20251001
response_format_mismatch,high,current/present,year of most recent event (historical),"Both questions address marital status, but Question A asks for current marital status category (married, widowed, divorced, separated, never married), while Question B asks for the specific year of last marriage—a historical fact rather than current status. Question A provides a categorical snapshot of current marital state, whereas Question B captures only one temporal data point from a person's marital history. These require fundamentally different response formats and serve different analytical purposes.",partial,FOODAPS_0190,claude-haiku-4-5-20251001
not_comparable,high,current,not specified,"Question A asks a straightforward factual question about current residential address, while Question B asks for subjective reasoning about data quality and usability. These are fundamentally different concepts: one confirms residence location, the other solicits metadata commentary. They share only the broad 'Household' subtopic but serve entirely different survey purposes.",no,FOODAPS_0193,claude-haiku-4-5-20251001
not_comparable,high,current/present,not specified,"Question A asks about current residential address verification for interview administrative purposes, while Question B is a data quality check asking whether interview information should be used at all. These serve fundamentally different functions: A is about address confirmation, while B is about interview validity/usability. They address distinct concepts despite both being household-level administrative questions.",no,FOODAPS_0192,claude-haiku-4-5-20251001
not_comparable,high,current,not specified,"Question A asks about current residential address verification (a household locating question), while Question B requests contact information for the survey respondent (an administrative/operational question). These address entirely different purposes: one validates where the household lives, the other identifies who is completing the survey. They are fundamentally distinct in concept despite both relating broadly to household information.",no,FOODAPS_0194,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (implies current/present tense),last 4 weeks,"Both questions address the same core concept of active job-seeking behavior within the labor force context. However, Question A uses an unspecified present tense ('currently looking'), while Question B explicitly specifies a 4-week lookback period with an 'actively' modifier. The absence of a defined reference period in Question A versus the explicit 4-week window in Question B creates potential for different response patterns, particularly for individuals whose job search intensity may have fluctuated recently.",partial,FOODAPS_0191,claude-haiku-4-5-20251001
not_comparable,high,current,not specified,"Question A asks about current residence/address verification, while Question B is a procedural instruction to copy a person's name from another page to establish person identity for subsequent questions. These serve entirely different functions—one validates residential location data, the other is a data entry/routing mechanism with no substantive household information content.",no,FOODAPS_0195,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions serve entirely different purposes within their respective surveys. Question A is a basic identifier question collecting respondent name (demographic/administrative), while Question B is a data quality/confidentiality filter asking whether interview responses should be used. They share no conceptual similarity beyond both being household-level survey questions.",no,FOODAPS_0196,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different constructs with no conceptual overlap. Question A is a basic demographic identifier requesting the respondent's name, while Question B is a meta-survey question about data quality and appropriateness for use. They serve different purposes in their respective surveys and have no shared meaning or intent.",no,FOODAPS_0197,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,not specified,"Both questions collect name information, but they serve different purposes and have different scopes. Question A asks for the respondent's name in isolation, while Question B asks for the name AND telephone number of the person completing the form, making it broader in scope. Additionally, Question B explicitly identifies the respondent as the form-filler, whereas Question A does not specify whose name is being requested in context.",partial,FOODAPS_0198,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask for the same information—the name of a household member—with identical core intent and response format. The only substantive difference is that Question B explicitly directs respondents to reference information from a previous page rather than asking them to provide it directly, which is a procedural variation rather than a conceptual one. Both serve the same function of collecting personal identifier data for household roster purposes.",yes,FOODAPS_0199,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions serve entirely different purposes and collect different types of information. Question A requests contact information (email address) for survey administration purposes, while Question B is a data quality control mechanism asking whether interview responses should be used in analysis. They address separate operational and methodological concerns rather than overlapping household concepts.",no,FOODAPS_0200,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions are fundamentally different in purpose and content. Question A requests contact information (email address) for future communication purposes, while Question B asks for identification information (name and phone number) of the respondent completing the form. Although both collect contact details, they serve different survey administration functions and are not interchangeable.",no,FOODAPS_0202,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions ask fundamentally different things and serve different purposes. Question A requests contact information (email address), while Question B asks for respondent reasoning about data usage restrictions or confidentiality concerns. They have no overlapping conceptual content and are not related by topic, methodology, or intent.",no,FOODAPS_0201,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different survey purposes and concepts. Question A concerns contact method preferences for future survey administration (operational logistics), while Question B addresses data quality and confidentiality restrictions on already-collected interview information (data governance). They are unrelated despite both appearing on household surveys.",no,FOODAPS_0204,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about consent for future contact via text message (a data collection methodology question), while Question B asks respondents to explain their reasoning about data use restrictions (a data governance question). These address completely different concepts: one concerns survey administration preferences, the other concerns data access and usage policies. Despite both being in a household survey context, they serve entirely different purposes.",no,FOODAPS_0205,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A requests contact information (email address) while Question B is an administrative instruction to reference and continue with roster information about a specific household member. These serve entirely different purposes—one collects personal contact data, the other provides survey procedural guidance. They address fundamentally different concepts despite both being household-related survey elements.",no,FOODAPS_0203,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different information needs. Question A asks about a respondent's preference for future contact method (text messaging), while Question B requests identifying information (name and phone number) of the person completing the survey. Question A is about communication preferences going forward, whereas Question B is about capturing contact details for the current respondent. They serve different purposes in data collection.",no,FOODAPS_0206,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different survey functions and concepts. Question A solicits consent for future contact via text message (a communication preference), while Question B is an administrative instruction to copy respondent identifying information from a previous page for data linkage purposes. Despite both appearing in household surveys, they serve different operational purposes and have no overlapping measurement intent.",no,FOODAPS_0207,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts. Question A collects contact information (a cell phone number) for survey administration purposes, while Question B is a data quality control question asking whether interview responses should be used. Question A is about communication logistics; Question B is about response validity. They share no substantive overlap despite both appearing in household surveys.",no,FOODAPS_0208,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A is a logistical/contact question requesting a cell phone number for survey administration purposes (text message delivery method). Question B is a data quality/metadata question asking respondents to explain concerns about data validity. These serve entirely different functions—one is operational contact information, the other is substantive survey feedback—and share no conceptual overlap despite both appearing in federal surveys.",no,FOODAPS_0209,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions serve fundamentally different purposes despite both involving contact information. Question A requests a cell phone number specifically for receiving text message communications about the survey itself (contact preference for survey administration). Question B requests the name and phone number of the respondent completing the form for identification and verification purposes. The first is about survey methodology/communication, while the second is about respondent identity verification.",no,FOODAPS_0210,claude-haiku-4-5-20251001
not_comparable,high,next week,not specified,"Question A asks for factual household roster information (who lives at the address), while Question B is a data quality/validation question asking whether the interview responses should be used. These serve entirely different purposes: one collects substantive household composition data, the other is a metadata flag about interview validity. They are fundamentally different types of questions despite both being labeled under 'household' subtopic.",no,FOODAPS_0212,claude-haiku-4-5-20251001
not_comparable,high,next week,not specified,"Question A asks for roster information about household members at a specific address, while Question B asks for a subjective evaluation about data quality or usability. These are fundamentally different types of questions addressing different concepts—one collects factual household composition data, the other solicits critical feedback about data itself. They cannot be meaningfully compared as equivalent measures of the same construct.",no,FOODAPS_0213,claude-haiku-4-5-20251001
not_comparable,high,next week,not specified,"Question A asks for a roster of all household members living at an address over a specified time period, while Question B asks only for contact information (name and phone number) of the person completing the form. These are fundamentally different questions serving different purposes: one identifies all household residents, the other identifies the respondent. They are not measuring the same concept despite both relating to the household topic.",no,FOODAPS_0214,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts and serve different survey purposes. Question A requests contact information (a cell phone number for text message communication), while Question B is an administrative instruction to reference and copy a respondent's name from a previous page for data continuity. They do not measure overlapping information despite both being part of household surveys.",no,FOODAPS_0211,claude-haiku-4-5-20251001
not_comparable,high,usually/currently away,not specified,"Question A asks about household composition by identifying temporarily absent household members, while Question B appears to be a meta-question about data quality or survey administration (why data shouldn't be used). These are fundamentally different concepts—one collects substantive demographic information about household members, the other solicits feedback about data validity. They do not measure the same construct.",no,FOODAPS_0217,claude-haiku-4-5-20251001
not_comparable,high,usually/current (people temporarily absent),not specified (data quality flag),"These questions serve entirely different purposes. Question A asks about household composition—specifically identifying household members who are temporarily absent—which is substantive survey content. Question B is a data quality/administrative question asking whether the interview data should be used at all, serving as a validity flag rather than collecting household information. They have no meaningful overlap in concept despite both relating to households.",no,FOODAPS_0216,claude-haiku-4-5-20251001
related_but_distinct,high,next week,not specified,"Both questions address household membership, but Question A actively solicits a complete roster of all household members with a specific forward-looking timeframe ('next week'), while Question B appears to be a continuation instruction referencing Person 1 from a previous page without establishing or verifying household composition. Question A is a primary data collection mechanism for household roster; Question B assumes roster information already exists and is directing respondent navigation rather than collecting new household membership data.",no,FOODAPS_0215,claude-haiku-4-5-20251001
not_comparable,high,usually (ongoing/habitual),not specified,"Question A asks about household composition by identifying absent household members who usually live in the residence, collecting substantive demographic information about household structure. Question B asks for contact information (name and phone number) of the respondent filling out the form, which is administrative/logistical metadata rather than survey content. These serve entirely different purposes and measure completely different constructs.",no,FOODAPS_0218,claude-haiku-4-5-20251001
not_comparable,high,usual residence; currently away,not specified,"Question A asks about household members who usually live in the household but are temporarily absent due to specific reasons (vacation, work, military, hospital), addressing household roster completeness. Question B is an instruction to copy a person's name from a previous page to continue answering demographic questions about that individual. These serve fundamentally different purposes: one identifies missing household members, while the other is a procedural routing instruction with no substantive household content.",no,FOODAPS_0219,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about current household composition (identifying non-family members living in the residence), while Question B is a data quality/interview validity check asking whether the collected information should be used. These address fundamentally different purposes: one gathers substantive household information, the other assesses interview quality. Despite both being household-related, they measure distinct concepts with no semantic overlap.",no,FOODAPS_0220,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about household composition (identifying additional household members), while Question B requests contact information for the survey respondent. These address entirely different aspects of household data collection—one is about who lives in the household, the other is about identifying the person completing the form. The questions serve different data collection purposes and cannot be used interchangeably.",no,FOODAPS_0222,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks whether non-family members (roommates, renters, employees) live in the household, seeking to identify additional household members beyond the primary family unit. Question B is a procedural instruction directing respondents to copy information from a previous page and continue with follow-up questions about Person 1. These serve entirely different functions: one is substantive household composition data collection, the other is administrative guidance for survey completion.",no,FOODAPS_0223,claude-haiku-4-5-20251001
not_comparable,high,next [fill] days,not specified,Question A asks about household composition and residence status over a specified future time period (who will be present/absent/visiting). Question B is a data quality control question asking whether interview data should be used at all. These are fundamentally different purposes: one collects substantive household information while the other is a metadata flag about data validity.,no,FOODAPS_0224,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,These questions address entirely different concepts. Question A asks about household composition and who lives at the residence (a factual demographic question about household members). Question B asks about data quality assessment and reasons why data should not be used (a meta-question about survey data validity). They share only a superficial connection to the general topic of 'household' but measure completely different information.,no,FOODAPS_0221,claude-haiku-4-5-20251001
not_comparable,high,next [fill] days,not specified,"These questions measure fundamentally different concepts. Question A asks about household member presence/absence patterns (a factual demographic characteristic), while Question B asks for subjective assessment of data quality or usability (a meta-survey evaluation question). They do not address the same construct despite both relating broadly to households.",no,FOODAPS_0225,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different constructs and are fundamentally incomparable. Question A asks about food sharing behavior within a household (a household composition/food security question), while Question B asks for respondent assessment of data quality or validity (a data quality/metadata question). They share only the superficial connection of both being federal survey questions.",no,FOODAPS_0229,claude-haiku-4-5-20251001
not_comparable,high,next [fill] days,not specified,"Question A asks about household members' presence/absence and guest status over a specific future timeframe (household composition dynamics). Question B is a procedural instruction for data entry/continuity, asking the respondent to reference information from another page rather than collecting new household information. These serve fundamentally different purposes: one collects substantive household data, the other is an administrative question.",no,FOODAPS_0227,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different constructs and serve different survey purposes. Question A (FoodAPS) asks about household food-sharing behavior and household composition/dynamics, while Question B (ACS) is a data quality/interview validity check asking whether the respondent believes the information provided should be used. They do not share a core concept despite both relating broadly to household context.",no,FOODAPS_0228,claude-haiku-4-5-20251001
not_comparable,high,next [fill] days,not specified,"Question A asks about household member presence/absence and visitor status over a specified future time period, while Question B requests contact information (name and phone number) for the survey respondent. These are entirely different concepts—one measures household composition dynamics, the other is administrative/contact data collection. They serve different purposes and have no substantive overlap.",no,FOODAPS_0226,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts despite both being household-related. Question A asks about food-sharing practices within a household (a behavioral/resource-sharing measure), while Question B requests contact information for the survey respondent (an administrative/data collection question). They serve different purposes and measure different phenomena.",no,FOODAPS_0230,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about food-sharing arrangements within a household, directly addressing household food security and resource pooling behavior. Question B is an administrative instruction directing respondents to reference a person's name for continued survey completion and has no substantive content about any household characteristic. These are fundamentally different in purpose—one measures a household behavior/condition, while the other is a procedural routing mechanism.",no,FOODAPS_0231,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure fundamentally different constructs despite both relating to households. Question A identifies household composition based on food-sharing behavior to determine economic food units, while Question B is a data quality/interview validation question asking whether responses should be used. They serve completely different purposes in their respective surveys.",no,FOODAPS_0232,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different concepts despite both relating to households. Question A identifies household members who share food resources as a group, which is a measure of economic/food resource pooling within a household. Question B requests contact information (name and phone) for the person completing the survey, which is administrative/procedural in nature. They measure different constructs and serve different survey purposes.",no,FOODAPS_0234,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different constructs and cannot be compared for equivalence. Question A asks respondents to identify household members who share food together, directly measuring household composition and food-sharing relationships. Question B asks a meta-question about data quality/usability and appears to be a data validation or instruction question unrelated to household information collection. They address fundamentally different purposes within their respective surveys.",no,FOODAPS_0233,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different constructs. Question A asks about the respondent's role in household meal planning/preparation activities, which relates to household labor and food security behaviors. Question B is a data quality control question asking whether the interview itself should be used, which is a survey administration/validity question unrelated to household meal activities. Despite both being labeled as subtopic 'Household,' they address fundamentally different purposes.",no,FOODAPS_0236,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks respondents to identify which household members share food as a group, measuring food-sharing behavior and household composition based on eating patterns. Question B is a procedural instruction asking respondents to copy a name from a previous page to continue the survey. These serve fundamentally different purposes: one collects substantive household data about food sharing, while the other is an administrative/formatting directive with no data collection intent.",no,FOODAPS_0235,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts and serve different survey purposes. Question A (FoodAPS) asks about the respondent's household role in meal planning/preparation, seeking to understand food-related labor distribution within a household. Question B (ACS) appears to be a data quality/metadata question asking why certain data should not be used, which is a survey administration or validation question unrelated to household meal preparation. They are fundamentally incomparable despite both potentially appearing in household surveys.",no,FOODAPS_0237,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about an individual's role in meal planning/preparation within their household, measuring personal household responsibility and behavior. Question B is a procedural instruction for survey administration asking respondents to copy a name for identification purposes. These are fundamentally different in purpose, construct, and content—one measures household labor/roles while the other is a data collection mechanism.",no,FOODAPS_0239,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about the respondent's role in meal planning/preparation activities within their household, measuring their contribution to a household function. Question B asks for contact information (name and phone number) of the person completing the form, serving an administrative/logistical purpose. These are fundamentally different concepts: one measures household behavior/responsibility, the other collects respondent identification data.",no,FOODAPS_0238,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about the respondent's personal involvement in meal planning/preparation within a food sharing group, measuring a specific household behavior or responsibility. Question B asks about data quality/usability concerns and appears to be a metadata or quality control question unrelated to household food activities. These are fundamentally different concepts with no meaningful overlap.",no,FOODAPS_0241,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts and serve different purposes. Question A asks about the respondent's role in meal planning/preparation within a food sharing group, measuring household food management behavior. Question B is a data quality control question asking whether interview information should be used, serving as a validity flag rather than substantive data collection. They share only the general 'household' topic area but measure fundamentally different constructs.",no,FOODAPS_0240,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different concepts. Question A asks about the respondent's participation in meal planning/preparation within a food sharing group (a behavioral/activity measure), while Question B requests contact information for administrative purposes (survey logistics). Despite both relating broadly to households, they address fundamentally different information needs with no overlap in meaning or intent.",no,FOODAPS_0242,claude-haiku-4-5-20251001
