classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,not specified,not specified,"Question A asks about foods and drinks received by household children age 13 and under (a behavioral/consumption item targeting a subgroup defined by age). Question B collects demographic data (current age and date of birth) for a specific person. Although both mention age, they address different substantive concepts and purposes, so they are related by topic but distinct in content.",no,P_0093,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about foods and drinks received by household children (a behavioral/consumption item that references an age group), while Question B asks for an individual’s age and date of birth (a demographic item). They address different constructs — food receipt versus demographic attributes — though A uses an age cutoff that B would supply. Because B does not capture the food/consumption information, the questions are distinct.",partial,P_0094,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks for a record of foods and drinks obtained for children (a dietary/household food inventory for children age 13 and under), whereas Question B asks about a person's place of birth (nativity). They measure entirely different constructs, target different subjects (children in household vs an individual 'this person'), and would use different response formats, so they are not comparable.",no,P_0096,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about foods and drinks obtained by children aged 13 and under (a consumption/food-record variable with an age-based qualifier), while Question B asks for a person’s age and date of birth (a demographic variable). They address different constructs (dietary receipt vs. age/DOB) and are not interchangeable.",no,P_0095,gpt-5-mini
related_but_distinct,high,not specified,not specified,"The two questions address different substantive concepts: Question A asks about foods and drinks obtained for children (consumption/food-record data) while Question B asks whether a person has grandchildren under 18 living in the household (relationship/residence). They also differ in the age cutoff (13 and under vs under 18) and in unit of analysis (children in household generally vs respondent's grandchildren), so they are not equivalent.",no,P_0097,gpt-5-mini
related_but_distinct,high,not specified,current/present,"Question A asks about foods and drinks received by children age 13 and under (a dietary/food acquisition measure) with no stated timeframe, while Question B asks whether a grandparent is currently responsible for most basic needs of grandchildren under 18 (a caregiving/household responsibility question). They differ in construct (food receipt vs caregiver responsibility), population (children generally age ≤13 vs grandchildren specifically <18), and the age cutoffs, so they are related by topic (children/age) but ask distinct things.",no,P_0098,gpt-5-mini
related_but_distinct,high,not specified,past 12 months,"Question A asks about a household's shopping behavior tied to the timing of receiving income or food-assistance benefits (and mentions multiple programs), whereas Question B simply asks whether anyone received SNAP benefits in the past 12 months. The concepts differ (behavioral dependence on benefit timing versus receipt of a specific program) and Question B is time-bounded while A has no reference period, so they are related but not equivalent.",no,P_0099,gpt-5-mini
reference_period_mismatch,high,not specified (asks for date of last receipt),past 12 months,"Question A requests the specific date of last SNAP receipt with no explicit reference period, while Question B asks a yes/no about receipt within the past 12 months. They therefore differ in the temporal window being measured; additionally, A elicits a date (more granular) whereas B is a binary measure. These differences make them non-equivalent for direct replacement.",no,P_0101,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks about the appropriateness of receiving a single daily reminder (notifications/satisfaction about reminder frequency). Question B asks about a person's marital status (demographic characteristic). They measure entirely different constructs and have no overlap in meaning, reference period, or response format.",no,P_0103,gpt-5-mini
reference_period_mismatch,high,the [insert number of day fill] day Food Log period,the past 12 months,"Both questions ask whether the household/person received SNAP benefits, so they share the same core concept. However Question A is limited to a specific short Food Log period (a defined number of days) while Question B asks about any receipt in the past 12 months, creating a clear reference-period mismatch that prevents direct equivalence. Because receipt over 12 months does not reliably indicate receipt during the brief Food Log window (and vice versa), the items are not interchangeable.",partial,P_0100,gpt-5-mini
not_comparable,high,not specified,past 12 months,"Question A asks about satisfaction with the number of daily reminders (a usability/satisfaction question), while Question B asks about marital events/status over the past 12 months. They address entirely different constructs (reminder feedback vs. marital history), so they are not comparable.",no,P_0104,gpt-5-mini
response_format_mismatch,high,the [insert number of day fill] day Food Log period (specified short reporting period),the past 12 months,"Both questions concern SNAP/food stamp benefits, but Question A asks for an amount received during a specific short Food Log period (dollar/quantity), while Question B asks a yes/no about any household receipt in the past 12 months. Thus they differ primarily in response format (numeric amount vs binary) and also differ in reference period length.",no,P_0102,gpt-5-mini
not_comparable,high,not specified,lifetime,"Question A asks about the perceived appropriateness of the number of daily reminders (a notification/preferences construct), while Question B asks for the number of times a person has been married (marital history). They address entirely different concepts and response domains, so they are not comparable for consolidation or harmonization.",no,P_0105,gpt-5-mini
not_comparable,high,not specified,year of last marriage,"Question A asks about a respondent's opinion on the number of daily reminders (a survey implementation/notification question), while Question B asks for the calendar year of a person's most recent marriage (marital history). They measure entirely different constructs, so they are not comparable.",no,P_0106,gpt-5-mini
related_but_distinct,high,not specified,past 12 months,"Question A asks for a monetary amount paid with a SNAP EBT card (usage/spending), while Question B asks a yes/no about whether anyone in the household received SNAP benefits in the past 12 months. They differ in measurement type (dollar amount vs binary receipt), unit of analysis (individual cardholder vs any household member) and B explicitly includes a 12-month reference period that A does not specify.",no,P_0107,gpt-5-mini
