classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,Current job (on layoff status),Usually/typically (not specified),"Question A is a categorical filter asking specifically whether a job on layoff meets the 35+ hours/week threshold for full-time status, with a yes/no format. Question B asks for the continuous number of hours usually worked per week without reference to employment status or categorical thresholds. While both concern weekly hours, they serve different purposes: A classifies employment type during layoff, while B measures actual hours worked. The response formats differ fundamentally (binary vs. numeric).",no,CPS_0106,claude-haiku-4-5-20251001
related_but_distinct,high,current job (on layoff),usual/typical week (not specified),"Question A asks a yes/no binary about whether a specific job (one from which the person is on layoff) meets the 35+ hour threshold, while Question B asks for the actual number of hours usually worked per week in an unspecified job context. Question A references a layoff situation and uses a categorical threshold; Question B requests continuous numeric data without the layoff constraint. These measure related but different aspects of work hours.",partial,CPS_0105,claude-haiku-4-5-20251001
related_but_distinct,high,current job (on layoff status),usually work (habitual/typical),"Question A asks a yes/no binary about whether a specific job meets a 35+ hours/week threshold, while Question B asks for a continuous estimate of usual weekly hours. Question A is tied to layoff status and a specific job reference, whereas Question B is a general measure of typical work hours. Although both address hours per week, they differ fundamentally in context, specificity, and response format.",no,CPS_0108,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (refers to job on layoff status),usual/typical week (ongoing employment),"Question A is a binary categorical question asking whether a specific job meets the full-time threshold (≥35 hours/week), while Question B asks for an open-ended numeric response about usual weekly hours worked. Question A targets individuals on layoff from a specific job, whereas Question B appears to apply to current employment without the layoff context. The response formats are fundamentally different (yes/no vs. continuous hours), making direct equivalence impossible.",no,CPS_0107,claude-haiku-4-5-20251001
related_but_distinct,high,current job status (at time of survey),past 12 months,"While both questions touch on employment characteristics, they measure fundamentally different concepts. Question A asks about current job status and standard hours for a specific job (35+ hours/week threshold for full-time classification), whereas Question B asks about work consistency over a full year (whether work occurred every week). Question A addresses job classification at a point in time; Question B addresses work patterns across an extended period. The reference periods differ substantially (current vs. past 12 months), and neither logically substitutes for the other.",no,CPS_0109,claude-haiku-4-5-20251001
related_but_distinct,high,current job status (on layoff),past 12 months,"Question A asks about full-time status (≥35 hours/week) of a specific job from which the respondent is currently on layoff, focusing on a job characteristic. Question B asks about total weeks worked across potentially any employment in the past 12 months, measuring work intensity over time. These measure different dimensions: one is a job attribute (full-time vs part-time classification), the other is annual work volume.",no,CPS_0110,claude-haiku-4-5-20251001
related_but_distinct,high,current job status (on layoff),past 12 months,"Both questions address weekly hours worked, but they target fundamentally different populations and purposes. Question A asks about a specific job threshold (35+ hours/week) for workers currently on layoff, serving as a binary classifier for full-time status. Question B collects continuous data on usual weekly hours across all employment situations over a 12-month period. Question A is conditional on layoff status while Question B applies universally to employment history, making them distinct despite addressing the same underlying concept.",no,CPS_0111,claude-haiku-4-5-20251001
not_comparable,high,"not specified (present tense, ongoing)",not specified (usual/typical),"Question A asks about job search behavior (looking for full-time work), which is a yes/no employment status question. Question B asks about actual hours worked per week at a current job, which is a quantitative measure of current employment. These are fundamentally different concepts: one measures job-seeking activity while the other measures work intensity among the employed. They cannot be consolidated.",no,CPS_0112,claude-haiku-4-5-20251001
not_comparable,high,current/ongoing job search,not specified (usual/typical hours),"Question A asks about job search behavior (looking for work) among unemployed/underemployed persons, while Question B asks about actual hours worked among employed persons. Question A is a behavioral/labor force status question, while Question B measures hours of work among those already employed. These are fundamentally different concepts with different populations and purposes.",no,CPS_0114,claude-haiku-4-5-20251001
not_comparable,high,not specified (implies current/ongoing),not specified (implies usual/typical),"Question A asks about job-seeking behavior (whether someone is actively looking for full-time work), while Question B asks about actual hours worked in a current job. These measure fundamentally different constructs: job search activity vs. actual employment hours. Question A targets unemployed/not-working populations; Question B targets employed populations with existing jobs.",no,CPS_0115,claude-haiku-4-5-20251001
not_comparable,high,not specified (appears to be current/ongoing status),not specified (appears to be usual/typical),"Question A asks whether someone is actively seeking full-time work (35+ hours/week), which is fundamentally about job search behavior and employment status. Question B asks for an estimate of hours usually worked per week at a current rate, which is about actual hours worked. These measure different concepts: job-seeking intent vs. actual work hours. Question A targets the unemployed/job-seekers; Question B targets employed persons. They cannot be consolidated as they answer different research questions.",no,CPS_0116,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (current job search activity),past 12 months (52 weeks),"Question A asks about current job-seeking behavior for full-time positions (35+ hours/week), while Question B asks retrospectively about weeks worked in the past year regardless of hours per week or employment status. These measure different constructs: one captures active job-search intent, the other captures actual work participation. Question A focuses on job-seekers; Question B captures all work activity including part-time.",no,CPS_0118,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies current/recent job search activity),past 12 months (52 weeks),"Question A asks about actively searching for full-time work (35+ hours/week), which measures job-seeking behavior and employment intentions. Question B asks whether someone actually worked every week during the past 12 months, measuring realized work continuity. These measure different concepts: one is about job search effort/intention, the other is about actual employment consistency. The reference periods also differ—A is unspecified but implies current status, while B explicitly covers the past 12 months.",no,CPS_0117,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implied current/recent job search),usual/typical hours (ongoing/habitual),"Question A asks about active job search behavior for full-time positions (35+ hours), while Question B asks about actual hours usually worked at a current job. These measure different constructs: job-seeking intent versus actual employment status. Question A is a behavioral/intentions measure for unemployed or job-seeking respondents, while Question B applies to employed respondents describing their usual work schedule. They cannot substitute for one another.",no,CPS_0113,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (present/ongoing status),past 12 months,"Question A asks about active job-seeking behavior for full-time work (35+ hours/week), which is a measure of labor force participation and job search intensity. Question B asks about actual hours usually worked per week during weeks worked in the past 12 months, which is a measure of employment intensity. These capture different constructs: one measures job-seeking intentions/behavior, the other measures realized employment patterns. The reference periods also differ—A is present-focused while B looks back 12 months.",no,CPS_0119,claude-haiku-4-5-20251001
exact_duplicate,high,not specified (usual/typical),not specified (usual/typical),"Both questions ask the identical core question about usual weekly work hours with no meaningful differences in wording, reference period, or response format. The only variation is the grammatical flexibility in Question A (do/does, name/you) which accommodates different respondent types in the CPS but does not change the substance of what is being asked. Both use the same 'usually work per week' phrasing indicating typical/usual hours rather than a specific time period.",yes,CPS_0120,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identical information about usual weekly work hours with no meaningful differences in wording, reference period, or response format. The only variation is the use of name/you substitution in CPS versus direct 'you' in ACS, which is a standard surveying convention rather than a substantive difference. Both reference 'usually work per week' without specifying a particular time frame, making them functionally equivalent.",yes,CPS_0121,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identical core information: usual hours worked per week at the current rate of pay. The only difference is grammatical variation (CPS uses conditional name insertion ""(do/does) (name/you)"" while ACS uses direct ""you""), which reflects survey administration differences rather than conceptual differences. Both have identical reference periods (usual/typical hours, not specified to a particular week or period).",yes,CPS_0122,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual weekly hours worked at the current rate. The only difference is grammatical construction: Question A uses a template format with bracketed variables (do/does, name/you) while Question B uses the resolved form. When the CPS template is filled in for an individual respondent, it becomes identical to the ACS version. Both lack explicit reference periods and rely on the same 'usually work per week' concept.",yes,CPS_0123,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/regular basis),not specified (usually/regular basis),"Both questions ask for the same core concept: typical weekly hours worked at current job/rate. The primary difference is that ACS uses 'best estimate' phrasing while CPS uses a more direct ask, but this is a minor wording variation that does not substantively change the meaning or measurement approach. Both reference 'usual' work hours without specifying a particular time window, making them temporally equivalent.",yes,CPS_0124,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (not specified as to time frame),past 12 months (52 weeks),"Question A asks about usual weekly hours worked at the current job (a rate measure), while Question B asks about work consistency across the entire past year (weeks worked per year). These address different dimensions of work patterns: Question A captures intensity of work when employed, while Question B captures continuity/consistency of employment. They would be complementary rather than redundant.",no,CPS_0125,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (ongoing/typical),past 12 months (52 weeks),"Both questions address work volume but measure fundamentally different dimensions: Question A asks about usual hours per week at a current job, while Question B asks about total weeks worked across the past year, which captures employment continuity/consistency rather than weekly intensity. These are complementary metrics—hours per week and weeks per year—not alternative ways of measuring the same thing. A person could report 40 hours/week usual (A) while having worked only 26 weeks in the past year (B), or vice versa.",no,CPS_0126,claude-haiku-4-5-20251001
reference_period_mismatch,high,current/usual rate (not specified time frame),"past 12 months, during weeks worked","Both questions ask about usual hours worked per week, which is the core concept. However, they differ significantly in reference period: Question A asks about hours 'at this rate' (typically interpreted as current usual hours without a specific lookback period), while Question B explicitly anchors to the past 12 months during weeks the person worked. This difference could yield different responses if a person's usual hours have changed recently. The CPS approach captures current typical hours while the ACS approach measures historical average hours over a full year.",partial,CPS_0127,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identical information about usual weekly hours worked, with no meaningful differences in concept, time reference, or response format. The only variation is that Question A includes grammatical alternatives for different respondent situations (do/does, name/you), which is standard survey administration practice and does not constitute a substantive difference. Both implicitly reference 'usual' work patterns without specifying a particular week or time period.",yes,CPS_0128,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual hours worked per week at the current rate. The only difference is that Question A includes variable language elements (name/you, do/does) for interviewer flexibility in the CPS, while Question B uses fixed second-person language. These grammatical variations are standard survey administration practices and do not affect meaning, reference period, or response format.",yes,CPS_0130,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual hours worked per week at the current rate of pay/employment. The only difference is grammatical variation in subject reference (CPS uses flexible name/you pronoun structure while ACS uses direct 'you'), which does not affect the substantive meaning, reference period, or response format. Both use 'usually work per week' without specifying a particular time frame.",yes,CPS_0129,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual weekly hours worked with no meaningful differences in wording, reference period, or response format. The only variation is the CPS's use of name substitution grammar (do/does, name/you) which is standard survey administration practice but does not affect the substantive question being asked. Both refer to 'usually' work per week without specifying a particular time frame.",yes,CPS_0131,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical),not specified (usual/typical),"Both questions ask for the same core concept: typical hours worked per week at the current job. The primary difference is that ACS explicitly requests a 'best estimate' while CPS uses more neutral phrasing, but this is a minor stylistic variation that does not meaningfully change the question's intent or expected response. Both use identical reference periods ('usually work') and response formats (numeric hours per week).",yes,CPS_0132,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (not specified as to when),past 12 months (52 weeks),"These questions measure different dimensions of work time: Question A asks about usual weekly hours at a current job, while Question B asks about total weeks worked over the past year. Question A captures intensity (hours per week) while Question B captures frequency (weeks worked). They have different reference periods (current usual practice vs. past 12 months) and different units of measurement (hours/week vs. weeks/year), making them complementary rather than equivalent.",no,CPS_0134,claude-haiku-4-5-20251001
reference_period_mismatch,high,current/usual rate (no specified time frame),"past 12 months, specifically weeks worked","Both questions ask about usual hours worked per week, but they differ fundamentally in reference period. Question A asks about usual hours 'at this rate' (implying current ongoing employment with an unspecified time frame), while Question B explicitly asks about the past 12 months during weeks the person actually worked. This distinction matters because employment situations can change, and one captures current practices while the other captures historical annual experience.",partial,CPS_0135,claude-haiku-4-5-20251001
exact_duplicate,high,not specified (usual/customary hours),not specified (usual/customary hours),"Both questions ask the identical core concept: usual weekly hours worked at the current rate of pay. The only differences are grammatical variations (CPS includes optional name/pronoun placeholders and conditional verb agreement, while ACS uses a fixed second-person form), which do not substantively alter meaning, reference period, or response format. Both use the same temporal framing (""usually"") and identical metric (hours per week).",yes,CPS_0136,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (not specified as to time frame),past 12 months (52 weeks),"Question A asks about usual weekly hours at the current rate, capturing typical work intensity. Question B asks about work consistency over a 12-month period (every week vs. not every week), measuring annual work continuity rather than hours per week. These address different dimensions of work patterns: one measures intensity/hours, the other measures regularity/consistency. The reference periods also differ fundamentally—Question A is about current usual practice while Question B retrospectively covers 12 months.",no,CPS_0133,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual weekly hours of work with no meaningful differences in wording, concept, or response format. The only variation is the use of a generic placeholder structure in Question A (name/you, do/does) versus the direct second-person form in Question B, which reflects normal survey administration variation but does not change the substantive question being asked. Both lack explicit time qualifiers and rely on the 'usually' construct to define the reference period.",yes,CPS_0137,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask the same core concept: usual hours worked per week. The only substantive difference is that Question A includes grammatical variations (do/does, name/you) to accommodate different respondent contexts, while Question B uses a standardized form. These variations are routing mechanics rather than conceptual differences. Both lack explicit reference periods, relying on the respondent's interpretation of 'usually.'",yes,CPS_0138,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/current rate),not specified (usual/current rate),"Both questions ask for the same core concept: usual weekly hours of work at the current job/rate. The only substantive difference is that Question B explicitly frames the answer as 'your best estimate,' which is a minor methodological clarification that doesn't meaningfully alter what is being measured. Both lack specific time period anchors (e.g., 'last week' or 'past year'), instead referring to usual/typical hours, making their reference periods equivalent.",yes,CPS_0140,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask the identical core concept: usual hours worked per week at the current rate of pay. The only difference is grammatical variation in pronoun and verb form (CPS uses 'do/does' and 'name/you' for flexible administration while ACS uses fixed second-person 'you'), which does not affect meaning, reference period, or response format. Both are asked without a specified time frame, implying a general usual pattern.",yes,CPS_0139,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (not specified),past 12 months (52 weeks),"Question A asks about usual weekly hours at the current job (intensity of work per week), while Question B asks about work consistency over a 12-month period (whether work occurred every week). These measure different dimensions of employment: Question A captures weekly hours worked, while Question B captures weeks worked per year. They address different subtopics within the broader employment domain and cannot be used interchangeably.",no,CPS_0141,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (not specified as to duration),past 12 months (52 weeks),"These questions measure fundamentally different dimensions of work: Question A asks about hours per week at a typical/current rate, while Question B asks about the number of weeks worked over a 12-month period. Question A captures intensity of work in a given week, while Question B captures frequency/consistency of work across the year. They address different aspects of work effort and cannot be derived from each other.",no,CPS_0142,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask the identical core question about usual weekly hours worked, with no meaningful differences in concept, time frame, or response format. The only difference is that Question A includes bracketed language indicating it can be asked about a third party (name) or the respondent (you), while Question B is standardized to the respondent. This represents standard survey administration variation rather than a substantive difference.",yes,CPS_0144,claude-haiku-4-5-20251001
reference_period_mismatch,high,not specified (implied current/usual),past 12 months,"Both questions ask about usual hours worked per week, making them conceptually similar. However, Question A asks about hours worked 'at this rate' without specifying a time period (implying current/ongoing usual hours), while Question B explicitly constrains the response to weeks actually worked during the past 12 months. This temporal framing difference could yield different responses, particularly for people with variable employment patterns.",partial,CPS_0143,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identically about usual weekly hours worked, with the only difference being grammatical flexibilization in Question A (name/you, do/does) for use across different respondent types. The core concept, reference period (usual work week), and response format (hours per week) are identical. The CPS version's conditional phrasing is a survey administration detail rather than a substantive difference.",yes,CPS_0146,claude-haiku-4-5-20251001
exact_duplicate,high,not specified (usual/typical),not specified (usual/typical),"Both questions ask identical core information: usual weekly hours of work. The only difference is grammatical flexibility in Question A (CPS uses variable pronouns like 'name/you' and 'do/does' for branching logic), while Question B (ACS) uses fixed second-person phrasing. These are functionally equivalent survey instruments measuring the same concept with the same implicit time frame (usual/typical hours).",yes,CPS_0145,claude-haiku-4-5-20251001
near_duplicate,high,not specified (implicit: usual/typical),not specified (implicit: usual/typical),"Both questions ask for usual weekly hours worked at a consistent rate, with identical reference periods and response formats (numeric hours per week). The only difference is that ACS adds 'best estimate of' as a qualifier, which is a minor wording variation that does not meaningfully alter the concept being measured or how respondents would answer.",yes,CPS_0148,claude-haiku-4-5-20251001
exact_duplicate,high,not specified,not specified,"Both questions ask identical substantive content about usual weekly hours of work, with identical reference periods (both unspecified, implying usual/typical pattern). The only difference is that Question A includes grammatical variables (do/does, name/you) for survey administration flexibility, while Question B uses a fixed second-person form. These are procedural variations in survey administration, not substantive differences in what is being measured.",yes,CPS_0147,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (ongoing),past 12 months (52 weeks),"While both questions address work time, they measure fundamentally different dimensions: Question A asks about usual hours per week at a current job (intensity), whereas Question B asks about weeks worked over a year (frequency/duration). Question A captures a snapshot of typical weekly hours, while Question B captures annual work participation. These could differ substantially for someone with variable work patterns, seasonal employment, or job changes during the year.",no,CPS_0150,claude-haiku-4-5-20251001
related_but_distinct,high,usual/current rate (no specific time frame),past 12 months (52 weeks),"Question A asks about usual weekly hours at the current job/rate, which is a point-in-time measure of work intensity. Question B asks about work continuity over a 12-month period (whether someone worked every week), which measures consistency rather than hours. These address different dimensions of work: A measures intensity/duration per week, while B measures frequency/consistency across weeks. The questions would need to be combined to fully describe both work hours and annual work weeks.",no,CPS_0149,claude-haiku-4-5-20251001
reference_period_mismatch,high,"not specified (current/usual rate, implied present)",past 12 months (weeks worked during that period),"Both questions ask about usual hours worked per week, making them conceptually similar. However, Question A asks about current usual hours 'at this rate' without specifying a time frame, while Question B explicitly anchors responses to the past 12 months and only weeks actually worked. This difference could produce different results if work patterns vary seasonally or have recently changed.",partial,CPS_0151,claude-haiku-4-5-20251001
exact_duplicate,high,usually per week,usually per week,"Both questions ask for the same core concept: usual weekly hours of work at the current rate of employment. The CPS version includes grammatical flexibility for pronoun and verb form variation (you/he/she, work/works), but this is functionally identical to the ACS version when applied to a respondent. Both use the temporal reference 'usually' and 'per week' with no substantive differences in meaning, reference period, or response format.",yes,CPS_0153,claude-haiku-4-5-20251001
exact_duplicate,high,usual (ongoing/typical week),usually (ongoing/typical week),"Both questions ask for the same core information: typical weekly hours worked at a job. The CPS version includes generic pronouns (you/he/she) and verb conjugations (work/works) as routing options, but these are administrative variants rather than substantive differences. Both use 'usual/usually' to reference typical ongoing work patterns rather than a specific time period, making them directly comparable.",yes,CPS_0152,claude-haiku-4-5-20251001
exact_duplicate,high,usual/ongoing (per week),usual/ongoing (per week),"Both questions ask for the same core information: usual weekly hours worked at current rate of pay. The wording differs slightly (CPS uses ""best estimate"" and pronoun variations, ACS is more direct), but the meaning, reference period (usual/typical weeks), and response format (hours per week) are functionally identical. The minor stylistic differences do not affect comparability.",yes,CPS_0154,claude-haiku-4-5-20251001
exact_duplicate,high,usual hours per week,usual hours per week,"Both questions ask for the same core concept: usual weekly hours worked at the current rate of employment. The CPS version includes grammatical variations (you/he/she, work/works) to accommodate different interview contexts, but these are formatting conventions rather than substantive differences. Both use identical reference periods ('usually' and 'per week') and expect the same response format (numeric hours).",yes,CPS_0155,claude-haiku-4-5-20251001
exact_duplicate,high,not specified (usual/habitual),not specified (usual/habitual),"Both questions ask for the same core concept: respondent's best estimate of usual weekly hours worked. The only differences are grammatical variations (CPS uses second/third person pronouns ""you/he/she"" while ACS uses second person ""you""), but these reflect survey administration differences rather than substantive question changes. Both use identical reference periods (""usually"") and response formats (numeric hours per week).",yes,CPS_0156,claude-haiku-4-5-20251001
related_but_distinct,high,usual/ongoing (no specific time frame),past 12 months (52 weeks),"Question A asks about usual hours per week at the current rate of work, capturing typical weekly intensity without a specific reference period. Question B asks about total weeks worked over a 12-month period, which measures work frequency/continuity rather than weekly hours. These are complementary measures of work—one captures intensity, the other captures continuity—but they measure different dimensions of employment and cannot substitute for each other.",no,CPS_0158,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (usual/ongoing rate),past 12 months (52 weeks),"Question A asks for usual weekly hours at a current rate without specifying a time frame, while Question B asks about work consistency across the entire past year (weekly work participation). These measure different dimensions: A captures typical hours per week, while B captures weeks worked per year. They are complementary rather than equivalent—one could work 40 hours every week (B=yes) or 40 hours some weeks (B=no), and both could answer A identically.",partial,CPS_0157,claude-haiku-4-5-20251001
reference_period_mismatch,high,usual/current rate (implicit present/ongoing),past 12 months (weeks worked during this period),"Both questions ask about usual hours worked per week, but they differ in their reference periods. Question A asks about hours 'usually worked at this rate' in the present/ongoing context, while Question B explicitly anchors to the past 12 months and conditions the answer on weeks actually worked. The ACS approach captures variability over a full year and accounts for work intermittency, whereas CPS asks about the current usual pattern without temporal bounds.",partial,CPS_0159,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical week),not specified (usual/typical week),"Both questions ask about usual hours worked per week with identical reference periods (typical/usual week, not specified). The core concept and response format are the same. Question A includes additional contextual elements (respondent identification, reference to a prior entry) due to its position in the CPS instrument flow, but these are survey administration details rather than substantive differences in what is being measured.",yes,CPS_0161,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical week),not specified (usually),"Both questions ask about usual/typical hours worked per week with identical reference periods (current/usual work pattern, not specified as a particular week). The core concept and response format are identical. Question A includes grammatical variants for different respondent types (do/does, name/you) and references a specific data entry field (ERNH1C/ERNH1O), but these are administrative details rather than substantive differences in what is being measured.",yes,CPS_0160,claude-haiku-4-5-20251001
near_duplicate,high,not specified,not specified,"Both questions ask about usual hours worked per week at a current/specified rate of pay, with identical reference periods (both unspecified, implying usual/typical work patterns). The CPS version includes grammatical variants (do/does, name/you) and references a prior data entry field (ERNH1C/ERNH1O), while the ACS uses simpler direct language. These are minor wording differences that do not substantively change the meaning or measurement approach.",partial,CPS_0162,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical week),not specified (usual/typical week),"Both questions ask about usual hours worked per week, with identical reference periods (typical/usual patterns rather than a specific past timeframe). The primary difference is that Question A includes grammatical variations for different respondents (name/you, do/does) and references a stored entry (ERNH1C/ERNH1O), while Question B is simplified to direct second-person address. The substantive content and intent are equivalent.",partial,CPS_0163,claude-haiku-4-5-20251001
near_duplicate,high,usual/typical week,usual/typical week,"Both questions ask for usual/typical hours worked per week at a specified rate of pay, with virtually identical reference periods and response formats (numeric hours). The CPS version uses slightly more complex conditional phrasing (do/does, name/you) due to survey administration mode, but this is a formatting difference rather than a conceptual one. Both seek the same core information: typical weekly hours at a given wage rate.",yes,CPS_0164,claude-haiku-4-5-20251001
related_but_distinct,high,"usual/typical week (ongoing, current job)",past 12 months (52 weeks),"While both questions address work time, they measure fundamentally different dimensions: Question A captures usual hours worked per week in a current job (intensity), while Question B captures whether someone worked every week over the past year (consistency/continuity). Question A assumes ongoing employment and asks for weekly hours; Question B assesses annual work attachment. These are complementary but distinct measures that cannot substitute for one another.",no,CPS_0165,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical week (ongoing),past 12 months (52 weeks),"Question A asks about usual hours worked per week in a typical week at a specific job, capturing current work intensity. Question B asks about total weeks worked over a 12-month period, capturing work attachment/continuity. These measure different dimensions of employment: Question A focuses on weekly hours (intensity), while Question B focuses on weeks worked (frequency/consistency). The reference periods are fundamentally different—one is typical/current, the other is retrospective annual.",no,CPS_0166,claude-haiku-4-5-20251001
reference_period_mismatch,high,usual/current (at time of survey),past 12 months (weeks worked during that period),"Both questions ask about usual hours worked per week, but differ fundamentally in their reference period. Question A asks about current usual hours at a specific job (present tense), while Question B asks about usual hours during weeks actually worked in the past 12 months, which is a retrospective measure that averages across a full year including periods of non-work. This difference affects the interpretation—CPS captures current job patterns while ACS captures an annual average that accounts for employment gaps.",partial,CPS_0167,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical),not specified (usual/typical),"Both questions ask about usual/typical hours worked per week at a specified rate of pay, with identical reference periods and response formats (numeric hours). Question A includes administrative routing language (name/you, entry references) that does not substantively change the question being asked. The core concept, time frame, and answer format are equivalent.",partial,CPS_0168,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical work week),not specified (usual work week),"Both questions ask about usual weekly hours worked and use nearly identical wording with the same reference period concept. The primary difference is that Question A includes explicit variable references (name/you, ERNOHC/ERNOTO entries) showing it's a template, while Question B is the direct respondent version. Both ask about hours 'usually work per week' without specifying a particular reference week, making them essentially equivalent in substance.",yes,CPS_0169,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/typical),not specified (usual/typical),"Both questions ask about usual hours worked per week at a specified rate of pay, with identical reference periods (both use 'usually' implying typical/usual work patterns rather than a specific past period). The CPS version includes grammatical variations for respondent type (do/does, name/you) and references data entry fields (ERNOHC/ERNOTO), while the ACS uses simpler, more direct phrasing. These are stylistic differences that do not substantively change the meaning or measurement approach.",yes,CPS_0170,claude-haiku-4-5-20251001
near_duplicate,high,not specified (usual/habitual),not specified (usual/habitual),"Both questions ask about usual hours worked per week at a specific job/rate, with identical reference periods (habitual/usual work patterns rather than a specific calendar period). The only differences are grammatical variations (CPS includes optional name/you pronouns and variable references typical of CAPI systems, while ACS uses simpler direct language) and minor phrasing (""at the rate of"" vs ""at this rate""), neither of which changes the substantive meaning or measurement intent.",yes,CPS_0171,claude-haiku-4-5-20251001
near_duplicate,high,usually work per week,usually work per week,"Both questions ask about usual weekly hours worked at a specific job/rate, with identical time references and response expectations (numeric hours per week). The CPS version includes conditional phrasing for multiple respondents and references data entry fields, while the ACS uses simpler direct language, but these are stylistic differences that do not substantively alter the question's meaning or measurement intent.",yes,CPS_0172,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical week (current job),past 12 months (52 weeks),"Question A asks for usual hours per week at a specific job (current employment snapshot), while Question B asks about consistency of work across the entire past year (weeks worked). These measure different dimensions: A captures intensity of work in a typical week, while B captures continuity/stability of employment over a longer period. They cannot be directly substituted despite both relating to work time.",no,CPS_0173,claude-haiku-4-5-20251001
related_but_distinct,high,usual/typical week (current job),past 12 months (52 weeks),"Both questions address work time but measure fundamentally different constructs: Question A asks for usual hours per week at a specific job (a rate), while Question B asks for total weeks worked over a 12-month period (an annual accumulation). Question A captures intensity of work per week, while Question B captures frequency/duration across the year. These measure different dimensions of work engagement and cannot substitute for one another.",no,CPS_0174,claude-haiku-4-5-20251001
reference_period_mismatch,high,usual/current (implicit present time),past 12 months (annual recall with weekly specification),"Both questions ask about usual hours worked per week, making them conceptually similar. However, Question A asks about current usual hours at a specific wage rate, while Question B asks respondents to recall and report usual weekly hours across the entire past 12 months. This temporal difference means they measure different things: current typical behavior versus an annual average of typical weekly hours, which can diverge due to seasonal employment, job changes, or work schedule variations throughout the year.",partial,CPS_0175,claude-haiku-4-5-20251001
related_but_distinct,high,per year (annual),per week (usual/typical),"Question A asks about weeks paid per year (an annual measure of employment consistency/duration), while Question B asks about usual hours worked per week (an intensity/hours measure). These measure different dimensions of work: Question A captures whether someone works year-round or seasonally, while Question B captures workload intensity. They address different aspects of employment that cannot be derived from one another.",no,CPS_0176,claude-haiku-4-5-20251001
related_but_distinct,high,per year (annual),per week (usual/typical),"Question A asks about weeks per year for which someone receives pay, measuring annual work engagement/duration. Question B asks about hours per week usually worked, measuring weekly intensity. These capture different dimensions of work scheduling: one measures temporal coverage across the year (weeks paid), the other measures weekly workload (hours per week). They cannot substitute for each other without calculation and additional assumptions.",partial,CPS_0177,claude-haiku-4-5-20251001
related_but_distinct,high,per year (annual),per week (usual/typical),"Question A asks about weeks per year (an annual measure of work availability/paid weeks), while Question B asks about hours per week (a measure of weekly intensity/schedule). These measure different dimensions of work: one captures frequency of paid weeks annually, the other captures typical weekly hours. They cannot substitute for each other without mathematical conversion that assumes consistency throughout the year.",no,CPS_0178,claude-haiku-4-5-20251001
related_but_distinct,high,per year (annual),per week (usual/typical),"Question A asks about weeks per year of paid work (an annual measure of work frequency), while Question B asks about hours per week usually worked (a weekly intensity measure). These measure different dimensions of work: one captures how many weeks someone is employed/paid annually, the other captures typical weekly hours during those weeks worked. They address complementary but distinct aspects of work schedule.",partial,CPS_0179,claude-haiku-4-5-20251001
