classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,not specified,within the next 6 months,"Question A is a generic open-ended probe asking for the reason (e.g., why the respondent is unemployed) with no specified time frame or content. Question B asks a specific yes/no factual item about whether the person has been told they will be recalled within the next 6 months or given a return date. They address related unemployment information but ask different specific things and use different response formats.",no,CPS_0208,gpt-5-mini
related_but_distinct,high,not specified,last week,"Question A is an open-ended follow-up asking for a reason (e.g., why the respondent is not working or not looking) with no explicit reference period or yes/no format. Question B asks a specific, time-bound yes/no availability question about whether the person could have started or returned to work ""last week."" The two questions address different information (reasons vs. ability/availability last week) and use different response formats, so they are related to unemployment but distinct.",no,CPS_0209,gpt-5-mini
exact_duplicate,high,not specified,not specified,"Both questions ask the same core yes/no question about whether the respondent usually receives overtime pay, tips, or commissions (explicitly tied to the main job in both). The wording differences are only minor (pronoun/parenthetical phrasing) and do not change meaning, reference period (both use “usually”), or response format. ",yes,CPS_0210,gpt-5-mini
near_duplicate,high,the week before last / last week,last week,"Both questions ask whether the respondent could have started a job if one were offered during the reference week, so they share the same core concept and response format. The ACS question explicitly adds ""or returned to work if recalled,"" which broadens it to include persons on temporary layoff; CPS wording shows the alternate reference week wording (week before last/last week) but otherwise asks the same capability question. The recall wording is a minor substantive difference, not a fundamental mismatch.",partial,CPS_0207,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Both questions ask about receipt of overtime pay, tips, or commissions at the main job, but Question A requests a dollar amount (how much) while Question B is a yes/no asking whether the respondent usually receives them. This is a difference in response format and level of measurement (continuous/amount vs binary), not in topical content or time frame.",partial,CPS_0211,gpt-5-mini
related_but_distinct,high,ever (lifetime),current (has a VA service-connected disability rating),Question A asks whether the person ever served on active duty and when (a lifetime service history). Question B asks whether the person currently has a VA service-connected disability rating (a status about benefits/health related to service). These measure related aspects of veteran status but are distinct constructs (service history vs. disability benefit/status) and are not interchangeable.,no,CPS_0214,gpt-5-mini
related_but_distinct,high,not specified (asks 'ever'),not specified (current status of disability rating),"Question A asks about veteran status and timing of service (whether and when the person served on active duty). Question B asks about a service-connected disability rating (a current measured/severity attribute) and presumes prior service but does not indicate timing of service. They address different specific constructs (service history vs disability rating/degree) and use different response formats, so they are related by topic but distinct in content.",no,CPS_0215,gpt-5-mini
near_duplicate,high,ever (asks timing of service as follow-up),ever,"Both ask whether the person ever served on active duty (core concept is the same) and use a lifetime reference. Differences: ACS explicitly mentions Reserves and National Guard (which may broaden interpretation), and CPS includes a follow-up asking when the service occurred. These are minor wording/coverage and a follow-up timing difference rather than a change in the core concept.",partial,CPS_0212,gpt-5-mini
near_duplicate,high,ever (lifetime),not specified (asks for dates of service),"Both questions elicit the timing of active-duty service (dates/periods served) and therefore capture the same core concept. The CPS wording explicitly includes a yes/no screener (“Did ... ever serve”) followed by “When did ... serve,” while the ACS wording asks only “When did this person serve,” which presumes a prior identification or conditional context. These are minor wording/sequence differences that do not change the substantive meaning.",partial,CPS_0213,gpt-5-mini
related_but_distinct,high,current / at time of survey,ever / lifetime,"Question A asks about current membership in the Armed Forces (present status: ""now/still""), while Question B asks whether the person has ever served on active duty (lifetime history) and explicitly mentions Reserves and National Guard. The two differ in temporal scope (current vs. ever) and in focus (current membership vs. past active-duty service), so they are about the same general topic (veteran/service status) but ask distinct things.",no,CPS_0216,gpt-5-mini
related_but_distinct,high,current (now/still),not specified,"Question A asks whether the person is currently in the Armed Forces (a current active-service status yes/no). Question B asks for a service-connected disability rating (a numeric/qualitative measure of disability tied to military service). These address different attributes (current service membership vs. disability rating) and also use different response formats, so they are related by topic (veteran/military) but distinct in content and purpose.",no,CPS_0219,gpt-5-mini
related_but_distinct,high,current (now/still),current (present status),"Question A asks whether the person is currently serving in the Armed Forces (active duty status). Question B asks whether the person currently has a VA service-connected disability rating, which pertains to post-service disability determination and does not indicate current military membership. These ask about different constructs (current service vs. VA disability/veteran status) and are not interchangeable.",no,CPS_0218,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about the respondent's immediate readiness to proceed with the interview (an operational/flow question). Question B asks whether there is any reason the interview data should not be used (a data-quality/usability/exclusion question). Although both are administrative checks about the interview, they capture different intents and outcomes and are not interchangeable.",no,CPS_0220,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks an operational, immediate gating question about whether the respondent is ready to proceed with the interview. Question B asks for reasons why collected data should not be used (data quality/usability), a substantive judgement about the data. They address different constructs and would use different response formats (yes/no/readiness vs. open-ended/qualitative reasons), so they are not comparable.",no,CPS_0221,gpt-5-mini
reference_period_mismatch,high,current (now/still),historical / when (dates) of active duty service (ever),"Question A asks a respondent's present membership in the Armed Forces (a current yes/no status). Question B asks for the timing/dates of active duty service (when the person served), which is a historical/ever-served measure. The items therefore target the same broad topic (military service) but use different reference periods and elicit different response formats (current status vs dates).",partial,CPS_0217,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks an administrative yes/no about the respondent's readiness to begin an interview; Question B requests the name and telephone number of the person completing a form. They address different specific information and use different response formats (readiness vs. contact details), so they are on the same broad household/administration topic but are distinct in purpose and data collected.",no,CPS_0222,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks an administrative status (whether the household is a replacement household), typically a yes/no flag. Question B asks for reasons why the data should not be used, soliciting causes or explanations and implying respondent judgement or data quality issues. The two address different constructs and response formats and are not interchangeable.",no,CPS_0225,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks a sampling/design attribute (whether the household is a replacement for another sampled unit), while Question B asks about the usability or exclusion of interview data (whether there is any reason the information should not be used). Although both are asked at the household/interview level and likely use a yes/no format, they measure different constructs (sample status vs. data quality/usability).",no,CPS_0224,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is an interviewer/administering prompt asking whether the respondent is ready to begin the interview (a procedural yes/no-type check). Question B is an instruction to copy the name of Person 1 to ensure correct person identification before continuing—a data-entry/identification step. They concern the survey process generally but ask different specific things and have different response/action formats, so they are related but distinct.",no,CPS_0223,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks a household-status flag (whether the unit is a replacement household), while Question B requests the respondent's name and telephone number (contact information). They collect different variables and use different response formats (yes/no versus free-text name/phone), so they are related only by the general household context and are not comparable as measuring the same concept.",no,CPS_0226,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about the sample/design status of the household (whether it is a replacement household), an administrative/sampling concept. Question B asks whether there is any reason the interview data should not be used, a data-quality/usability flag. Although both are household-level yes/no items, they address different substantive issues (sampling status vs. interview validity).",no,CPS_0228,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks whether the dwelling is a 'Replacement Household' (a sample/frame/status attribute, likely yes/no). Question B is an instruction to copy the name of Person 1 and continue — it concerns transferring a person identifier and continuing the questionnaire, not household replacement status. The intent, information requested, and response format are entirely different, so the items are not comparable.",no,CPS_0227,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks an administrative/sample-status flag about the household (whether it is a replacement household), typically answered yes/no. Question B requests the name and telephone number of the person completing the form (free-text contact information). These probe different constructs (sampling status vs respondent identity/contact) and have different response formats, so they are distinct despite both being in the household topic.",no,CPS_0230,gpt-5-mini
related_but_distinct,high,not specified,not specified,"The CPS item asks a binary classification about sample status (whether the household is a ""Replacement Household""). The ACS item asks for reasons why data should not be used (an open-ended/explanatory question about data quality or usability). They address different specific concepts and use different response formats and purposes, so they are related in being household-level metadata but are distinct in content and intent.",no,CPS_0229,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A is an operational contact request to speak to a named household member, while Question B asks about whether interview information can be used (consent/usability). They address different actions and data concerns rather than the same concept, so they are not comparable. There is no shared measurement intent or response format linking their meanings.",no,CPS_0232,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks a substantive attribute about the household (whether it is a 'replacement household' — a sampling/design status, typically a yes/no flag). Question B is an instruction to copy the name of Person 1 from another page and proceed, i.e., a roster/identification instruction rather than asking about replacement status. They concern household-level processes but ask different specific things and are not interchangeable.",no,CPS_0231,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A is a contact/screening prompt asking to speak to a named respondent (procedural, yes/no/confirmatory interaction). Question B is a substantive, open-ended question asking for reasons why data should not be used (about data quality/eligibility). They have different intents, cognitive tasks, and expected response formats, so they are not comparable.",partial,CPS_0233,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is a live request to speak to a named respondent immediately (verbal confirmation/connection), whereas Question B requests the printed name and telephone number of the person completing the form for contact or record-keeping. They both concern respondent identity/contact within a household but ask different specific things and use different response formats (spoken confirmation vs written contact details).",partial,CPS_0234,gpt-5-mini
related_but_distinct,high,not specified,not specified,"The CPS item is a contact request asking to speak with a specific named respondent to begin an interview, while the ACS item is an instruction to transcribe the already-designated Person 1's name and continue—an administrative labeling step. They relate to household respondent identity/handling but ask different actions and serve different survey functions, so they are not duplicates.",partial,CPS_0235,gpt-5-mini
not_comparable,high,at time of interview,not specified,"Question A asks about the current living status of household members (household composition/person status). Question B asks for a reason why the data should not be used (a data-quality/usability probe), which is a different concept entirely. The topics, intended responses, and purposes do not align, so they are not comparable.",no,CPS_0237,gpt-5-mini
related_but_distinct,high,at interview / current,not specified,"Question A asks about household composition/status of listed persons (whether they still live in the dwelling) — a factual, current residency check. Question B asks about the usability/validity of the interview data and is a metadata/data-quality flag, not about who lives in the household. They concern the same broad topic (household data) but address different constructs and cannot substitute for one another.",no,CPS_0236,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about the residency/status of listed persons (whether they are still living here). Question B is an instruction to copy the name of Person 1 and continue answering, not a question about residency or presence. Both concern household/person identification but ask different specific things (residency confirmation vs. identification/instruction), so they are related by topic but distinct in intent and information collected.",no,CPS_0239,gpt-5-mini
related_but_distinct,high,current,current,"Question A asks about the residency/status of listed persons (whether they still live at the address). Question B requests the name and telephone number of the respondent completing the form. Both concern household administration but ask fundamentally different items (household membership vs. respondent contact information), so they are related by topic but distinct in content and purpose.",no,CPS_0238,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks whether a named person’s current location is their usual place of residence (an individual household/residence status item). Question B asks for a reason why the data should not be used (a data-quality/metadata question), which addresses survey utility rather than an individual household attribute. The two ask entirely different things, involve different respondents/uses, and have unrelated response aims and formats.",no,CPS_0241,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks about the person's usual place of residence (a substantive household membership/residence status item). Question B asks whether the interview information should not be used (a data-quality/usability flag). They address different constructs and are not interchangeable, despite both relating to a household interview context.",no,CPS_0240,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks whether a named person’s current dwelling is that person’s usual place of residence (a residency-status yes/no question). Question B requests the name and telephone number of the form respondent (a contact/identification item). They address different constructs and use different response formats, so they are related by household context but ask distinct information.",no,CPS_0242,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is a substantive survey question asking whether the dwelling is the named person's usual place of residence. Question B is an administrative instruction to copy a person's name and does not ask about residence or residency status, so they address different specific information despite both being in the household section.",no,CPS_0243,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks specifically about household composition (whether any lodgers, boarders, or employed persons who live here were missed). Question B asks about whether the interview data should not be used (a data-use/data-quality/confidentiality flag). They address different concepts (roster completeness vs. data usability), so they are related only insofar as both appear in household surveys but are distinct in intent and content.",no,CPS_0244,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is a roster completeness probe asking whether any household members (lodgers, boarders, or employed persons who live there) were missed, and is effectively a yes/no inventory check. Question B asks for reasons the data should not be used (a data-quality justification/open-ended response) and does not attempt to enumerate household members. They address different constructs and likely use different response formats, so they are related by household topic but are distinct.",no,CPS_0245,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks whether any household members (specifically lodgers, boarders, or employed persons) were missed on the household roster, a yes/no completeness probe about household composition. Question B requests the name and telephone number of the person completing the form, i.e., respondent contact information. These ask about different specific information and use different response formats, so they are related to the household topic but distinct in content.",no,CPS_0246,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks the interviewer to probe the household roster for additional people currently staying at the residence. Question B asks for a reason the data should not be used (a data quality/rejection justification). They address different specific concepts (household composition vs. data usability), so they are related only at the broad household survey context.",no,CPS_0249,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks whether there are additional people staying in the household who were not yet enumerated (household roster completeness). Question B asks whether the interview data should be excluded from use (a data-quality/authorization issue). They address different constructs and have different follow-up actions and response coding, so they are related to household data collection but are distinct in purpose and content.",no,CPS_0248,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is a completeness probe asking whether any additional household members (lodgers, boarders, or employed persons who live here) were missed. Question B is an instruction to copy the name of Person 1 and continue — a navigation/data-entry prompt, not a question about missing household members, so they address different specific tasks and response formats.",partial,CPS_0247,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is an enumeration probe asking whether any additional people staying in the household were missed, intended to complete the household roster. Question B is an administrative instruction to copy the name of Person 1 for continuing the questionnaire and does not ask about other household members. They address the same broad topic (household) but ask different specific things and are not interchangeable.",no,CPS_0251,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A is a probe about household composition—whether any additional people are staying in the dwelling—typically eliciting a yes/no response to complete the roster. Question B asks for the name and telephone number of the person completing the form (contact information), which is a different construct and response format. Because they collect different pieces of information, they are related by the household topic but distinct in purpose and content.",no,CPS_0250,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks for the identity of the person speaking (who is responding), while Question B asks for a reason why data should not be used (an opinion about data usability). They address entirely different substantive constructs and response purposes, so they are not comparable. There is no overlap in intent, content, or response format.",partial,CPS_0253,gpt-5-mini
related_but_distinct,high,not specified,not specified,Question A asks for the identity of the person speaking (who the interviewer is speaking to). Question B asks whether the interview data should be excluded from use (a data-usage/quality/legal flag). They are both administrative/household-processing items but measure different constructs and are not interchangeable.,yes,CPS_0252,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions aim to identify the person responding for the household (who is speaking / who is filling out the form). The ACS item additionally requests a telephone number and is framed as a printed entry, while the CPS item is an oral confirmation; these are minor differences in wording and capture mode but do not change the core concept of respondent identification.",partial,CPS_0254,gpt-5-mini
related_but_distinct,medium,not specified,not specified,"Question A is an open interviewer question to identify who is currently speaking (i.e., establish current respondent). Question B is an instruction to copy the prelisted Person 1 from the household roster and use that person as the reference for subsequent items. Both relate to identifying a household member for the interview, but they perform different functions (directly eliciting the speaker vs. selecting a rostered person), so they are related but not equivalent.",partial,CPS_0255,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks for the identity of the person speaking (who is responding), a factual respondent-identification item. Question B asks for a reason why data should not be used, an opinion/justification about data usability or quality. They measure entirely different constructs, response purposes, and would elicit very different answers, so they are not comparable.",yes,CPS_0257,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks for the identity of the person speaking/responding (who is on the line), whereas Question B asks whether the interview data should not be used (a usage/consent or data-quality flag). They address different constructs and use different response formats (open identification vs a yes/no restriction), so they are related by household context but distinct in content.",partial,CPS_0256,gpt-5-mini
response_format_mismatch,high,not specified,not specified,"Both questions seek to identify the person responding (the respondent's name), but ACS Question B explicitly requests a telephone number and is framed as a written instruction for the person filling out the form. CPS Question A is a spoken verification of who is on the line and does not request contact information. The additional data element (telephone number) and administration mode create a response-format and content difference.",partial,CPS_0258,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A directly asks for the identity of the person speaking (used to establish who is responding). Question B instructs the respondent to copy the prelisted name for Person 1 from another page (a clerical instruction to use an already recorded household member), so it is not soliciting who is currently speaking. The items concern household member identity but serve different operational purposes and are not equivalent.",partial,CPS_0259,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks for the identity of the person speaking (who in the household is on the line), a factual respondent-identification item. Question B asks for a reason why the data should not be used, an attitudinal/explanatory response about data quality or usability. They measure entirely different constructs, likely use different response formats, and are not interchangeable.",no,CPS_0261,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks for the identity of the person speaking (who is the respondent), while Question B asks whether the interview data should be used (a data-quality/usability probe). Both concern interview context but address different specific pieces of information and use different response formats (A is an identification/open response, B is a yes/no evaluative probe).",partial,CPS_0260,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks about the characteristics/status of persons (age under 15 and non-household membership), while Question B is a data-quality/usage flag asking whether the interview information should not be used. They address different constructs (demographic/household composition vs. interview usability) and are not interchangeable.",no,CPS_0264,gpt-5-mini
not_comparable,high,not specified,not specified,"Question A asks about characteristics of persons (age under 15 and whether they are non-household members), while Question B asks for a justification for why data should not be used. They address entirely different constructs (demographic/household membership vs. evaluative reason), have different response intents and formats, and are not meaningfully comparable.",no,CPS_0265,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both questions aim to identify who is responding for the household. The CPS item is an oral, moment-of-contact ask (“With whom am I speaking?”) while the ACS requests a printed name plus telephone number for the person filling out the form (adds contact information and a written response). These are minor differences in mode and additional contact detail but the core concept—identifying the respondent—is the same.",partial,CPS_0262,gpt-5-mini
near_duplicate,high,not specified,not specified,"Both items are asking for the identity of a household member/respondent (a name mapping to a household person). Question A is a direct live interviewer question asking who is speaking; Question B instructs the respondent to copy the prelisted Person 1 from the roster/page 2. The core concept is the same (identify which household member/respondent), but the ACS wording assumes a preexisting roster and a different administration context.",partial,CPS_0263,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A concerns the characteristics/status of persons in the household (age under 15 and whether persons are non-household members), i.e., household composition/exclusion criteria. Question B asks for the name and telephone number of the person completing the form (respondent contact/identification). They address different specific constructs and response formats, so they are related by the household topic but distinct in content.",no,CPS_0266,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A asks substantive attributes of persons (whether they are under 15 years old or are non-household members) and presents categorical response options. Question B is a procedural instruction to copy the name of Person 1 and continue -- it does not ask about age or household membership. They concern the same broad topic (household/person listing) but ask different, non-overlapping things.",no,CPS_0267,gpt-5-mini
related_but_distinct,high,"future recontact (e.g., next month or in 8 months)",not specified,"Question A explicitly asks permission to refer to information in the specific context of future recontact (including the possibility of speaking to someone else) and mentions recontact timing. Question B is a broader, general opt-out asking whether the interview information should not be used at all, without reference to recontact or third-party respondents. The scope and conditionality differ enough that they are related but ask distinct things.",partial,CPS_0268,gpt-5-mini
related_but_distinct,high,future (mentions next month and 8 months),not specified,Question A asks for permission to refer household information to someone else if the respondent cannot be reached at a future recontact (explicitly mentions next month or 8 months). Question B simply requests the name and telephone number of the person completing the form. They address different constructs (consent for proxy referral vs. collecting contact details) and use different response formats (yes/no permission vs. a printed name/phone).,no,CPS_0270,gpt-5-mini
related_but_distinct,high,future (recontact in 8 months / next month),not specified,"Question A asks for permission to recontact the household and to allow referring to previously provided information if the intended respondent is unavailable (a consent/operations question). Question B is an instruction to copy the name of Person 1 from another page (a data-entry/identification instruction). They address different constructs and response formats, so they are related by household context but are distinct in content and purpose.",no,CPS_0271,gpt-5-mini
related_but_distinct,high,recontact in 8 months / next month / in the future,not specified,Question A asks for permission to refer to previously provided household information if the respondent cannot be reached (a yes/no consent about proxy/reference use at a future recontact). Question B asks for a respondent's reason why data should not be used (an open-ended justification). They address different specific issues (consent to use/relay information vs. reasons to withhold use) and imply different response formats.,no,CPS_0269,gpt-5-mini
related_but_distinct,high,not specified,not specified,"Question A requests the name of the person who owns or rents the home (an identity/identification item). Question B asks for the tenure category of the housing unit (owned with mortgage, owned free and clear, rented, or occupied without payment) and does not request who in the household is the owner or renter. Both concern tenure broadly but ask different specific information and use different response formats.",no,CPS_0272,gpt-5-mini
related_but_distinct,high,the week before last / last week,last week,"Question A asks whether the person actually did any paid work during the reference week (a measure of work activity), while Question B asks whether the person was on layoff from a job during last week (a measure of employment attachment/status). Although both concern employment and share a similar reference period, they capture different states—one measures actual work performed, the other measures temporary separation from a job—so they are related but not equivalent.",no,CPS_0275,gpt-5-mini
near_duplicate,high,the week before last / last week,last week,"Both questions ask a yes/no about whether the person did any paid work during a single specified week and use nearly equivalent wording (CPS: ""any work for pay or profit"" vs ACS: ""work for pay at a job (or business)"") covering wage and self-employment. The only substantive differences are minor wording and that CPS wording can reference ""the week before last"" in some administrations whereas ACS explicitly uses ""last week,"" a small shift in the one-week reference. Response formats and core concept are the same.",partial,CPS_0273,gpt-5-mini
near_duplicate,high,the week before last / last week (survey reference week),last week,"Both questions ask the same core thing — whether the person did any work during the recent reference week — and both use a yes/no response format. Minor wording differences exist: CPS explicitly says ""for pay or profit"" (explicitly including self-employment/profit) while ACS says ""for pay, even for as little as one hour"" (clarifying minimal hours). The CPS text also indicates alternating reference wording (week before last vs last week) but that does not materially change the substantive intent.",partial,CPS_0274,gpt-5-mini
related_but_distinct,high,last week or the week before last,last week,"Question A asks whether the person did any work for pay during a specified week (actually worked), while Question B asks whether the person was temporarily absent from a job or business last week (presumes having a job but not working that week). They overlap in topic (employment in the reference week) but ask different states (worked for pay vs. temporarily absent from a job) and A allows an alternative reference to the week before last, so they are not equivalent.",no,CPS_0276,gpt-5-mini
related_but_distinct,high,last month (asks whether still retired now after being reported retired last month),last week,"Question A asks about retirement status (a self/agency-reported status and whether it continues since last month), while Question B asks about work-for-pay activity during last week. They target related employment topics but different constructs (status vs recent activity) and different reference periods, and being retired does not preclude working for pay.",no,CPS_0278,gpt-5-mini
reference_period_mismatch,high,"last week (or the week before last, i.e. a specific recent reference week)",open-ended — asks for time since last worked (no fixed reference period),"Question A asks whether the person did any paid work during a specific recent reference week (a point-in-time/short reference). Question B asks when the person last worked at all, with no fixed reference window and solicits a timing/recency response rather than a yes/no about a particular week. They therefore differ primarily in reference period (and also in response format and in explicit focus on paid work vs potentially any work).",partial,CPS_0277,gpt-5-mini
related_but_distinct,high,last month (asks if still retired now),last week,"Question A asks about retirement status (a self‑identification anchored to 'last month' and asking if the person remains retired), while Question B asks about actual paid work activity in the specific reference period of 'last week.' They address related topics (work/retirement) but measure different constructs (identity/status vs. recent work behavior) and use different reference windows.",no,CPS_0279,gpt-5-mini
related_but_distinct,high,last month (with current status asked: 'still retired'),last week,Question A asks about retirement status (a long-term exit from employment) with a reference to being reported retired last month and asking if the person is still retired. Question B asks whether the person was on layoff last week (a temporary job separation with expectation of recall). These probe different employment states (retirement vs layoff) despite both relating to employment status; they are not simply wording or format variants.,no,CPS_0280,gpt-5-mini
related_but_distinct,high,Last month,Last week,Question A asks about being retired (a labor force status) as of last month and whether that status still applies; Question B asks whether the person was temporarily absent from a job or business in the last week (implying current employment with temporary absence). They address different employment conditions (retirement vs. temporary absence) and also use different reference periods.,no,CPS_0281,gpt-5-mini
related_but_distinct,high,Last month,not specified,"Question A asks a current yes/no retirement status conditional on being reported retired last month; it explicitly references last month and asks if the person is still retired. Question B asks for the date or time when the person last worked (open-ended), not a current retirement confirmation. The two address related aspects of labor force exit but differ in intent and response format, so they are not equivalent.",partial,CPS_0282,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks about the respondent's current desire to have a job (a preference/aspiration measure), while Question B asks whether the person actually worked for pay during a specific reference period (last week). They therefore measure different constructs (wanting employment vs recent employment activity) and also differ in temporal focus (general current status vs a defined past week).",no,CPS_0283,gpt-5-mini
related_but_distinct,high,currently (now),last week,"Question A asks about the respondent's desire to have a job (preference/wanting work) at the present time, while Question B asks about actual paid work done during the specific recall period of last week. They address related employment topics but measure different constructs (wanting a job vs. recent work activity) and have different reference periods.",no,CPS_0284,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks about the respondent's current desire for a job (willingness/intent to work), while Question B asks a factual status about being on layoff during last week (temporary separation from a job). They address different specific concepts (job-seeking/desire vs. layoff status and timing) and therefore are not interchangeable.",no,CPS_0285,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks whether the person currently wants a job (a measure of desire or labor force attachment), while Question B asks whether the person was temporarily absent from a job last week (a status about having a job and recent presence). They address different concepts (wanting employment vs. being absent from employment) even though both fall under employment status.",no,CPS_0286,gpt-5-mini
related_but_distinct,high,current,most recent time worked (no fixed reference period specified),"Question A asks about the respondent's current desire to have a job (a subjective, yes/no notion of wanting work). Question B asks for the last time the person actually worked (an objective timing of employment history). They address related aspects of labor status but measure different constructs, use different response formats, and have different temporal focuses.",no,CPS_0287,gpt-5-mini
related_but_distinct,high,the week before last / last week,last week,"CPS Question A asks whether the person ""has a job"" in the reference week and explicitly includes persons temporarily absent from their job (i.e., it's capturing job attachment even if no work occurred that week). ACS Question B asks whether the person ""worked for pay"" last week, which requires actual work for pay during that week and would miss those who were on temporary absence or had a job but did not work. Thus they address the same general topic (employment) but ask different specific things (jobholding vs. work-for-pay).",no,CPS_0288,gpt-5-mini
related_but_distinct,high,last week (or the week before last),last week,"Question A asks whether the person had any job (including temporary absence) during the reference week, i.e., general employment status. Question B asks specifically whether the person was on layoff from a job last week, which is a narrower condition (a subset of employment/unemployment statuses). Because B targets a specific circumstance (being on layoff) rather than general job-holding, the two are related but ask different things.",no,CPS_0290,gpt-5-mini
related_but_distinct,high,the week before last (question text also shows 'last week' as an alternative depending on interview),last week,"Question A asks whether the person 'has a job' during the reference week and explicitly includes jobs from which the person was temporarily absent (so it measures job-holding/employment status). Question B asks whether the person 'did any work for pay' last week (measuring actual paid work performed that week). The two therefore differ in substantive focus (job-holding including absences vs. actual paid work) and have a one-week potential reference offset in A's phrasing, so they are related but not equivalent.",partial,CPS_0289,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks about the respondent's current desire to have a job (a subjective preference/need), while Question B asks whether the respondent actually worked for pay during a specific reference period (last week). They address related employment topics but measure different constructs (wanting employment vs. recent employment activity) and have different reference frames.",no,CPS_0293,gpt-5-mini
related_but_distinct,high,last week or the week before last (CPS rotation),last week,"Question A asks whether the person had a job during the reference week (explicitly including jobs from which they were temporarily absent), while Question B asks specifically whether the person was temporarily absent from a job last week. They address the same employment topic but ask different specific facts (employment status vs. temporary absence). Also, CPS A can reference the week before last in some rotations, whereas ACS B references last week.",no,CPS_0291,gpt-5-mini
reference_period_mismatch,high,the week before last / last week (reference week),not specified (asks for time person last worked),Question A asks whether the person had a job during a specific reference week (last week or the week before last) and is a yes/no employment-in-reference-week question. Question B asks when the person last worked at any point in time (no fixed reference period) and solicits a timing/date response rather than a simple current-week employment status. These differences in reference period and response format mean they are not directly equivalent.,partial,CPS_0292,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks about the respondent's desire or intent to have a job (wanting a job) at the present time, while Question B asks about actual paid work performed in the specific reference period of last week. These are different constructs: one measures preference/intention/status of wanting work, the other measures recent labor market activity; they are related (employment topic) but not equivalent and cannot substitute for one another.",no,CPS_0294,gpt-5-mini
related_but_distinct,high,currently (present),last week,"The CPS item asks whether the person currently wants a job (a measure of job desire or labor supply), while the ACS item asks whether the person was on layoff last week (a specific employment status event). They address different constructs and have different temporal specificity, so they are related by topic (employment) but distinct in meaning.",no,CPS_0295,gpt-5-mini
related_but_distinct,high,currently,last week,"Question A asks whether the person currently wants a job (desire/availability to work), while Question B asks whether the person was temporarily absent from a job last week (an employment presence/absence status). They address different constructs (wanting/seeking work vs. temporary absence from an existing job) and have different reference timing, so they are related by topic but not equivalent.",no,CPS_0296,gpt-5-mini
