survey,source_q_id,source_text,has_consolidable_path,best_match_q_id,best_match_text,best_feasibility,score_borda,score_entropy,triage_quadrant,pair_id
CPS,CPS_35,Did (name/you) ever serve on active duty in the U. S. Armed Forces? When did (you/he/she) serve?,True,ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,F1,0.9166666666666666,0.5898815136934819,Q1,CPS_0213
CPS,CPS_36,(Are / Is) (name/you) (now/still) in the Armed Forces?,True,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",F2,0.4166666666666667,0.3952206141746329,Q1,CPS_0216
CPS,CPS_38,"People can get a High School diploma in a variety of ways, such as graduating from High School or by getting a GED or ot",True,ACS_75,What is the highest degree or level of school this person has COMPLETED?,F2,0.5,0.67,Q1,CPS_1070
CPS,CPS_39,What was the highest grade of regular school (name/you) completed before receiving (your/his/her) GED?,False,ACS_75,What is the highest degree or level of school this person has COMPLETED?,F3,0.0,0.33,Q2,CPS_1071
CPS,CPS_41,(Does/do) (name/you) have a currently active professional certification or a state or industry license? Do not include b,False,ACS_0,What are your usual activities or duties at this job?,F3,0.0,0.33,Q2,CPS_1074
CPS,CPS_42,"Were any of (your/his/her) certifications or licenses issued by the federal, state, or local government?",False,ACS_75,What is the highest degree or level of school this person has COMPLETED?,F3,0.0,0.33,Q2,CPS_1072
CPS,CPS_44,"(Are / Is) (name/you) Mexican, Mexican American, or Chicano, Puerto Rican, Cuban, Cuban American, or another Hispanic, L",True,ACS_29,"Is Person 2 of Hispanic, Latino, or Spanish origin?",F1,1.0,1.0,Q1,CPS_0894
CPS,CPS_45,"What is the name of (your/his/her) other Spanish, Hispanic, or Latino group?",True,ACS_24,"Is Person 1 of Hispanic, Latino, or Spanish origin?",F1,0.5,0.1350264792820726,Q3,CPS_0896
CPS,CPS_46,"I am going to read you a list of five race categories. You may choose one or more races. For this survey, Hispanic origi",True,ACS_25,What is Person 1’s race?,F1,1.0,1.0,Q1,CPS_1051
CPS,CPS_47,"Which of the following Asian groups (are/is) (you/he/she)? Asian Indian, Chinese, Filipino, Japanese, Korean, Vietnamese",True,ACS_30,What is Person 2’s race?,F1,0.9,0.5445140849964047,Q1,CPS_1055
CPS,CPS_48,Which of the following Native Hawaiian or Other Pacific Islander groups (are/is) (you/he/she)? Native Hawaiian; Guamania,True,ACS_25,What is Person 1’s race?,F1,0.9,0.5445140849964047,Q1,CPS_1057
CPS,CPS_5,(Are all of these persons still living here? / Person status),False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,CPS_0236
CPS,CPS_52,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) do ANY work for (pay/either pay or profit)?",True,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",F1,0.8333333333333334,0.4206198357143049,Q1,CPS_0274
CPS,CPS_55,Last month (name/you) (was/were) reported to be retired. (Are / Is) (you/he/she) still retired?,False,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",F3,0.25,0.121793181321419,Q4,CPS_0278
CPS,CPS_56,Does (your/his/her) disability continue to prevent (you/he/she) from doing any kind of work for the next 6 months (or wo,False,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,F3,0.0,0.33,Q2,CPS_0524
CPS,CPS_58,"(Do / Does) (name/you) currently want a job, either full or part time?",False,ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",F3,0.1,0.1796896480488135,Q4,CPS_0874
CPS,CPS_6,(What are the names of all persons living or staying here? / What is the name of the next person,True,ACS_19,How many people are living or staying at this address?,F1,0.8333333333333334,0.5898815136934819,Q1,CPS_0000
CPS,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six ,True,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visi",F2,0.3333333333333333,0.2818152899285843,Q4,CPS_0571
CPS,CPS_7,Is this (name of person talking about)’s usual place of residence?,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,CPS_0240
CPS,CPS_71,"(THE WEEK BEFORE LAST/LAST WEEK), (in addition to the business) (name/you) have a job either full or part time? Include ",True,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",F2,0.5,0.67,Q1,CPS_0288
CPS,CPS_8,Does (name of person talking about) have a usual place of residence elsewhere?,False,ACS_79,Did this person live in this house or apartment 1 year ago?,F3,0.0,0.33,Q2,CPS_0899
CPS,CPS_86,"(THE WEEK BEFORE LAST/LAST WEEK), (was/were) (name/you) on layoff from a job?",True,ACS_109,"LAST WEEK, was this person on layoff from a job?",F2,0.5833333333333334,0.3952206141746329,Q1,CPS_0300
CPS,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,True,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, rememberi",F2,0.5,0.67,Q1,CPS_0670
FOODAPS,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,False,ACS_17,Why do you think the data should not be used?,F3,0.0,0.33,Q2,FOODAPS_0193
FOODAPS,FOODAPS_10,Do all people in your household share food?,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0228
FOODAPS,FOODAPS_100,[Have you/Has anyone at this address] ever received benefits from SNAP?,True,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F2,0.4,0.3648244369475912,Q1,FOODAPS_0593
FOODAPS,FOODAPS_102,Select the names of the people below that received benefits from SNAP during the last 12 months.,True,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F1,1.0,1.0,Q1,FOODAPS_0595
FOODAPS,FOODAPS_103,On what date did [you/someone at this address] last receive benefits from SNAP?,True,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F1,0.9,0.5445140849964047,Q1,FOODAPS_0596
FOODAPS,FOODAPS_104,How many dollars were put on the SNAP EBT card at that time?,True,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F2,0.2,0.2595569150761394,Q4,FOODAPS_0597
FOODAPS,FOODAPS_105,Are you/Is anyone in your household now receiving benefits from WIC?,False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0598
FOODAPS,FOODAPS_106,"Select the names of the people listed below that currently receive WIC benefits, including infants and children",False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0599
FOODAPS,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household co,True,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,F2,0.5,0.67,Q1,FOODAPS_0177
FOODAPS,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,True,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,F1,0.8,0.3873983807106558,Q1,FOODAPS_0180
FOODAPS,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0232
FOODAPS,FOODAPS_110,Are you/Is anyone in your household currently pregnant,False,ACS_94,"In the PAST 12 MONTHS, has this person given birth to any children?",F3,0.0,0.33,Q2,FOODAPS_0163
FOODAPS,FOODAPS_111,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,False,ACS_22,What is Person 1’s sex?,F3,0.0,0.33,Q2,FOODAPS_0566
FOODAPS,FOODAPS_121,Do you use most of your benefits from [FILL IN STATE SNAP NAME] at [Fill store from C1 or at Fill store from C3]?,False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0600
FOODAPS,FOODAPS_122,Where do you do most of your food shopping when using your benefits from [FILL IN STATE SNAP NAME]?,False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0601
FOODAPS,FOODAPS_123,"Do you use most of your WIC benefits at [fill from c1, c3, or c3bbb]",False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0602
FOODAPS,FOODAPS_124,Where do you go to shop for most of your WIC items?,False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0603
FOODAPS,FOODAPS_130,"The following questions are about [FILL IN PRIMARY STORE NAME FROM C1], the store where you buy most of your groceries. ",False,ACS_104,At what location did this person work LAST WEEK?,F3,0.0,0.33,Q2,FOODAPS_0000
FOODAPS,FOODAPS_131,How long does it take to go one way from home to [FILL IN PRIMARY STORE NAME FROM C1]?,False,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F3,0.2,0.1278414656345164,Q4,FOODAPS_0009
FOODAPS,FOODAPS_132,How much do you usually pay out of pocket for a single one-way trip to [FILL IN PRIMARY STORE NAME FROM C1],False,ACS_105,How did this person usually get to work LAST WEEK?,F3,0.0,0.33,Q2,FOODAPS_0011
FOODAPS,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0248
FOODAPS,FOODAPS_136,"Do you receive free fruits or vegetables from anyone else’s garden, orchard, or trees?",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0252
FOODAPS,FOODAPS_139,"During the past 30 days, have you or anyone in your household gotten free groceries from a food pantry, food bank, place",False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0604
FOODAPS,FOODAPS_140,"During the past 30 days, have you or anyone in your household received a free meal from a place of worship, shelter, hom",False,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F3,0.0,0.33,Q2,FOODAPS_0605
FOODAPS,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0236
FOODAPS,FOODAPS_163,"Have you ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",True,ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0116
FOODAPS,FOODAPS_167,Were you on active duty ONLY FOR TRAINING in the Reserves or National Guard?,True,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",F2,0.4,0.3648244369475912,Q1,FOODAPS_0131
FOODAPS,FOODAPS_169,Do you/Does your household rent or own your home?,True,ACS_56,"Is this house, apartment, or mobile home – Mark (X) ONE box. Owned by you or someone in this household with a mortgage o",F1,1.0,1.0,Q1,FOODAPS_0176
FOODAPS,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0240
FOODAPS,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",False,ACS_60,What are the annual real estate taxes on THIS property?,F3,0.0,0.33,Q2,FOODAPS_0264
FOODAPS,FOODAPS_171,Is your rent/your household’s rent covered fully by a local public housing authority or other public agency?,False,ACS_57,"What is the monthly rent for this house, apartment, or mobile home?",F3,0.0,0.33,Q2,FOODAPS_0569
FOODAPS,FOODAPS_172,"Do you/Does anyone in your household own or lease a vehicle, like a car or truck?",True,ACS_48,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household",F2,0.9,0.3648244369475912,Q1,FOODAPS_0608
FOODAPS,FOODAPS_173,How many vehicles do you/does your household own or lease?,True,ACS_48,"How many automobiles, vans, and trucks of one-ton capacity or less are kept at home for use by members of this household",F2,0.6,0.3648244369475912,Q1,FOODAPS_0609
FOODAPS,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,True,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?",F2,0.5,0.67,Q1,FOODAPS_0274
FOODAPS,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,False,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0283
FOODAPS,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,True,ACS_60,What are the annual real estate taxes on THIS property?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0291
FOODAPS,FOODAPS_18,What is your date of birth?,True,ACS_28,What is Person 2’s age and what is Person 2’s date of birth?,F1,1.0,1.0,Q1,FOODAPS_0444
FOODAPS,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,False,ACS_60,What are the annual real estate taxes on THIS property?,F3,0.1,0.1796896480488135,Q4,FOODAPS_0300
FOODAPS,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,True,ACS_60,What are the annual real estate taxes on THIS property?,F1,1.0,1.0,Q1,FOODAPS_0309
FOODAPS,FOODAPS_184,"Last week, did you do any work for either pay or profit? ",True,ACS_103,"LAST WEEK, did this person do ANY work for pay, even for as little as one hour?",F1,1.0,1.0,Q1,FOODAPS_0061
FOODAPS,FOODAPS_185,Did you retire before last week?,True,ACS_114,"When did this person last work, even for a few days?",F2,0.5,0.67,Q1,FOODAPS_0069
FOODAPS,FOODAPS_187,Did you retire early because of a disability?,False,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,F3,0.0,0.33,Q2,FOODAPS_0571
FOODAPS,FOODAPS_19,Please verify or enter correct age.,True,ACS_28,What is Person 2’s age and what is Person 2’s date of birth?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0447
FOODAPS,FOODAPS_191,What is the main reason you did not work last week?,True,ACS_109,"LAST WEEK, was this person on layoff from a job?",F2,0.4,0.3648244369475912,Q1,FOODAPS_0077
FOODAPS,FOODAPS_194,"Are you currently looking for a job, either full or part time?",True,ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",F2,0.5,0.67,Q1,FOODAPS_0191
FOODAPS,FOODAPS_195,Did you work for pay or profit for more than one employer last week?,True,ACS_102,"LAST WEEK, did this person work for pay at a job (or business)?",F2,0.5,0.67,Q1,FOODAPS_0090
FOODAPS,FOODAPS_198,"How many hours do you normally work for pay, including paid sick time and paid leave time?",True,ACS_7,How many hours do you usually work per week at this rate?,F2,0.8,0.2595569150761394,Q3,FOODAPS_0327
FOODAPS,FOODAPS_199,What shift or shifts do you work? Select all that apply,False,ACS_6,How many hours do you usually work per week at this rate?,F3,0.0,0.33,Q2,FOODAPS_0334
FOODAPS,FOODAPS_2,What is your name?,True,ACS_18,Please print the name and telephone number of the person who is filling out this form.,F1,0.9,0.5445140849964047,Q1,FOODAPS_0198
FOODAPS,FOODAPS_200,What shift or shifts do you work across all  jobs? Select all that apply.,False,ACS_6,How many hours do you usually work per week at this rate?,F3,0.0,0.33,Q2,FOODAPS_0342
FOODAPS,FOODAPS_201,Do you commute to work at least once a week?  ,True,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F2,0.5,0.67,Q1,FOODAPS_0019
FOODAPS,FOODAPS_202,How long does it usually take you to get from home to work?,True,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F2,0.5,0.67,Q1,FOODAPS_0024
FOODAPS,FOODAPS_204,"For your primary job, how long does it usually take you to get from home to work?",True,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F2,0.5,0.67,Q1,FOODAPS_0034
FOODAPS,FOODAPS_211,"Did you receive any wages, salary, commissions, bonuses, or tips last month?",False,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hou",F3,0.1,0.1796896480488135,Q4,FOODAPS_0458
FOODAPS,FOODAPS_214,What is the easiest way for you to tell us about your earnings from work before taxes and other deductions?,True,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hou",F1,1.0,1.0,Q1,FOODAPS_0464
FOODAPS,FOODAPS_217,"How much did you receive [Response from I1a] in wages, salary, commissions, bonuses, or tips from all jobs before taxes ",False,ACS_4,What is your hourly rate of pay on [this/ your main] job?,F3,0.3,0.1278414656345164,Q4,FOODAPS_0484
FOODAPS,FOODAPS_218,"According to our calculations, you received [calculate TOTAL FROM I1b and I1a by month] altogether in earnings from work",False,ACS_3,"EXCLUDING overtime pay, tips and commissions what is your hourly rate of pay on [this/your main] job?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0489
FOODAPS,FOODAPS_22,Are you male or female?,True,ACS_27,What is Person 2’s sex?,F1,1.0,1.0,Q1,FOODAPS_0549
FOODAPS,FOODAPS_220,What is your best estimate of the correct total amount that you received in income from earnings from work before taxes ,True,ACS_4,What is your hourly rate of pay on [this/ your main] job?,F2,0.5,0.67,Q1,FOODAPS_0502
FOODAPS,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for thems",False,ACS_17,Why do you think the data should not be used?,F3,0.0,0.33,Q2,FOODAPS_0257
FOODAPS,FOODAPS_249,Are the following people able and willing to complete daily surveys about what food they get each day over the next week,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0260
FOODAPS,FOODAPS_250,Does NAME have their own email address?,False,ACS_46,"At this house, apartment, or mobile home – do you or any member of this household have access to the Internet?",F3,0.0,0.33,Q2,FOODAPS_0152
FOODAPS,FOODAPS_251,What is NAME’s email address?,False,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types ",F3,0.0,0.33,Q2,FOODAPS_0154
FOODAPS,FOODAPS_252,"We can also send updates, notifications, and survey links via text message. Would [Name] like us to contact them by text",False,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types ",F3,0.0,0.33,Q2,FOODAPS_0157
FOODAPS,FOODAPS_253,Please enter the cell phone number where NAME wishes to receive text messages,False,ACS_45,"At this house, apartment, or mobile home – do you or any member of this household own or use any of the following types ",F3,0.0,0.33,Q2,FOODAPS_0160
FOODAPS,FOODAPS_268,"Has NAME ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",False,ACS_99,When did this person serve on active duty in the U.S. Armed Forces?,F3,0.8,0.1796896480488135,Q3,FOODAPS_0140
FOODAPS,FOODAPS_269,Was Name on active duty ONLY FOR TRAINING in the Reserves or National Guard?,False,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0143
FOODAPS,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,True,ACS_30,What is Person 2’s race?,F2,0.6,0.3648244369475912,Q1,FOODAPS_0171
FOODAPS,FOODAPS_270,Is Name currently on active duty?,False,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0147
FOODAPS,FOODAPS_271,"Last week, did NAME do any work for either pay or profit? ",True,ACS_110,"LAST WEEK, was this person TEMPORARILY absent from a job or business?",F2,0.5,0.67,Q1,FOODAPS_0098
FOODAPS,FOODAPS_272,Did NAME retire before last week?,True,ACS_114,"When did this person last work, even for a few days?",F2,0.5,0.67,Q1,FOODAPS_0104
FOODAPS,FOODAPS_273,Did NAME retire early because of a disability?,False,ACS_114,"When did this person last work, even for a few days?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0109
FOODAPS,FOODAPS_275,What is the main reason NAME did not work last week?,True,ACS_109,"LAST WEEK, was this person on layoff from a job?",F2,0.2,0.2595569150761394,Q4,FOODAPS_0112
FOODAPS,FOODAPS_276,"Is NAME currently looking for a job, either full or part time?",True,ACS_113,"LAST WEEK, could this person have started a job if offered one, or returned to work if recalled?",F2,0.5,0.67,Q1,FOODAPS_0607
FOODAPS,FOODAPS_278,"On average about how many hours does NAME normally work (and get paid) per week, including paid sick time and paid leave",True,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,F2,0.7,0.2595569150761394,Q3,FOODAPS_0354
FOODAPS,FOODAPS_279,What shift or shifts does NAME work? Please check all that apply.,False,ACS_6,How many hours do you usually work per week at this rate?,F3,0.0,0.33,Q2,FOODAPS_0358
FOODAPS,FOODAPS_280,What shift or shifts does NAME work across all  jobs?,False,ACS_7,How many hours do you usually work per week at this rate?,F3,0.0,0.33,Q2,FOODAPS_0367
FOODAPS,FOODAPS_281,Does NAME commute to work at least once a week?  ,False,ACS_104,At what location did this person work LAST WEEK?,F3,0.1,0.1796896480488135,Q4,FOODAPS_0040
FOODAPS,FOODAPS_282,How long does it usually take NAME to get from home to work?,True,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F2,0.5,0.67,Q1,FOODAPS_0049
FOODAPS,FOODAPS_283,"For your primary job, how long does it usually take NAME to get from home to work?",True,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,F2,0.6,0.3648244369475912,Q1,FOODAPS_0054
FOODAPS,FOODAPS_285,"Did NAME receive any wages, salary, commissions, bonuses, or tips last month?",False,ACS_9,"What is your best estimate of how much you usually earn weekly, JUST in overtime pay, tips, or commissions, before taxes",F3,0.1,0.1796896480488135,Q4,FOODAPS_0517
FOODAPS,FOODAPS_287,What is the easiest way for you to tell us about NAME’s earnings from work before taxes and other deductions?,True,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hou",F1,1.0,1.0,Q1,FOODAPS_0518
FOODAPS,FOODAPS_288,"How much did NAME receive [Response from I1a] in wages, salary, commissions, bonuses, or tips from all jobs before taxes",False,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hou",F3,0.0,0.33,Q2,FOODAPS_0524
FOODAPS,FOODAPS_289,"According to our calculations, NAME received [calculate TOTAL FROM I1b and I1a by month] altogether in earnings from wor",False,ACS_1,"For your [main] job, what is the easiest way for you to report your total earnings BEFORE taxes or other deductions: hou",F3,0.0,0.33,Q2,FOODAPS_0530
FOODAPS,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",True,ACS_90,What is this person’s marital status?,F1,1.0,1.0,Q1,FOODAPS_0183
FOODAPS,FOODAPS_290,What is your best estimate of the correct total amount that NAME received in income from earnings from work before taxes,False,ACS_5,What is your best estimate of your hourly rate of pay?,F3,0.3,0.1278414656345164,Q4,FOODAPS_0539
FOODAPS,FOODAPS_3,What is your email?,False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0200
FOODAPS,FOODAPS_30,Is your spouse a member of this household?,False,ACS_18,Please print the name and telephone number of the person who is filling out this form.,F3,0.0,0.33,Q2,FOODAPS_0246
FOODAPS,FOODAPS_31,"Last week, were you enrolled in school as a full-time or part-time student, or were you not enrolled in school?",True,ACS_15,Are you enrolled in school as a full-time or part-time student?,F2,0.6,0.3648244369475912,Q1,FOODAPS_0378
FOODAPS,FOODAPS_33,This week and next week are you attending classes for: (1)Middle/junior  high school (2) High School (3) Homeschool (4) ,True,ACS_14,"Would that be high school, college, or university?",F2,0.7,0.2595569150761394,Q3,FOODAPS_0387
FOODAPS,FOODAPS_34,What is the reason you will not attend school this week and next week?,False,ACS_13,"Are you enrolled in a high school, college, or university?",F3,0.0,0.33,Q2,FOODAPS_0391
FOODAPS,FOODAPS_35,What is the level of school that you attended before summer break?,True,ACS_74,What grade or level was this person attending?,F2,0.5,0.67,Q1,FOODAPS_0400
FOODAPS,FOODAPS_36,What is the level of school that you attend when not on a school break?,True,ACS_74,What grade or level was this person attending?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0405
FOODAPS,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text mes",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0204
FOODAPS,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,False,ACS_18,Please print the name and telephone number of the person who is filling out this form.,F3,0.1,0.1796896480488135,Q4,FOODAPS_0210
FOODAPS,FOODAPS_56,What is NAME’s relationship to you?,True,ACS_26,What is Person 2’s name? How is this person related to Person 1?,F2,0.8,0.2595569150761394,Q3,FOODAPS_0165
FOODAPS,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,True,ACS_25,What is Person 1’s race?,F2,0.6,0.3648244369475912,Q1,FOODAPS_0173
FOODAPS,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your ",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0212
FOODAPS,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",False,ACS_93,In what year did this person last get married?,F3,0.2,0.1278414656345164,Q4,FOODAPS_0190
FOODAPS,FOODAPS_62,Is NAME’s spouse a member of this household?,True,ACS_26,What is Person 2’s name? How is this person related to Person 1?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0168
FOODAPS,FOODAPS_63,"Last week, was NAME enrolled in school as a full-time or part-time student, or was NAME not enrolled in school?",True,ACS_15,Are you enrolled in school as a full-time or part-time student?,F2,0.7,0.2595569150761394,Q3,FOODAPS_0413
FOODAPS,FOODAPS_64,This week and next week is NAME attending classes for:  (1) Kindergarten (2) Elementary/grade school (4) Middle/junior h,True,ACS_14,"Would that be high school, college, or university?",F1,0.9,0.5445140849964047,Q1,FOODAPS_0417
FOODAPS,FOODAPS_65,What is the reason NAME will not attend school this week and next week?  (1) Summer vacation/summer break  (2) Other sch,False,ACS_13,"Are you enrolled in a high school, college, or university?",F3,0.0,0.33,Q2,FOODAPS_0421
FOODAPS,FOODAPS_66,What is the level of school that NAME attended before summer break? (0) Did not attend school  (1) Primary or preschool ,True,ACS_13,"Are you enrolled in a high school, college, or university?",F2,0.6,0.3648244369475912,Q1,FOODAPS_0426
FOODAPS,FOODAPS_67,What is the level of school that NAME attend/s when not on a school break? (1) Primary or preschool (2) Kindergarten (3),True,ACS_74,What grade or level was this person attending?,F1,0.9,0.5445140849964047,Q1,FOODAPS_0435
FOODAPS,FOODAPS_68,What are the first and last days of the school break or summer vacation?,False,ACS_73,"At any time IN THE LAST 3 MONTHS, has this person attended school or college?",F3,0.1,0.1796896480488135,Q4,FOODAPS_0439
FOODAPS,FOODAPS_7,"Is there anyone else who USUALLY lives here, but is now away for reasons such as traveling for vacation or for work, in ",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0216
FOODAPS,FOODAPS_8,"Is there anyone else who lives here, such as a roommate, renter, or person you employ (for example, a babysitter)?",False,ACS_16,Is there any reason the information from this interview should NOT be used?,F3,0.0,0.33,Q2,FOODAPS_0220
FOODAPS,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or i",False,ACS_18,Please print the name and telephone number of the person who is filling out this form.,F3,0.0,0.33,Q2,FOODAPS_0226
FOODAPS,FOODAPS_90,Have you received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also ,True,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the",F2,0.5,0.67,Q1,FOODAPS_0583
