pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
FOODAPS_0168,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_26,What is Person 2’s name? How is this person related to Person 1?,Relationship
FOODAPS_0169,FOODAPS_62,Is NAME’s spouse a member of this household?,ACS_31,What is Person 3’s name? How is this person related to Person 1?,Relationship
FOODAPS_0170,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,Race
FOODAPS_0171,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,Race
FOODAPS_0172,FOODAPS_27,What is your race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,Race
FOODAPS_0173,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_25,What is Person 1’s race?,Race
FOODAPS_0174,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_30,What is Person 2’s race?,Race
FOODAPS_0175,FOODAPS_59,What is NAME’s race and/or ethnicity? Select all that apply.,ACS_35,What is Person 3’s race?,Race
FOODAPS_0176,FOODAPS_169,Do you/Does your household rent or own your home?,ACS_56,"Is this house, apartment, or mobile home – Mark (X) ONE box. Owned by you or someone in this household with a mortgage or loan? Include home equity loans. Owned by you or someone in this household free and clear (without a mortgage or loan)? Rented? Occupied without payment of rent?",Tenure (Own/Rent)
FOODAPS_0177,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,Health Insurance
FOODAPS_0178,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_82,Is there a premium for this plan?,Health Insurance
FOODAPS_0179,FOODAPS_108,There is a program called Medicaid that pays for health care for persons in need. Are you/Is anyone in your household covered by Medicaid?,ACS_83,Does this person or another family member receive a tax credit or subsidy based on family income to help pay the premium?,Health Insurance
FOODAPS_0180,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_81,Is this person CURRENTLY covered by any of the following types of health insurance or health coverage plans?,Health Insurance
FOODAPS_0181,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_82,Is there a premium for this plan?,Health Insurance
FOODAPS_0182,FOODAPS_109,Select the names of the people below that are covered by Medicaid.,ACS_83,Does this person or another family member receive a tax credit or subsidy based on family income to help pay the premium?,Health Insurance
FOODAPS_0183,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_90,What is this person’s marital status?,Marital Status
FOODAPS_0184,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status
FOODAPS_0185,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_92,How many times has this person been married?,Marital Status
FOODAPS_0186,FOODAPS_29,"Are you currently married, widowed, divorced, separated, or never married?",ACS_93,In what year did this person last get married?,Marital Status
FOODAPS_0187,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_90,What is this person’s marital status?,Marital Status
FOODAPS_0188,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status
FOODAPS_0189,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_92,How many times has this person been married?,Marital Status
FOODAPS_0190,FOODAPS_61,"Is NAME currently married, widowed, divorced, separated, or never married?",ACS_93,In what year did this person last get married?,Marital Status
FOODAPS_0191,FOODAPS_194,"Are you currently looking for a job, either full or part time?",ACS_112,"During the LAST 4 WEEKS, has this person been ACTIVELY looking for work?",Labor Force
FOODAPS_0192,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0193,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0194,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0195,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0196,FOODAPS_2,What is your name?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0197,FOODAPS_2,What is your name?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0198,FOODAPS_2,What is your name?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0199,FOODAPS_2,What is your name?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0200,FOODAPS_3,What is your email?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0201,FOODAPS_3,What is your email?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0202,FOODAPS_3,What is your email?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0203,FOODAPS_3,What is your email?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0204,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text message?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0205,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text message?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0206,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text message?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0207,FOODAPS_4,"We can also send updates, notifications, and survey links via text message. Would you like us to contact you by text message?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0208,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0209,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0210,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0211,FOODAPS_5,Please enter the cell phone number where you wish to receive text messages.,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0212,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your address over the next week. Include any babies or young children.",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0213,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your address over the next week. Include any babies or young children.",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0214,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your address over the next week. Include any babies or young children.",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0215,FOODAPS_6,"Who lives at [fill address], even if they are not related to you? Please list all the people who will be living at your address over the next week. Include any babies or young children.",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0216,FOODAPS_7,"Is there anyone else who USUALLY lives here, but is now away for reasons such as traveling for vacation or for work, in the military, or in the hospital?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0217,FOODAPS_7,"Is there anyone else who USUALLY lives here, but is now away for reasons such as traveling for vacation or for work, in the military, or in the hospital?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0218,FOODAPS_7,"Is there anyone else who USUALLY lives here, but is now away for reasons such as traveling for vacation or for work, in the military, or in the hospital?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0219,FOODAPS_7,"Is there anyone else who USUALLY lives here, but is now away for reasons such as traveling for vacation or for work, in the military, or in the hospital?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0220,FOODAPS_8,"Is there anyone else who lives here, such as a roommate, renter, or person you employ (for example, a babysitter)?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0221,FOODAPS_8,"Is there anyone else who lives here, such as a roommate, renter, or person you employ (for example, a babysitter)?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0222,FOODAPS_8,"Is there anyone else who lives here, such as a roommate, renter, or person you employ (for example, a babysitter)?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0223,FOODAPS_8,"Is there anyone else who lives here, such as a roommate, renter, or person you employ (for example, a babysitter)?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0224,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or is a guest that is visiting here temporarily.",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0225,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or is a guest that is visiting here temporarily.",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0226,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or is a guest that is visiting here temporarily.",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0227,FOODAPS_9,"Please select whether each person listed below will be here for the next [fill] days, away for the next [fill] days or is a guest that is visiting here temporarily.",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0228,FOODAPS_10,Do all people in your household share food?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0229,FOODAPS_10,Do all people in your household share food?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0230,FOODAPS_10,Do all people in your household share food?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0231,FOODAPS_10,Do all people in your household share food?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0232,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0233,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0234,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0235,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0236,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0237,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0238,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0239,FOODAPS_16,About how much of the meal planning or meal preparation do you do for your household?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0240,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0241,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0242,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0243,FOODAPS_17,About how much of the meal planning or meal preparation do you do for your food sharing group?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0244,FOODAPS_30,Is your spouse a member of this household?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0245,FOODAPS_30,Is your spouse a member of this household?,ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0246,FOODAPS_30,Is your spouse a member of this household?,ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0247,FOODAPS_30,Is your spouse a member of this household?,ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0248,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0249,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0250,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0251,FOODAPS_135,"When in season, do you have a fruit or vegetable garden?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0252,FOODAPS_136,"Do you receive free fruits or vegetables from anyone else’s garden, orchard, or trees?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0253,FOODAPS_136,"Do you receive free fruits or vegetables from anyone else’s garden, orchard, or trees?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0254,FOODAPS_136,"Do you receive free fruits or vegetables from anyone else’s garden, orchard, or trees?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0255,FOODAPS_136,"Do you receive free fruits or vegetables from anyone else’s garden, orchard, or trees?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0256,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for themselves, or will you answer for them? ",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0257,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for themselves, or will you answer for them? ",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0258,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for themselves, or will you answer for them? ",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0259,FOODAPS_248,"Are the following people able and willing to answer additional questions about health, school, work and income for themselves, or will you answer for them? ",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0260,FOODAPS_249,"Are the following people able and willing to complete daily surveys about what food they get each day over the next week, or will you answer for them?",ACS_16,Is there any reason the information from this interview should NOT be used?,Household
FOODAPS_0261,FOODAPS_249,"Are the following people able and willing to complete daily surveys about what food they get each day over the next week, or will you answer for them?",ACS_17,Why do you think the data should not be used?,Household
FOODAPS_0262,FOODAPS_249,"Are the following people able and willing to complete daily surveys about what food they get each day over the next week, or will you answer for them?",ACS_18,Please print the name and telephone number of the person who is filling out this form.,Household
FOODAPS_0263,FOODAPS_249,"Are the following people able and willing to complete daily surveys about what food they get each day over the next week, or will you answer for them?",ACS_69,"Please copy the name of Person 1 from page 2, then continue answering questions below.",Household
FOODAPS_0264,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0265,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0266,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0267,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0268,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0269,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0270,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0271,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0272,FOODAPS_170,"Is your rent/your household’s rent covered fully or in part by the Federal, State, or Local government?  ",ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0273,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0274,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0275,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0276,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0277,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0278,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0279,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0280,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0281,FOODAPS_177,Do you/Does your household pay [G1=2: homeowners/G1=1: renters] insurance?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0282,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0283,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0284,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0285,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0286,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0287,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0288,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0289,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0290,FOODAPS_178,How frequently do you/does your household pay for [G1=2: homeowners/G1=1: renters] insurance?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0291,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0292,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0293,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0294,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0295,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0296,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0297,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0298,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0299,FOODAPS_179,Do you/does your household pay real estate or property tax on your home?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0300,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0301,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0302,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0303,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0304,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0305,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0306,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0307,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0308,FOODAPS_180,How frequently do you/does your household pay for real estate or property tax on your home?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0309,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_60,What are the annual real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0310,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_61,"What is the annual payment for fire, hazard, and flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0311,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_62,"Do you or any member of this household have a mortgage, deed of trust, contract to purchase, or similar debt on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0312,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_63,How much is the regular monthly mortgage payment on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0313,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_64,Does the regular monthly mortgage payment include payments for real estate taxes on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0314,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_65,"Does the regular monthly mortgage payment include payments for fire, hazard, or flood insurance on THIS property?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0315,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_66,Do you or any member of this household have a second mortgage or a home equity loan on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0316,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_67,How much is the regular monthly payment on all second or junior mortgages and all home equity loans on THIS property?,"Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0317,FOODAPS_181,How much do you/does your household usually pay for real estate or property tax on your home [insert fill from G8B]?,ACS_68,"What are the total annual costs for personal property taxes, site rent, registration fees, and license fees on THIS mobile home and its site?","Costs (Mortgage, Taxes, Insurance)"
FOODAPS_0318,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
FOODAPS_0319,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
FOODAPS_0320,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
FOODAPS_0321,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
FOODAPS_0322,FOODAPS_197,"How many hours do you normally work for pay, including paid sick time and paid leave time?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
