survey,source_q_id,source_text,best_match_q_id,best_match_text,subtopic,best_feasibility,barrier_category,barrier_subcode,barrier_description,confidence,score_borda,score_entropy,triage_quadrant,specific_conflicts,arbitrator_reasoning,pair_id
FOODAPS,FOODAPS_282,How long does it usually take NAME to get from home to work?,ACS_108,How many minutes did it usually take this person to get from home to work LAST WEEK,Commute/Commuting,F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,FOODAPS measures general habitual commute duration while ACS measures usual commute duration anchored to a specific reference period (last week). The temporal framing differs between general habitual and retrospective point-in-time. | Temporal framing mismatch: general habitual 'usually takes' vs 'usually took' specifically during LAST WEEK.,"[Anthropic — F2/TC.2] All three raters unanimously agree on TC.2 (temporal framing) with F2 feasibility. The core difference is that FOODAPS asks about habitual/general commute time ('usually take') while ACS asks about usual commute time specifically anchored to 'LAST WEEK'. Both questions use 'usually' but ACS constrains this to a specific reference period. This is a classic temporal framing difference - habitual/general vs. retrospective point-in-time. Harmonization requires assuming that last week's usual pattern is representative of general habitual behavior, which is a reasonable but non-trivial assumption requiring statistical adjustment or sensitivity analysis. ||| [Openai — F2/TC.2] All three raters agree the key difference is temporal framing: one item asks for a generally 'usual' commute time (habitual, not tied to a specific recall window), while the ACS anchors 'usual' to LAST WEEK. The construct (commute duration from home to work) and response metric (minutes/time) are otherwise aligned, so the primary harmonization issue is the reference-time framing rather than construct or response-scale differences. Harmonization is feasible but requires an assumption/model that last week's 'usual' reflects longer-run usual commute time, so it is not a direct recode.",FOODAPS_0049
FOODAPS,FOODAPS_35,What is the level of school that you attended before summer break?,ACS_74,What grade or level was this person attending?,School Enrollment,F2,TC,TC.2,Temporal framing,HIGH,0.5,0.67,Q1,"FOODAPS asks about grade level before summer break (retrospective, anchored to pre-summer period); ACS asks about grade level currently/recently attending (point-in-time without explicit summer anchor) | Retrospective pre-summer-break grade/level (FOODAPS) vs current/at-interview grade or level attending (ACS) temporal framing mismatch.","[Anthropic — F2/TC.2] All three raters unanimously agree on TC.2 (temporal framing) with F2 feasibility. The core issue is that FOODAPS asks about school level 'before summer break' (retrospective framing tied to a specific past period), while ACS asks about the grade level the person 'was attending' (which could be interpreted as current or recent point-in-time). Both questions measure the same underlying construct (grade/school level), but the temporal anchoring differs. This is a clear temporal framing difference rather than a construct difference, as the concept being measured is identical. Harmonization requires assumptions about when each survey was administered relative to the school year and whether grade progression occurred between reference periods, justifying F2 (statistical adjustment needed). ||| [Openai — F2/TC.2] All three raters agree the key issue is temporal framing. FOODAPS explicitly anchors the reported grade/level to ""before summer break"" (retrospective to the just-ended school year), while the ACS asks the grade/level the person ""was attending"" (typically interpreted as current/point-in-time at interview). Because students may advance a grade over summer or may not be enrolled at the moment of interview, aligning these measures requires assumptions or modeling about timing relative to the school calendar rather than a simple recode, making this a temporal-framing barrier requiring statistical adjustment.",FOODAPS_0400
FOODAPS,FOODAPS_90,Have you received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also known as [FILL IN STATE SNAP NAME] or food stamps and it puts money on an EBT card that you can use to buy food.,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F2,TC,TC.1,Reference period length,HIGH,0.5,0.67,Q1,"Survey asks about SNAP receipt in past 30 days; ACS asks about past 12 months. Different reference period lengths (30 days vs 12 months) create temporal mismatch requiring statistical modeling to harmonize. | Different reference periods for SNAP receipt (past 30 days vs past 12 months), requiring statistical adjustment to compare or derive a common metric.","[Anthropic — F2/TC.1] All three raters agree on TC.1 (reference period length) and F2 (statistical adjustment). The primary barrier is clearly the temporal mismatch: 30 days vs 12 months. Rater C correctly notes an additional population/unit difference (individual vs household), but following the coding rules, we code the PRIMARY constraint. The temporal difference is the most fundamental barrier that would need to be resolved first - even if the unit of analysis were identical, the reference period difference would still require statistical modeling. The 30-day to 12-month conversion requires assumptions about benefit receipt patterns and dynamics, making F2 appropriate. ||| [Openai — F2/TC.1] All three raters correctly identify the dominant barrier as a reference-period length mismatch: FOODAPS asks about SNAP receipt in the past 30 days, while ACS asks about receipt at any time in the past 12 months. These measures are not directly comparable because 12-month receipt does not imply 30-day receipt, so harmonization would require modeling/assumptions about timing and continuity of benefit receipt. Rater C also notes a secondary unit-of-analysis difference (respondent vs any household member), but the binding constraint for harmonizing these two items as written is the temporal window mismatch; even if the unit were aligned, the 30-day vs 12-month difference would remain the primary obstacle.",FOODAPS_0583
FOODAPS,FOODAPS_91,Has anyone at this address received benefits from the Supplemental Nutrition Assistance Program in the past 30 days? This program is also known as [FILL IN STATE SNAP NAME] or food stamps and it puts money on an EBT card that you can use to buy food.,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F2,TC,TC.1,Reference period length,HIGH,0.5,0.67,Q1,"FOODAPS asks about SNAP receipt in the past 30 days while ACS asks about the past 12 months, creating a reference period length mismatch that requires statistical adjustment to harmonize. | Reference period length mismatch: SNAP receipt in past 30 days (address-level wording) vs SNAP receipt at any time in past 12 months (household-level wording).","[Anthropic — F2/TC.1] All three raters unanimously agree on TC.1 (reference period length) with F2 feasibility, which is the correct primary barrier. The 30-day vs 12-month reference period difference is the dominant constraint that must be resolved first. While raters A and C correctly note a secondary difference in unit definition ('anyone at this address' vs 'any member of this household'), this is a minor population/coverage issue that is subordinate to the temporal mismatch. The temporal difference requires statistical adjustment or modeling assumptions about benefit continuity patterns, making F2 appropriate. Converting 30-day prevalence to 12-month prevalence (or vice versa) cannot be done through simple recoding. ||| [Openai — F2/TC.1] All three raters agree the dominant harmonization problem is the different reference period lengths: past 30 days versus past 12 months. That mismatch changes the meaning of “received benefits” (recent/current receipt vs any receipt within a year) and cannot be resolved by a simple recode; it would require assumptions or modeling about benefit spell duration/recency to map one to the other (hence F2). There is also a minor population wording difference (“anyone at this address” vs “you/any household member”), but the binding constraint to harmonize first is the temporal window.",FOODAPS_0584
FOODAPS,FOODAPS_100,[Have you/Has anyone at this address] ever received benefits from SNAP?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F2,TC,TC.1,Reference period length,HIGH,0.4,0.3648244369475912,Q1,"Survey question asks about ever receiving SNAP (lifetime), while ACS asks about past 12 months only - different reference period lengths for the same construct | Lifetime/ever SNAP receipt vs SNAP receipt in the past 12 months","[Anthropic — F2/TC.1] All three raters correctly identify the core issue as a temporal difference between 'ever' (lifetime) and 'past 12 months' reference periods. Raters A and C code this as TC.1 (reference period length), while Rater B codes it as TC.2 (temporal framing). The distinction between TC.1 and TC.2 is subtle here, but TC.1 is more appropriate because the fundamental issue is the LENGTH of the reference period (lifetime vs. 12 months), not the framing type (both are retrospective recall questions). The feasibility is F2 because while direct harmonization is not possible (someone who 'ever' received SNAP may not have received it in the past 12 months), statistical adjustments could potentially estimate one from the other with appropriate assumptions. F3 would be too strong since the construct is identical and the temporal overlap allows for some harmonization approaches. ||| [Openai — F2/TC.1] Both items measure SNAP receipt but with different reference period lengths: the survey asks about ever (lifetime) receipt, while the ACS is explicitly limited to the past 12 months. This is primarily a reference period length mismatch rather than a different temporal mode (both are retrospective yes/no) or a construct difference. Harmonization is possible only by imposing a common window (e.g., restricting analysis to a 12-month measure or treating ACS 'yes' as a subset of 'ever'), which requires assumptions or modeling because the 'ever' item cannot be deterministically converted to 'past 12 months' without additional timing information.",FOODAPS_0593
FOODAPS,FOODAPS_167,Were you on active duty ONLY FOR TRAINING in the Reserves or National Guard?,ACS_98,"Has this person ever served on active duty in the U.S. Armed Forces, Reserves, or National Guard?",Veterans,F2,CC,CC.3,Boundary conditions,HIGH,0.4,0.3648244369475912,Q1,"Survey asks whether active duty was ONLY for training in Reserves/National Guard (a boundary exclusion condition); ACS asks broadly about any active duty service without the training-only qualifier, creating different thresholds for what constitutes reportable service. | Survey isolates training-only active duty in Reserves/Guard; ACS asks any-ever active duty service without the training-only boundary, making mapping dependent on definitional assumptions.","[Anthropic — F2/CC.3] Two raters (B and C) agree on CC.3 (boundary conditions), while Rater A coded CC.4 (scope inclusions). The key issue here is that the survey question asks about a specific boundary condition - whether service was ONLY for training purposes - which represents a threshold/cutoff distinction rather than different components being counted. The ACS asks broadly about 'ever served on active duty' without distinguishing training-only service. This is fundamentally about where the boundary is drawn for what counts as meaningful active duty service. Rater B's F2 feasibility is more appropriate than C's F3 because while direct harmonization isn't possible, statistical adjustment or documentation of the definitional difference could allow for qualified comparison - a 'yes' to training-only is a subset of ACS 'yes' responses, making some bridging possible with assumptions. ||| [Openai — F2/CC.3] The core mismatch is a boundary-condition difference: the survey item asks specifically about a particular type of service (active duty only for training in Reserves/Guard), while the ACS item asks broadly whether the person has ever served on active duty in the Armed Forces/Reserves/Guard with no training-only qualifier. Because “active duty only for training” may or may not be treated as “active duty” for ACS purposes depending on definition and respondent interpretation, a direct recode is not possible. However, the concepts are related (training-only is a subset/edge case within the broader active-duty construct), so harmonization could be attempted only with assumptions/adjustment or by documenting definitional differences, rather than being fundamentally incompatible.",FOODAPS_0131
FOODAPS,FOODAPS_191,What is the main reason you did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,F2,CC,CC.2,Operationalization,HIGH,0.4,0.3648244369475912,Q1,FoodAPS asks for the main reason not working (multi-category variable) while ACS asks specifically about layoff status (single binary indicator); layoff may be one category within FoodAPS but requires recoding and assumptions to align. | FOODAPS captures main reason not working (multi-category attribution) whereas ACS captures layoff status as a specific binary condition; mapping requires assumptions about how 'main reason' corresponds to layoff status.,"[Anthropic — F2/CC.4] Raters A and B both coded CC.4 with F2, while Rater C coded CC.2 with F3. The majority view (A and B) is more accurate. The core issue is scope inclusion (CC.4) rather than operationalization (CC.2): both questions address reasons for not working, but the ACS isolates one specific reason (layoff) as a binary indicator, while FoodAPS captures multiple reasons in a categorical variable. 'Layoff' is likely one category within the FoodAPS response options, making partial harmonization possible by extracting/recoding the layoff category. This is not a fundamental construct difference (CC.2) since both relate to employment status and reasons for non-work - the difference is in scope of what reasons are captured. Rater C's characterization of FoodAPS as 'open-ended' appears incorrect; it asks for 'main reason' suggesting categorical responses. F2 is appropriate because harmonization requires assumptions about category alignment and handling of non-layoff responses. ||| [Openai — F2/CC.2] The items are not measuring the same construct: the FOODAPS question asks for the main reason for not working (a multi-cause attribution), while the ACS item measures a specific employment status condition (on layoff) as a binary indicator used in labor force classification. Harmonization is only possible by deriving an approximate layoff indicator from FOODAPS if (and only if) a comparable 'layoff' category exists and is defined similarly; otherwise, respondents who are on layoff could choose other 'main reasons' (e.g., illness, caregiving), and the ACS measure does not capture 'main reason' at all. This is primarily an operationalization/indicator mismatch rather than just scope/category inclusions, and it requires assumptions beyond simple recoding.",FOODAPS_0077
FOODAPS,FOODAPS_192,What is the main reason you did not work last week?,ACS_109,"LAST WEEK, was this person on layoff from a job?",Employment Status,F2,CC,CC.4,Scope inclusions,HIGH,0.4,0.3648244369475912,Q1,"Survey question captures multiple reasons for not working (broad scope), while ACS captures only layoff status (single specific component); harmonization requires mapping if layoff is among the survey response options. | Broad multi-category 'main reason not working' vs narrow binary layoff status; layoff is only one possible reason within the broader construct.","[Anthropic — F2/CC.4] Raters B and C both coded CC.4 with F2, while Rater A coded CC.2 with F3. The majority view (B and C) correctly identifies this as a scope inclusion issue (CC.4) rather than operationalization (CC.2). The survey question asks for the 'main reason' for not working, which could include multiple categories (illness, vacation, layoff, family responsibilities, etc.), while the ACS question specifically asks about layoff status as a binary yes/no. Layoff is one potential component within the broader set of reasons captured by the survey question. If 'layoff' is an available response option in the survey question, responses can be mapped to create a comparable layoff indicator, though this requires assumptions about category alignment. This is harmonizable with statistical bridging (F2) rather than being completely incompatible (F3), as Rater A suggested. ||| [Openai — F2/CC.4] The ACS item measures a narrow construct—whether the person was on layoff last week—whereas the survey item measures a broader construct—the main reason for not working last week across multiple possible reasons (one of which may be layoff). This is primarily a construct scope mismatch (layoff is a component within a larger set of nonwork reasons), not merely a response-scale issue. Harmonization is possible only by deriving a layoff indicator from the survey item if an equivalent 'layoff' category exists and treating all other reasons as 'not on layoff'; if categories do not align perfectly, additional assumptions/mapping are needed. Thus it is not a direct recode (F1) but can be bridged with assumptions/statistical adjustment (F2), consistent with raters B and C.",FOODAPS_0082
FOODAPS,FOODAPS_92,How many [FILL IN STATE SNAP NAME] EBT cards are issued to people at this address ?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F2,TC,TC.2,Temporal framing,MODERATE,0.4,0.3648244369475912,Q1,FOODAPS asks for a numeric count of EBT cards currently issued; ACS asks for binary yes/no about SNAP receipt in past 12 months. Different response formats (count vs. categorical) measuring related but differently operationalized aspects of SNAP participation. | Point-in-time current number of EBT cards at the address vs 12-month retrospective household receipt of SNAP benefits (current status/count vs past-year receipt indicator).,"[Anthropic — F2/RS.1] Two raters (B and C) agree on RS.1 as the primary barrier, identifying the fundamental difference between a numeric count response and a binary yes/no response. While Rater A correctly notes the temporal difference (TC.2), the response scale difference is the more immediate barrier that must be resolved first - you cannot directly compare a count of EBT cards to a yes/no receipt question. The count can be recoded to binary (>0 = yes), making this F2 rather than F3 as Rater B suggested. Rater C's F2 assessment is most appropriate because while the scales differ fundamentally, a reasonable transformation (count > 0 = yes) is possible with assumptions. The temporal difference noted by Rater A is secondary and would need to be addressed after resolving the response scale incompatibility. ||| [Openai — F2/TC.2] The core harmonization problem is that the survey item is a point-in-time count of EBT cards currently issued at the address, while the ACS item is a 12-month retrospective indicator of whether anyone in the household received SNAP. While the count could be mechanically collapsed to a yes/no (count>0), that does not resolve the temporal mismatch: having a currently issued card is not equivalent to having received benefits at any time in the past 12 months, and the reverse can also occur (receipt in past 12 months but no current card). Thus the primary constraint to resolve is temporal framing (current status vs retrospective receipt), with response-scale differences secondary. Harmonization would require assumptions/modeling about transitions on/off SNAP over the year, so feasibility is F2 rather than F1; it is not strictly impossible (F3) because a defensible harmonized indicator could be modeled or restricted with assumptions.",FOODAPS_0585
FOODAPS,FOODAPS_93,You said there is one [FILL IN STATE SNAP NAME] card in this household. Now we will ask about who in the household is assigned to the EBT card. Select the names of the people below that receive [FILL SNAP] benefits together under that EBT card,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F2,CC,CC.2,Operationalization,MODERATE,0.1,0.3648244369475912,Q2,Survey collects person-level roster of individuals assigned to a specific EBT card; ACS asks only binary household-level yes/no about SNAP receipt. Different operationalizations of SNAP participation that cannot be reconciled. | Person/card-level roster-based operationalization (conditional on card count) versus ACS household-level past-12-month yes/no receipt; requires derivation/assumptions to map roster assignment to household SNAP receipt.,"[Anthropic — F3/CC.2] All three raters unanimously agree on CC.2 (operationalization difference) with F3 (incompatible) feasibility. The survey question asks respondents to identify specific household members assigned to a particular EBT card, collecting person-level roster data about card assignment. The ACS question simply asks a binary yes/no about whether anyone in the household received SNAP benefits. These represent fundamentally different operationalizations of SNAP participation: one captures detailed card-level membership groupings while the other captures only household-level receipt. The person-level card assignment data cannot be meaningfully collapsed to match the ACS binary format without losing essential information, and the ACS binary cannot be expanded to provide card-level detail. This is a clear operationalization barrier that makes direct harmonization impossible. ||| [Openai — F2/CC.2] All raters correctly identify the primary issue as a construct/operationalization mismatch: the survey item measures SNAP participation via assignment of specific household members to a particular EBT card (and is asked only after establishing card count), whereas the ACS item measures any household SNAP receipt in the past 12 months with a single yes/no. However, these are not fundamentally incompatible: you can harmonize to the ACS concept by deriving a household-level indicator from the roster/card assignment (e.g., any person selected/assigned to an EBT card implies household received SNAP). This requires assumptions about the reference period and that card assignment corresponds to receipt (and may require additional variables or handling of missing/not-asked cases due to routing), so it is not a simple mechanical recode but is feasible with analytic assumptions rather than impossible.",FOODAPS_0586
FOODAPS,FOODAPS_0,01.  The address we have on file appears below. Is this the address where you currently live?,ACS_17,Why do you think the data should not be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,Survey asks for residential address confirmation; ACS asks for reasons to exclude interview data - completely unrelated constructs with no shared meaning | Address/current residence confirmation vs. reasons interview data should not be used (data quality/disposition) are unrelated constructs.,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. This is clearly correct - the Survey Question asks for confirmation of a residential address (a verification/administrative task), while the ACS Question asks for reasons why interview data should not be used (a data quality assessment). These are fundamentally different constructs with no conceptual overlap whatsoever. Address verification and data quality justification serve entirely different survey purposes and cannot be harmonized. ||| [Openai — F3/CC.1] The two questions measure entirely different constructs and serve different survey purposes. The survey item is an address verification/confirmation of current residence (location/contact information), while the ACS item asks for a rationale for not using the collected data (a data-quality or disposition/metadata-related explanation). There is no conceptual overlap or common variable that could be reconciled through recoding or adjustment, so harmonization is not feasible.",FOODAPS_0193
FOODAPS,FOODAPS_1,What is your name?,ACS_19,How many people are living or staying at this address?,Population,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,Survey asks for respondent's name (personal identifier) while ACS asks for number of people living at address (household size count) - completely unrelated constructs | Respondent’s name (personal identifier) vs household size/occupancy count at the address (household-level enumeration).,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. This is clearly correct - the survey question asks for the respondent's name (a personal identifier), while the ACS question asks for household size (a count of residents). These are fundamentally different constructs with no logical relationship whatsoever. One captures identity information while the other captures household demographic data. There is no possible transformation or statistical adjustment that could harmonize these variables. ||| [Openai — F3/CC.1] All three raters agree the items measure entirely different constructs: one is a personal identifier (respondent name) and the other is a household-level count (number of people living/staying at an address). There is no definitional or operational bridge that would allow harmonizing these into a common analytic variable; the mismatch is conceptual, not a matter of response scale or timing.",FOODAPS_0441
FOODAPS,FOODAPS_10,Do all people in your household share food?,ACS_16,Is there any reason the information from this interview should NOT be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures household food-sharing behavior to identify the food sharing unit; ACS is a data quality/usability flag for interview validity - completely unrelated constructs | Household food-sharing behavior/economic unit definition vs. interview data usability/quality flag (unrelated constructs),"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question measures household food-sharing behavior (identifying the food sharing unit), while the ACS question is an administrative data quality flag asking whether interview data should be excluded. These are fundamentally different constructs with no conceptual overlap - one measures household economic/behavioral patterns while the other assesses data validity. There is no meaningful way to harmonize these questions. ||| [Openai — F3/CC.1] The two questions measure entirely different constructs: the survey question asks about within-household food sharing/food pooling behavior (defining an economic/food unit), while the ACS item is an interview metadata/quality flag about whether the collected information should be used at all. Because there is no conceptual overlap to map food-sharing behavior onto interview usability, harmonization is not possible beyond noting they are unrelated.",FOODAPS_0228
FOODAPS,FOODAPS_105,Are you/Is anyone in your household now receiving benefits from WIC?,ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey asks about WIC (Women, Infants, and Children) benefits; ACS asks about SNAP (Supplemental Nutrition Assistance Program) benefits. These are distinct federal nutrition assistance programs with different eligibility criteria, benefit types, and target populations, making them fundamentally different constructs. | Survey asks about current WIC benefit receipt, while ACS asks about SNAP/Food Stamps receipt in the past 12 months—different programs/constructs (and different reference periods).","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. The core issue is that the questions ask about fundamentally different federal nutrition assistance programs: WIC (Women, Infants, and Children) targets pregnant women, new mothers, and young children with specific nutritional supplements, while SNAP (Supplemental Nutrition Assistance Program) provides general food purchasing assistance to low-income households. These programs have different eligibility criteria, benefit structures, and target populations. While Raters B and C correctly note the additional temporal difference ('now' vs. '12 months'), the primary barrier is the construct difference - even if temporal frames were aligned, the questions would still measure participation in entirely different programs. Per the coding hierarchy, CC takes precedence when temporal differences compound a construct difference. ||| [Openai — F3/CC.1] All three raters agree that the questions measure different benefit programs: WIC (Women, Infants, and Children) versus SNAP/Food Stamps. This is a core concept-definition mismatch, not a resolvable wording or timing issue. The additional time-frame difference (""now"" vs ""past 12 months"") is secondary; even with aligned reference periods, receipt of WIC is not equivalent to receipt of SNAP, so the items are fundamentally not harmonizable.",FOODAPS_0598
FOODAPS,FOODAPS_106,"Select the names of the people listed below that currently receive WIC benefits, including infants and children",ACS_54,"IN THE PAST 12 MONTHS, did you or any member of this household receive benefits from the Food Stamp Program or SNAP (the Supplemental Nutrition Assistance Program)?",Food Stamps (SNAP),F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Survey asks about WIC benefits (nutrition program for women, infants, and children); ACS asks about SNAP/Food Stamp benefits (general food assistance program). These are distinct federal programs that cannot be equated. | Different constructs/programs: WIC receipt (current, person-level) versus SNAP/Food Stamp receipt (past 12 months, household-level).","[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. The core issue is that WIC (Women, Infants, and Children supplemental nutrition program) and SNAP (Supplemental Nutrition Assistance Program/Food Stamps) are fundamentally different federal nutrition assistance programs with different eligibility criteria, benefits, and target populations. WIC specifically targets pregnant/postpartum women and children under 5, while SNAP is a broader food assistance program. This is a clear concept definition mismatch - the questions are asking about participation in entirely different programs. Secondary differences (timing: current vs. 12-month; unit of analysis: person-level listing vs. household binary) exist but the primary barrier is the program/concept mismatch. These cannot be harmonized as they measure different constructs. ||| [Openai — F3/CC.1] All three raters agree the binding issue is a construct mismatch: the survey item measures WIC participation, while the ACS item measures SNAP/Food Stamp participation. These are distinct benefit programs with different eligibility and meaning, so they cannot be harmonized into a single comparable measure. Additional differences (person-level roster of current recipients vs household-level yes/no over past 12 months) further prevent reconciliation, but they are secondary to the core concept definition conflict.",FOODAPS_0599
FOODAPS,FOODAPS_11,Select the names of the people listed below that share food with each other as a group.,ACS_16,Is there any reason the information from this interview should NOT be used?,Household,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,FOODAPS measures food-sharing group composition among household members; ACS measures interview data quality/usability concerns. Completely unrelated constructs with no conceptual overlap. | Household food-sharing network/group membership vs. interview usability/quality flag; constructs are unrelated and therefore incompatible.,"[Anthropic — F3/CC.1] All three raters unanimously agree on CC.1 (Concept definition) with F3 (Incompatible) feasibility. Their reasoning is consistent and correct: the FOODAPS question asks about identifying specific household members who share food together (measuring food-sharing group composition), while the ACS question is an administrative data quality check asking whether interview information should be excluded. These questions measure completely different constructs with no conceptual overlap whatsoever - one is about interpersonal food-sharing behavior, the other is about interview validity. This represents a fundamental concept definition difference that cannot be harmonized. ||| [Openai — F3/CC.1] All three raters agree the items measure fundamentally different constructs. The survey question elicits within-household food-sharing group composition (a relational/dyadic grouping measure). The ACS question is an interviewer/respondent assessment of whether the interview data should be excluded due to quality/usability concerns. There is no conceptual overlap or common target variable to harmonize; differences are not resolvable via recoding or modeling.",FOODAPS_0232
FOODAPS,FOODAPS_110,Are you/Is anyone in your household currently pregnant,ACS_94,"In the PAST 12 MONTHS, has this person given birth to any children?",Fertility,F3,CC,CC.1,Concept definition,HIGH,0.0,0.33,Q2,"Questions measure different biological events: current pregnancy status (gestational state) vs. past childbirth (delivery event) - related but distinct fertility constructs | Different fertility constructs: current pregnancy status (state) vs birth occurrence in past 12 months (event), with incompatible reference periods","[Anthropic — F3/CC.1] While all three raters agreed on TC.2 and F3, the primary barrier here is actually a construct difference (CC.1) rather than purely temporal. The questions measure fundamentally different biological events: pregnancy (a current state of gestation) versus childbirth (a completed delivery event). Per the coding hierarchy rule that CC > TC when temporal difference implies a construct difference, this should be coded as CC.1. A person can be currently pregnant without having given birth in the past 12 months, and someone who gave birth recently is definitionally not pregnant with that child anymore. These are related but distinct fertility constructs that cannot be reconciled regardless of temporal alignment. The F3 feasibility rating is correct as these concepts are fundamentally incompatible. ||| [Openai — F3/CC.1] All raters correctly note a strong temporal framing difference (current status vs past-12-month retrospective). However, the more fundamental issue is construct non-equivalence: one item measures current pregnancy status (a state), while the other measures whether a birth occurred in the past 12 months (an event). These are related fertility concepts but not interchangeable, and neither can be derived from the other without additional information (e.g., pregnancy start/end dates, gestational age, full birth history). Because the temporal mismatch is inseparable from a different underlying fertility construct (pregnancy vs childbirth), the primary barrier is construct definition (CC.1), making harmonization infeasible.",FOODAPS_0163
FOODAPS,FOODAPS_111,List FEMALE HOUSEHOLD MEMBERS BETWEEN ages 14 AND <53,ACS_22,What is Person 1’s sex?,Sex,F3,PC,PC.1,Universe definition,HIGH,0.0,0.33,Q2,"FOODAPS requests a listing of female household members aged 14-<53 (filtered demographic subset); ACS asks sex of Person 1 without age restrictions. Different age eligibility criteria and population universes prevent harmonization. | Survey collects a roster/list of all household members meeting female and age 14–<53 criteria; ACS asks the sex of Person 1 only (single-person attribute, unfiltered).","[Anthropic — F3/PC.3] All three raters unanimously agree on PC.3 (Age bounds) with F3 (Incompatible) feasibility. The FOODAPS question is a filtered roster that specifically targets female household members aged 14 to <53, while the ACS question simply asks for Person 1's sex without any age restriction. While there are multiple differences (age filtering, sex filtering, roster vs. individual question), the primary barrier is the age bounds restriction (PC.3) which fundamentally defines different target populations. The questions serve entirely different purposes - one creates a demographic subset listing, the other collects a basic demographic attribute - making them incompatible for harmonization. ||| [Openai — F3/PC.1] The binding barrier is a population/unit-of-measure mismatch: the survey item is a roster/listing task restricted to household members who are female and age 14–<53 (a screening/coverage definition for who should be listed), whereas the ACS item is an attribute question about the sex of a single specific roster person (Person 1) with no age restriction and not a listing request. This cannot be harmonized by recode or adjustment because one item produces a subset roster (potentially multiple people) and the other produces a single person’s sex; the different universes/units must be redesigned to align. Age restrictions are part of the mismatch, but the more fundamental issue is the differing universe and object (subset roster vs Person 1 attribute), so PC.1 is the best primary code.",FOODAPS_0566
