classification,confidence,reference_period_a,reference_period_b,reasoning,consolidation_potential,pair_id,model
related_but_distinct,high,not specified,past 12 months,"Question A asks WHERE individuals shop when using SNAP benefits (location/retailer type), while Question B asks WHETHER they received SNAP benefits at all (receipt/eligibility). These are fundamentally different constructs: one presupposes SNAP use and seeks behavioral/operational details, while the other establishes SNAP receipt status. Question B is a screening/eligibility question, while Question A is a detailed follow-up question conditional on SNAP use.",no,P_0080,claude-haiku-4-5-20251001
not_comparable,high,usual/habitual (not specified as past time frame),current/present status (not specified),"These questions address entirely different concepts: Question A concerns transportation costs to a grocery store (economic/food access topic), while Question B asks about marital status (demographic characteristic). Despite both being federal survey questions, they have no conceptual overlap whatsoever. The subtopic label 'Marital' appears to be a classification error for this comparison pair.",no,P_0081,claude-haiku-4-5-20251001
not_comparable,high,not specified (habitual: 'usually'),past 12 months,"These questions address entirely different topics: Question A concerns transportation costs to a food store (economic/access), while Question B concerns marital status changes (demographic). Despite the subtopic label 'Marital' appearing to apply to Question B only, there is no conceptual overlap between the two questions. They measure different constructs with different reference periods and response formats.",no,P_0082,claude-haiku-4-5-20251001
not_comparable,high,usual/habitual (not specified as to time frame),lifetime,"These questions address entirely different concepts and populations. Question A asks about transportation costs to a grocery store (a household economic measure related to food access), while Question B asks about marital history (a demographic characteristic). They are from different surveys with different purposes and measure unrelated constructs. The subtopic designation of 'Marital' appears to be an error, as Question A has no marital relevance.",no,P_0083,claude-haiku-4-5-20251001
not_comparable,high,not specified (habitual: 'usually'),lifetime event (last occurrence),"Question A asks about out-of-pocket transportation costs to a grocery store, while Question B asks about marital history. These are entirely different concepts with no substantive overlap. The SUBTOPIC label of 'Marital' appears to be a classification error, as Question A contains no marital-related content whatsoever.",no,P_0084,claude-haiku-4-5-20251001
reference_period_mismatch,high,last receipt of benefits (lifetime/unspecified lookback),past 12 months,"Both questions ask about SNAP receipt and use similar terminology/state-specific naming conventions, but differ fundamentally in time frame. Question A asks when benefits were 'last received' without specifying a lookback period, potentially capturing distant historical receipt, while Question B explicitly asks about receipt in the past 12 months. This temporal difference means they could yield substantially different prevalence estimates and are not interchangeable.",no,P_0085,claude-haiku-4-5-20251001
not_comparable,high,not specified (ongoing tracking),not specified (static demographic),"Question A asks respondents to track foods and drinks consumed by children as a behavioral monitoring task, while Question B requests basic demographic/identifying information (age and date of birth). These are fundamentally different question types: one measures dietary behavior/intake, the other collects identifying characteristics. They are not alternative ways of measuring the same construct.",no,P_0087,claude-haiku-4-5-20251001
response_format_mismatch,high,last time received SNAP benefits,past 12 months,"Both questions address SNAP receipt, but they measure fundamentally different constructs. Question A asks for a specific dollar amount from the most recent benefit issuance, while Question B asks only whether any SNAP benefits were received in the past year (yes/no). Question A provides continuous data on benefit levels among recipients, whereas Question B provides binary participation status. The reference periods also differ—Question A focuses on the last transaction while Question B covers a full year.",no,P_0086,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address entirely different concepts and have no meaningful overlap. Question A asks about food/drink tracking for children under 13 (food security/consumption behavior), while Question B asks about birthplace (demographic characteristic). The only superficial connection is that both relate to people, but they measure fundamentally different constructs with no logical relationship.",no,P_0090,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks respondents to track food and drink consumption for children age 13 and under, focusing on dietary behavior data collection. Question B asks for basic demographic information (age and date of birth) for a specific household member. These are fundamentally different concepts: one is about food/beverage tracking behavior while the other is about collecting identifying demographic data. The age reference in Question A is a filter criterion for who to track, not the actual question being asked.",no,P_0088,claude-haiku-4-5-20251001
not_comparable,high,not specified (implied ongoing/current household),not specified (static demographic fact),"Question A asks about tracking foods and drinks consumed by children, focusing on dietary behavior/intake data collection. Question B asks for basic demographic identification (age and date of birth). While both relate to 'age' as a subtopic, they serve fundamentally different purposes: one measures consumption patterns for children in a household, the other establishes individual demographic identity. These are distinct concepts despite both involving age information.",no,P_0089,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different concepts despite both involving age-related household relationships. Question A asks about tracking food/drink consumption for children age 13 and under (a dietary monitoring question), while Question B asks about grandchildren under 18 living in the household (a family structure/relationship question). The age thresholds differ (13 vs 18), the relationship types differ (any children vs grandchildren specifically), and the underlying purposes are entirely distinct.",no,P_0091,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure fundamentally different constructs. Question A asks about food/beverage consumption behavior for children in a household, while Question B asks for demographic identification data (age and date of birth). Question A is a dietary/consumption question with an implicit recent time reference, while Question B is a static demographic identifier. They share only the superficial element of 'age' as a subtopic but serve entirely different survey purposes.",no,P_0094,claude-haiku-4-5-20251001
not_comparable,high,not specified (ongoing tracking),currently,"These questions address fundamentally different concepts. Question A asks about tracking food/drink consumption of children 13 and under (a dietary/nutrition survey), while Question B asks about grandparent caregiving responsibility for grandchildren under 18 (a household relationship/dependency survey). The age ranges differ (≤13 vs <18), the populations differ (all children in household vs specifically grandchildren), and the underlying constructs differ (food access/consumption vs caregiving responsibility).",no,P_0092,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"Question A asks about foods and drinks consumed by children (a dietary behavior/intake measure), while Question B asks for basic demographic identification information (age and date of birth). These are fundamentally different concepts—one measures consumption patterns and the other collects identity/demographic data. The fact that both mention age is superficial; Question A uses age as a filter for eligibility (children 13 and under), while Question B seeks age as a demographic attribute.",no,P_0093,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address completely different concepts and cannot be compared for equivalence. Question A asks about food and beverage consumption by children in a household (a dietary/food security measure), while Question B asks about place of birth (a demographic characteristic). The only superficial connection is that both could involve information about children/persons, but they measure entirely different domains with no semantic overlap.",no,P_0096,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different concepts despite both involving age parameters. Question A asks about foods/drinks consumed by children under 13 in the household (dietary behavior data), while Question B asks about the presence of grandchildren under 18 as a relationship/living situation question. They target different populations, collect different data types, and serve different analytical purposes.",no,P_0097,claude-haiku-4-5-20251001
not_comparable,high,not specified,currently,"These questions address fundamentally different concepts. Question A asks about food and beverage consumption records for children under 13, focusing on dietary intake data collection. Question B asks whether a grandparent is responsible for meeting basic needs of grandchildren under 18, focusing on caregiving responsibility. While both mention children/age groups, they measure entirely different constructs (food consumption vs. caregiving responsibility) and serve different survey purposes.",no,P_0098,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure fundamentally different concepts. Question A asks about food and drink consumption/access for children under 13, while Question B asks for demographic identifiers (age and date of birth) for a specific person. Question A is about food security/dietary behavior, while Question B is basic demographic enumeration. Despite both referencing age in the subtopic, they serve entirely different survey purposes.",no,P_0095,claude-haiku-4-5-20251001
reference_period_mismatch,high,Food Log period (typically 7 days or other specified short interval),past 12 months,"Both questions ask the identical core concept—whether the respondent/household received SNAP benefits—with identical response format (yes/no). However, they differ fundamentally in reference periods: Question A asks about a specific short Food Log period (days), while Question B asks about the entire past 12 months. This temporal difference means they measure different phenomena and would yield different prevalence estimates.",no,P_0100,claude-haiku-4-5-20251001
reference_period_mismatch,high,"last receipt of benefits (point-in-time, unspecified lookback period)",past 12 months,"Both questions ask about SNAP receipt, but they measure fundamentally different things: Question A asks for the specific date of the most recent benefit receipt (a point-in-time measure), while Question B asks whether the household received any benefits during the past 12 months (a period prevalence measure). Question A provides no temporal constraint on how far back the 'last' receipt occurred, making it impossible to determine if it falls within a comparable timeframe to Question B's 12-month window.",partial,P_0101,claude-haiku-4-5-20251001
response_format_mismatch,high,[insert number of day fill] day Food Log period (typically 7 days),past 12 months,"Both questions ask about SNAP receipt, but they differ fundamentally in what they measure: Question A asks for a dollar amount received during a short food log period (typically 7 days), while Question B asks a yes/no question about whether any SNAP benefits were received in the past 12 months. Additionally, the reference periods differ substantially (short-term specific days vs. 12-month period), making these questions complementary rather than equivalent.",no,P_0102,claude-haiku-4-5-20251001
related_but_distinct,high,not specified (implies ongoing/current behavior),past 12 months,"While both questions address SNAP/food assistance, they measure fundamentally different constructs. Question A asks about shopping *behavior* conditional on benefit receipt timing (a behavioral/budgeting pattern), whereas Question B asks about *receipt* of benefits themselves (a eligibility/participation measure). Question A could apply to non-recipients who time purchases around paychecks, while Question B captures actual program participation. These serve different analytical purposes despite both relating to SNAP.",no,P_0099,claude-haiku-4-5-20251001
not_comparable,high,not specified (appears to be immediate/single event),past 12 months,"These questions address completely different concepts and populations. Question A asks about the appropriateness of reminder frequency related to a specific intervention (FoodAPS program), while Question B asks about marital status changes for any individual. Question A is about a program experience/evaluation, while Question B is demographic data collection. They share no meaningful conceptual overlap despite both potentially appearing in household surveys.",no,P_0104,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions measure entirely different concepts despite being paired under 'Marital' as a subtopic. Question A asks about satisfaction with reminder frequency for a specific intervention (FoodAPS program), while Question B asks about current marital status (ACS). There is no conceptual overlap between satisfaction with program reminders and marital status classification.",no,P_0103,claude-haiku-4-5-20251001
not_comparable,high,not specified,not specified,"These questions address fundamentally different concepts despite both being federal surveys. Question A asks about respondent satisfaction with the frequency of reminders received in what appears to be a food assistance program intervention study (FoodAPS), while Question B asks for a factual demographic detail about marital history (year of last marriage). They share no common construct or measurement intent.",no,P_0106,claude-haiku-4-5-20251001
not_comparable,high,not specified,lifetime,"Question A asks about satisfaction with the number of reminders received in a specific program context (FoodAPS), while Question B asks about a demographic fact regarding lifetime marital history. Despite the assigned subtopic of 'Marital,' these questions address entirely different concepts: one measures user satisfaction with notification frequency in a food assistance program, the other measures a basic demographic characteristic. They share no meaningful conceptual overlap.",no,P_0105,claude-haiku-4-5-20251001
related_but_distinct,high,not specified,past 12 months,"Question A asks for a specific dollar amount paid with SNAP EBT card (behavioral/transactional data), while Question B asks whether the household received any SNAP benefits at all (yes/no eligibility/receipt data). These are fundamentally different questions: one measures spending amount, the other measures program participation. Question A also lacks a specified time period, making temporal comparison difficult.",no,P_0107,claude-haiku-4-5-20251001
